Mark,Sex,Fish_ID,Tank,Treatment_Tank,Weight(g),Fish_Length_cm,BMI,K Index,Date,Week,Age_Days,Notes
Red.Whi,female,a7322,HA_C3,Control,0.608,3.686,0.044749987,,,15,,
Pur._,male,a7730,HA_C3,Control,0.41,3.154,0.041215491,,,15,,
Bro.Ora,male,a7361,HA_C3,Control,0.399,3.452,0.033483537,,,15,,
Red.Blu,male,a7466,HA_C3,Control,0.312,2.976,0.035228061,,,15,,
Bla.Pin,male,a8043,HA_C3,Control,0.407,3.332,0.036659322,,,15,,
Blu.Pur,female,a6813,HA_C3,Control,0.578,3.392,0.050236127,,,15,,
Bla.Blu,female,a7660,HA_C3,Control,0.542,3.737,0.038810844,,,15,,
Ora.Bro,male,a7407,HA_C3,Control,0.493,3.517,0.039856778,,,15,,
Pur.Blu,male,a7737,HA_C4,Control,0.333,3.118,0.034252479,,,15,,
Pin.Blu,male,a7696,HA_C4,Control,0.377,3.19,0.037047592,,,15,,
Whi.Whi,female,a7661,HA_C4,Control,0.4,3.444,0.033723583,,,15,,
Bla.Bla,female,a7601,HA_C4,Control,0.585,3.421,0.049986153,,,15,,
Whi.Pur,female,a7259,HA_C4,Control,0.424,3.179,0.041955104,,,15,,
Pin.Bla,female,a8045,HA_C4,Control,0.376,3.255,0.035488354,,,15,,
Blu.Whi,male,a6884,HA_C4,Control,0.453,3.416,0.038820621,,,15,,
Ora.Gre,male,a7492,HA_C4,Control,0.331,3.139,0.033592735,,,15,,
_.Gre,female,a7020,HA_C4,Control,0.469,3.364,0.041443924,,,15,,
Pin.Blu,male,a6843,HA_C4,Control,0.439,3.467,0.036522192,,,15,,
Yel.Pin,male,a8066,HA_C4,Control,0.356,3.223,0.034271206,,,15,,
Red.Gre,female,a7090,HA_C4,Control,0.582,3.544,0.046337816,,,15,,
Bro._,female,a7367,HA_C4,Control,0.553,3.32,0.050170562,,,15,,
Gre.Yel,female,a6971,HA_C4,Control,0.479,3.309,0.043746366,,,15,,
_.Pur,male,a7539,HA_C4,Control,0.482,3.576,0.037692246,,,15,,
Whi.Ora,male,a7184,HA_C4,Control,0.357,3.31,0.032584588,,,15,,
Pur._,female,a6930,HA_C4,Control,0.573,3.476,0.047423662,,,15,,
Bro.Whi,female,a7438,HA_C4,Control,0.668,3.58,0.05212072,,,15,,
_.Yel,male,a6807,HA_C4,Control,0.377,3.368,0.033235115,,,15,,
Blu.Bla,female,a7201,HA_C4,Control,0.623,3.51,0.050567771,,,15,,
Pin.Red,male,a7286,HA_C4,Control,0.383,3.356,0.034005947,,,15,,
Pur.Red,female,a7578,HA_C4,Control,0.55,3.608,0.042250284,,,15,,
Yel.Yel,female,a7418,HA_C4,Control,0.499,3.424,0.042563079,,,15,,
_.Ora,female,a7059,HA_C4,Control,0.486,3.333,0.043748749,,,15,,
Pin._,male,a6838,HA_C5,Control,0.369,3.046,0.039771005,,,15,,
Yel.Ora,male,a7335,HA_C5,Control,0.352,2.997,0.039189451,,,15,,
Gre.Bla,male,a7687,HA_C5,Control,0.452,3.333,0.040688137,,,15,,
Bro.Whi,female,a7088,HA_C5,Control,0.504,3.395,0.043727131,,,15,,
Whi.Gre,female,a7647,HA_C5,Control,0.452,3.446,0.038063427,,,15,,
Bro.Bla,male,a7242,HA_C5,Control,0.441,3.383,0.038533157,,,15,,
Bla._,female,a6800,HA_C5,Control,0.532,3.333,0.047889577,,,15,,
_.Blu,female,a7440,HA_C5,Control,0.636,3.445,0.053589371,,,15,,
Bla.Blu,female,a7607,HA_C5,Control,0.529,3.559,0.04176377,,,15,,
Pin.Yel,female,a7192,HA_C5,Control,0.578,3.693,0.042380807,,,15,,
_.Pur,male,a7731,HA_C5,Control,0.391,3.239,0.037269611,,,15,,
Pur.Pur,female,a7540,HA_C5,Control,0.458,3.666,0.034078507,,,15,,
Red.Gre,female,a6895,HA_C5,Control,0.581,3.351,0.051740102,,,15,,
Pin.Pur,female,a7285,HA_C5,Control,0.755,3.75,0.053688889,,,15,,
_.Red,male,a7039,HA_C5,Control,0.415,3.305,0.037993138,,,15,,
Red.Ora,male,a8061,HA_C5,Control,0.53,3.481,0.043738897,,,15,,
Red.Whi,female,a7559,HA_C5,Control,0.467,3.288,0.043196968,,,15,,
Pur._,female,a7415,HA_C5,Control,0.464,3.264,0.04355296,,,15,,
Blu.Red,female,a7200,HA_C5,Control,0.597,3.53,0.047909862,,,15,,
_.Red,male,a7496,HA_C5,Control,0.462,3.566,0.036331163,,,15,,
Ora.Yel,female,a6966,HA_C5,Control,0.58,3.581,0.045229246,,,15,,
_._,female,a7381,HA_C5,Control,0.323,3.082,0.034004567,,,15,,
Gre.Bro,male,a7124,HA_C5,Control,0.371,3.28,0.034484682,,,15,,
Gre.Blu,female,a7014,HA_C5,Control,0.626,3.365,0.055284603,,,15,,
Ora.Ora,female,a7379,HA_T1,Treatment,0.718,3.284,0.066576069,,,15,,
Gre.Gre,female,a7292,HA_T1,Treatment,0.903,3.889,0.05970516,,,15,,
_.Red,female,a7319,HA_T1,Treatment,0.732,3.463,0.061038816,,,15,,
Red.Pin,female,a6894,HA_T1,Treatment,0.98,3.786,0.068369886,,,15,,
Ora._,male,a7155,HA_T1,Treatment,0.486,3.594,0.037625313,,,15,,
Red.Whi,male,a6991,HA_T1,Treatment,0.535,3.774,0.037562111,,,15,,
Ora.Ora,male,a7412,HA_T1,Treatment,0.56,3.632,0.042451823,,,15,,
Ora.Pin,female,a7488,HA_T1,Treatment,0.649,3.601,0.050049351,,,15,,
Pin.Bro,male,a7191,HA_T1,Treatment,0.48,3.358,0.042567668,,,15,,
Bla.Pur,female,a6925,HA_T1,Treatment,0.697,3.709,0.050666291,,,15,,
Pin.Pin,female,a7550,HA_T1,Treatment,0.89,3.565,0.070027873,,,15,,
Pin.Whi,female,a6846,HA_T1,Treatment,0.617,3.547,0.049041392,,,15,,
Bro.Yel,female,a7087,HA_T1,Treatment,0.603,3.543,0.048036904,,,15,,
_.Pur,female,a6825,HA_T1,Treatment,0.769,3.828,0.052478629,,,15,,
Red.Red,male,a7468,HA_T1,Treatment,0.473,3.252,0.044726001,,,15,,
Bla._,male,a7599,HA_T1,Treatment,0.464,3.586,0.036082566,,,15,,
Blu.Whi,male,a6998,HA_T1,Treatment,0.541,3.738,0.038718513,,,15,,
Bro.Whi,male,a7723,HA_T1,Treatment,0.406,3.239,0.038699392,,,15,,
Bro.Bro,female,a7662,HA_T1,Treatment,0.937,3.848,0.063280436,,,15,,
_.Whi,male,a7269,HA_T1,Treatment,0.407,3.18,0.040247617,,,15,,
Red.Pur,male,a7560,HA_T1,Treatment,0.441,3.239,0.042035546,,,15,,
Blu.Yel,female,a7206,HA_T1,Treatment,0.47,3.308,0.042950365,,,15,,
Ora.Pur,male,a7062,HA_T1,Treatment,0.527,3.334,0.047411034,,,15,,
Gre.Bro,male,a7683,HA_T1,Treatment,0.613,3.835,0.041680195,,,15,,
Pin.Pin,female,a6840,HA_T2,Treatment,0.833,4.048,0.050835136,,,15,,
Blu.Ora,female,a6883,HA_T2,Treatment,0.767,3.774,0.053850727,,,15,,
Ora.Pur,female,a8071,HA_T2,Treatment,0.85,3.88,0.056461898,,,15,,
Red._,female,a7495,HA_T2,Treatment,0.459,3.321,0.041617399,,,15,,
Bla.Pin,female,a7604,HA_T2,Treatment,0.72,3.726,0.051861706,,,15,,
Pur._,male,a7167,HA_T2,Treatment,0.438,3.257,0.041289402,,,15,,
Yel.Gre,female,a8067,HA_T2,Treatment,0.897,4.044,0.054849181,,,15,,
Pin._,male,a7054,HA_T2,Treatment,0.508,3.64,0.03834078,,,15,,
Bro.Gre,male,a7724,HA_T2,Treatment,0.495,3.391,0.043047667,,,15,,
Pur.Pur,female,a6932,HA_T2,Treatment,0.893,3.711,0.064843963,,,15,,
Whi._,female,a8050,HA_T2,Treatment,0.817,3.948,0.05241647,,,15,,
Red.Red,male,a7570,HA_T2,Treatment,0.604,3.758,0.042768438,,,15,,
Whi.Pin,male,a7375,HA_T2,Treatment,0.45,3.369,0.039647015,,,15,,
Red.Ora,female,a7089,HA_T2,Treatment,0.821,3.907,0.053784401,,,15,,
Bro.Blu,male,a7251,HA_T2,Treatment,0.464,3.526,0.037321008,,,15,,
Whi.Bro,female,a7649,HA_T2,Treatment,0.662,3.758,0.046875341,,,15,,
Red.Pur,female,a7222,HA_T2,Treatment,0.892,3.676,0.066010626,,,15,,
Pin.Blu,female,a7288,HA_T2,Treatment,0.929,3.875,0.061868887,,,15,,
Bla.Bro,male,a7142,HA_T2,Treatment,0.506,3.574,0.039613336,,,15,,
Gre.Bla,male,a7015,HA_T2,Treatment,0.415,3.216,0.04012509,,,15,,
Ora.Yel,male,a7411,HA_T2,Treatment,0.496,3.556,0.039224568,,,15,,
Gre.Whi,male,a6833,HA_T2,Treatment,0.486,3.466,0.040455647,,,15,,
Blu.Bla,male,a7461,HA_T2,Treatment,0.443,3.391,0.038525488,,,15,,
Blu._,female,a7207,HA_T2,Treatment,0.836,4.108,0.049538791,,,15,,
Pur.Gre,female,a7160,HA_T3,Treatment,0.744,3.783,0.051987658,,,15,,
Whi.Whi,female,a7640,HA_T3,Treatment,0.851,3.823,0.058226537,,,15,,
Red.Pur,male,a7325,HA_T3,Treatment,0.417,3.451,0.035014355,,,15,,
Blu.Pin,male,a6882,HA_T3,Treatment,0.534,3.702,0.038964439,,,15,,
Gre.Ora,female,a7686,HA_T3,Treatment,0.837,3.696,0.061271926,,,15,,
_.Bro,male,a7719,HA_T3,Treatment,0.439,3.301,0.040287792,,,15,,
_.Blu,female,a7459,HA_T3,Treatment,0.619,3.548,0.049172629,,,15,,
Bla.Red,male,a7610,HA_T3,Treatment,0.256,2.9,0.030439952,,,15,,
Bla.Blu,male,a6808,HA_T3,Treatment,0.434,3.38,0.037988866,,,15,,
Ora.Pin,female,a7556,HA_T3,Treatment,0.902,3.883,0.059823492,,,15,,
Yel.Whi,female,a7210,HA_T3,Treatment,0.756,3.904,0.049602341,,,15,,
Red.Red,female,a8063,HA_T3,Treatment,0.706,3.859,0.047408383,,,15,,
_.Whi,male,a8070,HA_T3,Treatment,0.461,3.303,0.042255552,,,15,,
Bla.Whi,male,a7139,HA_T3,Treatment,0.448,3.461,0.037400277,,,15,,
Bla.Pin,female,a7253,HA_T3,Treatment,0.543,3.649,0.040780458,,,15,,
_.Ora,male,a7414,HA_T3,Treatment,0.448,3.366,0.039541195,,,15,,
Red.Pin,male,a7566,HA_T3,Treatment,0.402,3.394,0.034898148,,,15,,
Red.Bla,female,a7091,HA_T3,Treatment,0.723,3.689,0.053127697,,,15,,
Pin.Pur,male,a6842,HA_T3,Treatment,0.487,3.689,0.035785876,,,15,,
Gre.Bro,female,a7296,HA_T3,Treatment,0.684,3.514,0.055392707,,,15,,
Yel.Pin,male,a6996,HA_T3,Treatment,0.559,3.416,0.047904475,,,15,,
Gre.Gre,female,a7019,HA_T3,Treatment,0.782,3.47,0.064945311,,,15,,
Ora.Yel,female,a7484,HA_T3,Treatment,0.616,3.501,0.050256992,,,15,,
Red.Bro,male,a7045,HA_T3,Treatment,0.497,3.611,0.038115482,,,15,,
Ora.Whi,female,a7409,HA_T4,Treatment,0.941,3.481,0.077657173,,,15,,
Ora.Gre,female,a7061,HA_T4,Treatment,0.751,4.067,0.045403736,,,15,,
Bro.Whi,female,a7358,HA_T4,Treatment,0.684,4.055,0.041598185,,,15,,
Gre.Gre,male,a6869,HA_T4,Treatment,0.472,3.37,0.041560637,,,15,,
_.Bla,male,a6799,HA_T4,Treatment,0.5,3.474,0.041429565,,,15,,
Red.Yel,male,a7321,HA_T4,Treatment,0.456,3.548,0.036224101,,,15,,
Whi.Ora,male,a7646,HA_T4,Treatment,0.547,3.176,0.054228344,,,15,,
Yel.Blu,female,a7214,HA_T4,Treatment,0.663,3.459,0.055413095,,,15,,
Red.Pur,female,a8062,HA_T4,Treatment,0.762,3.578,0.059521559,,,15,,
Blu.Bla,male,a6891,HA_T4,Treatment,0.525,3.793,0.03649166,,,15,,
Bro.Ora,female,a7439,HA_T4,Treatment,0.692,3.51,0.056168375,,,15,,
Ora.Blu,female,a6961,HA_T4,Treatment,0.651,3.628,0.049459125,,,15,,
Red.Gre,female,a7562,HA_T4,Treatment,0.573,3.516,0.046350763,,,15,,
Gre.Yel,male,a7682,HA_T4,Treatment,0.431,3.481,0.035568801,,,15,,
_.Red,male,a8057,HA_T4,Treatment,0.445,3.27,0.0416164,,,15,,
Whi.Pur,male,a7180,HA_T4,Treatment,0.452,3.544,0.035987445,,,15,,
Bla.Gre,female,a7608,HA_T4,Treatment,0.764,3.506,0.062154065,,,15,,
Pin._,male,a7548,HA_T4,Treatment,0.428,4.011,0.02660348,,,15,,
Gre.Pur,male,a7297,HA_T4,Treatment,0.503,3.278,0.046811234,,,15,,
Whi.Bro,male,a7266,HA_T4,Treatment,0.415,3.587,0.032254131,,,15,,
Bla.Pin,male,a7138,HA_T4,Treatment,0.536,3.334,0.04822071,,,15,,
Ora.Bla,male,a7494,HA_T4,Treatment,0.436,3.425,0.03716767,,,15,,
Bro.Yel,male,a7728,HA_T4,Treatment,0.469,3.335,0.042167822,,,15,,
Gre.Bro,male,a7018,HA_T4,Treatment,0.566,3.472,0.046952314,,,15,,
Red.Ora,female,a7567,HA_T5,Treatment,0.502,3.511,0.040723215,,,15,,
Gre.Whi,female,a7294,HA_T5,Treatment,0.833,3.719,0.060227196,,,15,,
Pin.Yel,female,a7282,HA_T5,Treatment,0.8,3.885,0.053003914,,,15,,
Red.Bla,female,a7663,HA_T5,Treatment,0.608,3.691,0.044628829,,,15,,
Pur.Pur,female,a7543,HA_T5,Treatment,0.649,3.811,0.044685518,,,15,,
Yel.Ora,male,a7121,HA_T5,Treatment,0.487,3.69,0.035766482,,,15,,
Pur.Bro,female,a6937,HA_T5,Treatment,0.767,3.621,0.058497636,,,15,,
Yel.Yel,female,a7419,HA_T5,Treatment,0.92,3.762,0.065005521,,,15,,
Pur.Gre,female,a8074,HA_T5,Treatment,0.649,4.194,0.036896727,,,15,,
Pin.Pur,male,a8044,HA_T5,Treatment,0.45,3.523,0.036256613,,,15,,
Red.Red,male,a6892,HA_T5,Treatment,0.556,3.492,0.045595956,,,15,,
Ora.Bro,female,a7405,HA_T5,Treatment,0.661,3.331,0.059573374,,,15,,
_.Pur,male,a6931,HA_T5,Treatment,0.569,3.581,0.04437145,,,15,,
Bro.Ora,female,a7727,HA_T5,Treatment,0.642,3.475,0.05316495,,,15,,
Whi.Bla,male,a7187,HA_T5,Treatment,0.416,3.565,0.03273213,,,15,,
Bla.Whi,female,a7609,HA_T5,Treatment,0.761,3.39,0.066219403,,,15,,
Bro._,male,a7084,HA_T5,Treatment,0.473,3.822,0.032380219,,,15,,
Pin.Bro,male,a6844,HA_T5,Treatment,0.55,3.621,0.041947457,,,15,,
Red.Whi,male,a7469,HA_T5,Treatment,0.53,3.534,0.042436815,,,15,,
Red.Pur,male,a7657,HA_T5,Treatment,0.538,3.672,0.039900371,,,15,,
_.Red,female,a7219,HA_T5,Treatment,0.657,3.365,0.058022339,,,15,,
Blu.Blu,female,a7659,HA_C1,Control,0.497,,,,,18,,
Ora.Pin,female,a7498,HA_C1,Control,0.69,,,,,18,,
Gre.Pin,female,a7013,HA_C1,Control,0.534,,,,,18,,
Pin.Whi,female,a7281,HA_C1,Control,0.855,,,,,18,,
Bla.Red,female,a6923,HA_C1,Control,0.774,,,,,18,,
Gre.Gre,female,a7698,HA_C1,Control,0.72,,,,,18,,
Bro.Bro,male,a7720,HA_C1,Control,0.4,,,,,18,,
Ora.Bro,male,a7152,HA_C1,Control,0.48,,,,,18,,
Pin.Ora,male,a7555,HA_C1,Control,0.487,,,,,18,,
Whi.Pur,female,a7376,HA_C1,Control,0.548,,,,,18,,
Gre.Yel,male,a6859,HA_C1,Control,0.511,,,,,18,,
Red.Ora,male,a7614,HA_C1,Control,0.418,,,,,18,,
Gre.Bro,female,a6834,HA_C1,Control,0.587,,,,,18,,
Yel.Red,female,a8068,HA_C1,Control,0.535,,,,,18,,
Red.Red,female,a6899,HA_C1,Control,0.726,,,,,18,,
Yel._,male,a7475,HA_C1,Control,0.428,,,,,18,,
Whi.Blu,male,a7179,HA_C1,Control,0.457,,,,,18,,
Bro.Bla,female,a7082,HA_C1,Control,0.784,,,,,18,,
Red.Whi,female,a7226,HA_C1,Control,0.931,,,,,18,,
Pur.Yel,male,a7272,HA_C1,Control,0.385,,,,,18,,
Red.Yel,male,a7563,HA_C1,Control,0.478,,,,,18,,
Ora.Bla,male,a7403,HA_C1,Control,0.421,,,,,18,,
Whi._,male,a7070,HA_C1,Control,0.523,,,,,18,,
Red.Pin,male,a6985,HA_C1,Control,0.428,,,,,18,,
Red._,female,a8064,HA_C2,Control,0.574,,,,,18,,
Ora.Yel,male,a7153,HA_C2,Control,0.413,,,,,18,,
Bla._,female,a6798,HA_C2,Control,0.608,,,,,18,,
Pur._,male,a7056,HA_C2,Control,0.393,,,,,18,,
Blu.Yel,female,a6881,HA_C2,Control,0.776,,,,,18,,
Gre.Gre,male,a7688,HA_C2,Control,0.429,,,,,18,,
Red.Pin,male,a7096,HA_C2,Control,0.41,,,,,18,,
_._,female,a7658,HA_C2,Control,0.797,,,,,18,,
Yel.Bla,male,a7336,HA_C2,Control,0.455,,,,,18,,
Ora.Ora,female,a7486,HA_C2,Control,0.663,,,,,18,,
Pur.Blu,male,a7163,HA_C2,Control,0.435,,,,,18,,
_.Whi,male,a7250,HA_C2,Control,0.474,,,,,18,,
Pin.Bro,female,a7284,HA_C2,Control,0.692,,,,,18,,
Blu.Ora,female,a7204,HA_C2,Control,0.769,,,,,18,,
_.Pin,female,a7549,HA_C2,Control,0.668,,,,,18,,
Ora.Pin,male,a7408,HA_C2,Control,0.403,,,,,18,,
Blu.Blu,male,a7006,HA_C2,Control,0.423,,,,,18,,
_.Bla,male,a7600,HA_C2,Control,0.504,,,,,18,,
Bro.Pur,male,a7729,HA_C2,Control,0.443,,,,,18,,
Red.Bro,male,a7474,HA_C2,Control,0.397,,,,,18,,
Bro.Bro,male,a7573,HA_C2,Control,0.529,,,,,18,,
Pin.Yel,male,a6847,HA_C2,Control,0.442,,,,,18,,
Whi.Yel,male,a7370,HA_C2,Control,0.439,,,,,18,,
Ora.Bro,male,a6967,HA_C2,Control,0.447,,,,,18,,
_.Pin,female,a7279,HA_C3,Control,0.745,,,,,18,,
Red.Gre,male,a6990,HA_C3,Control,0.478,,,,,18,,
Blu.Gre,female,a6885,HA_C3,Control,0.577,,,,,18,,
Gre.Pin,female,a7679,HA_C3,Control,0.581,,,,,18,,
Blu.Pur,female,a6813,HA_C3,Control,0.619,,,,,18,,
Bla.Bla,female,a6929,HA_C3,Control,0.678,,,,,18,,
Bla.Red,male,a7144,HA_C3,Control,0.416,,,,,18,,
Red.Pur,female,a7093,HA_C3,Control,0.628,,,,,18,,
Bro.Ora,male,a7361,HA_C3,Control,0.417,,,,,18,,
Ora.Bro,male,a7407,HA_C3,Control,0.521,,,,,18,,
Whi.Ora,male,a7264,HA_C3,Control,0.423,,,,,18,,
Pin.Blu,female,a7552,HA_C3,Control,0.603,,,,,18,,
Bla.Blu,female,a7660,HA_C3,Control,0.553,,,,,18,,
Red.Blu,male,a7466,HA_C3,Control,0.341,,,,,18,,
Pin.Gre,female,a6845,HA_C3,Control,0.481,,,,,18,,
Red.Red,female,a7497,HA_C3,Control,0.557,,,,,18,,
Gre._,male,a7017,HA_C3,Control,0.443,,,,,18,,
Red.Bro,male,a7564,HA_C3,Control,0.328,,,,,18,,
Red.Pin,female,a7044,HA_C3,Control,0.632,,,,,18,,
Red.Whi,female,a7322,HA_C3,Control,0.652,,,,,18,,
Bla.Pin,male,a8043,HA_C3,Control,0.438,,,,,18,,
Red._,male,a7611,HA_C3,Control,0.437,,,,,18,,
Whi.Pin,female,a7232,HA_C3,Control,0.637,,,,,18,,
Pur._,male,a7730,HA_C3,Control,0.422,,,,,18,,
_.Gre,female,a7020,HA_C4,Control,0.528,,,,,18,,
Blu.Whi,male,a6884,HA_C4,Control,0.469,,,,,18,,
Red.Gre,female,a7090,HA_C4,Control,0.624,,,,,18,,
Pur.Red,female,a7578,HA_C4,Control,0.607,,,,,18,,
Pur._,female,a6930,HA_C4,Control,0.637,,,,,18,,
Yel.Pin,male,a8066,HA_C4,Control,0.391,,,,,18,,
Pur.Blu,male,a7737,HA_C4,Control,0.35,,,,,18,,
Gre.Yel,female,a6971,HA_C4,Control,0.51,,,,,18,,
Pin.Blu,male,a7696,HA_C4,Control,0.386,,,,,18,,
Pin.Blu,male,a6843,HA_C4,Control,0.462,,,,,18,,
Yel.Yel,female,a7418,HA_C4,Control,0.507,,,,,18,,
Blu.Bla,female,a7201,HA_C4,Control,0.643,,,,,18,,
_.Yel,male,a6807,HA_C4,Control,0.394,,,,,18,,
Ora.Gre,male,a7492,HA_C4,Control,0.357,,,,,18,,
Whi.Ora,male,a7184,HA_C4,Control,0.375,,,,,18,,
Whi.Whi,female,a7661,HA_C4,Control,0.425,,,,,18,,
Bla.Bla,female,a7601,HA_C4,Control,0.62,,,,,18,,
Bro._,female,a7367,HA_C4,Control,0.577,,,,,18,,
_.Ora,female,a7059,HA_C4,Control,0.495,,,,,18,,
Pin.Bla,female,a8045,HA_C4,Control,0.386,,,,,18,,
_.Pur,male,a7539,HA_C4,Control,0.466,,,,,18,,
Pin.Red,male,a7286,HA_C4,Control,0.413,,,,,18,,
Bro.Whi,female,a7438,HA_C4,Control,0.682,,,,,18,,
Whi.Pur,female,a7259,HA_C4,Control,0.425,,,,,18,,
Pur._,female,a7415,HA_C5,Control,0.451,,,,,18,,
Gre.Bro,male,a7124,HA_C5,Control,0.381,,,,,18,,
Red.Ora,male,a8061,HA_C5,Control,0.513,,,,,18,,
Pin._,male,a6838,HA_C5,Control,0.369,,,,,18,,
_.Blu,female,a7440,HA_C5,Control,0.6,,,,,18,,
Bro.Whi,female,a7088,HA_C5,Control,0.48,,,,,18,,
Pin.Yel,female,a7192,HA_C5,Control,0.61,,,,,18,,
_.Red,male,a7039,HA_C5,Control,0.427,,,,,18,,
_.Red,male,a7496,HA_C5,Control,0.475,,,,,18,,
Gre.Bla,male,a7687,HA_C5,Control,0.466,,,,,18,,
Bla.Blu,female,a7607,HA_C5,Control,0.557,,,,,18,,
Red.Whi,female,a7559,HA_C5,Control,0.496,,,,,18,,
Pin.Pur,female,a7285,HA_C5,Control,0.735,,,,,18,,
Whi.Gre,female,a7647,HA_C5,Control,0.458,,,,,18,,
_.Pur,male,a7731,HA_C5,Control,0.408,,,,,18,,
Gre.Blu,female,a7014,HA_C5,Control,0.576,,,,,18,,
Bla._,female,a6800,HA_C5,Control,0.511,,,,,18,,
Red.Gre,female,a6895,HA_C5,Control,0.495,,,,,18,,
Ora.Yel,female,a6966,HA_C5,Control,0.566,,,,,18,,
_._,female,a7381,HA_C5,Control,0.292,,,,,18,,
Pur.Pur,female,a7540,HA_C5,Control,0.514,,,,,18,,
Blu.Red,female,a7200,HA_C5,Control,0.618,,,,,18,,
Yel.Ora,male,a7335,HA_C5,Control,0.362,,,,,18,,
Bro.Bla,male,a7242,HA_C5,Control,0.461,,,,,18,,
Pin.Whi,female,a6846,HA_T1,Treatment,0.643,,,,,18,,
Ora.Ora,male,a7412,HA_T1,Treatment,0.583,,,,,18,,
Red.Pin,female,a6894,HA_T1,Treatment,0.818,,,,,18,,
Ora.Pin,female,a7488,HA_T1,Treatment,0.65,,,,,18,,
_.Pur,female,a6825,HA_T1,Treatment,0.748,,,,,18,,
Bro.Yel,female,a7087,HA_T1,Treatment,0.618,,,,,18,,
Bla.Pur,female,a6925,HA_T1,Treatment,0.702,,,,,18,,
Red.Pur,male,a7560,HA_T1,Treatment,0.463,,,,,18,,
Bro.Whi,male,a7723,HA_T1,Treatment,0.414,,,,,18,,
Ora._,male,a7155,HA_T1,Treatment,0.499,,,,,18,,
Gre.Gre,female,a7292,HA_T1,Treatment,0.85,,,,,18,,
Gre.Bro,male,a7683,HA_T1,Treatment,0.63,,,,,18,,
Bro.Bro,female,a7662,HA_T1,Treatment,0.898,,,,,18,,
Bla._,male,a7599,HA_T1,Treatment,0.465,,,,,18,,
_.Red,female,a7319,HA_T1,Treatment,0.712,,,,,18,,
Blu.Whi,male,a6998,HA_T1,Treatment,0.566,,,,,18,,
Ora.Ora,female,a7379,HA_T1,Treatment,0.633,,,,,18,,
Red.Red,male,a7468,HA_T1,Treatment,0.48,,,,,18,,
Pin.Pin,female,a7550,HA_T1,Treatment,0.845,,,,,18,,
Red.Whi,male,a6991,HA_T1,Treatment,0.527,,,,,18,,
_.Whi,male,a7269,HA_T1,Treatment,0.406,,,,,18,,
Pin.Bro,male,a7191,HA_T1,Treatment,0.49,,,,,18,,
Ora.Pur,male,a7062,HA_T1,Treatment,0.542,,,,,18,,
Blu.Yel,female,a7206,HA_T1,Treatment,0.501,,,,,18,,
Ora.Yel,male,a7411,HA_T2,Treatment,0.506,,,,,18,,
Red._,female,a7495,HA_T2,Treatment,0.439,,,,,18,,
Gre.Bla,male,a7015,HA_T2,Treatment,0.445,,,,,18,,
Red.Pur,female,a7222,HA_T2,Treatment,0.808,,,,,18,,
Ora.Pur,female,a8071,HA_T2,Treatment,0.81,,,,,18,,
Pin.Pin,female,a6840,HA_T2,Treatment,0.797,,,,,18,,
Pin._,male,a7054,HA_T2,Treatment,0.517,,,,,18,,
Blu.Ora,female,a6883,HA_T2,Treatment,0.715,,,,,18,,
Pin.Blu,female,a7288,HA_T2,Treatment,0.867,,,,,18,,
Bro.Gre,male,a7724,HA_T2,Treatment,0.507,,,,,18,,
Blu._,female,a7207,HA_T2,Treatment,0.855,,,,,18,,
Red.Ora,female,a7089,HA_T2,Treatment,0.807,,,,,18,,
Gre.Whi,male,a6833,HA_T2,Treatment,0.494,,,,,18,,
Blu.Bla,male,a7461,HA_T2,Treatment,0.438,,,,,18,,
Bla.Bro,male,a7142,HA_T2,Treatment,0.519,,,,,18,,
Red.Red,male,a7570,HA_T2,Treatment,0.621,,,,,18,,
Whi.Bro,female,a7649,HA_T2,Treatment,0.678,,,,,18,,
Bla.Pin,female,a7604,HA_T2,Treatment,0.752,,,,,18,,
Bro.Blu,male,a7251,HA_T2,Treatment,0.466,,,,,18,,
Pur.Pur,female,a6932,HA_T2,Treatment,0.881,,,,,18,,
Yel.Gre,female,a8067,HA_T2,Treatment,0.848,,,,,18,,
Whi.Pin,male,a7375,HA_T2,Treatment,0.458,,,,,18,,
Pur._,male,a7167,HA_T2,Treatment,0.439,,,,,18,,
Whi._,female,a8050,HA_T2,Treatment,0.749,,,,,18,,
Pur.Gre,female,a7160,HA_T3,Treatment,0.678,,,,,18,,
Red.Pur,male,a7325,HA_T3,Treatment,0.446,,,,,18,,
Ora.Yel,female,a7484,HA_T3,Treatment,0.601,,,,,18,,
_.Blu,female,a7459,HA_T3,Treatment,0.634,,,,,18,,
Bla.Red,male,a7610,HA_T3,Treatment,0.245,,,,,18,,
_.Whi,male,a8070,HA_T3,Treatment,0.484,,,,,18,,
Red.Bla,female,a7091,HA_T3,Treatment,0.696,,,,,18,,
Gre.Gre,female,a7019,HA_T3,Treatment,0.7,,,,,18,,
Ora.Pin,female,a7556,HA_T3,Treatment,0.739,,,,,18,,
Bla.Blu,male,a6808,HA_T3,Treatment,0.437,,,,,18,,
_.Ora,male,a7414,HA_T3,Treatment,0.455,,,,,18,,
Red.Pin,male,a7566,HA_T3,Treatment,0.418,,,,,18,,
Red.Red,female,a8063,HA_T3,Treatment,0.711,,,,,18,,
Yel.Whi,female,a7210,HA_T3,Treatment,0.723,,,,,18,,
Whi.Whi,female,a7640,HA_T3,Treatment,0.747,,,,,18,,
