Phase,Day,Date,Video_ID,Arena,Sex,Mark,Session,Camera,Origin,ID,Group,Notes,Phase_1,Phase_2,Phase_3,Phase_4,dist center-point Mean cm,dist center-point Total cm,speed center-point Mean cm/s,speed center-point Total cm/s,dist_stim 0-5cm (Center) / center-point Mean cm,dist_stim 0-5cm (Center) / center-point Total cm,freeze Not Moving / center-point Mean s,freeze Not Moving / center-point Frequency,freeze Not Moving / center-point Cumulative Duration s,freeze Not Moving / center-point Cumulative Duration %,in_det_zone 5-10cm / center-point Frequency,in_det_zone 5-10cm / center-point Cumulative Duration s,in_det_zone 5-10cm / center-point Cumulative Duration %,in_det_zone 0-5cm / center-point Frequency,in_det_zone 0-5cm / center-point Cumulative Duration s,in_det_zone 0-5cm / center-point Cumulative Duration %,in_det_zone 20-25cm / center-point Frequency,in_det_zone 20-25cm / center-point Cumulative Duration s,in_det_zone 20-25cm / center-point Cumulative Duration %,in_det_zone 15-20cm / center-point Frequency,in_det_zone 15-20cm / center-point Cumulative Duration s,in_det_zone 15-20cm / center-point Cumulative Duration %,in_det_zone 30-35cm / center-point Frequency,in_det_zone 30-35cm / center-point Cumulative Duration s,in_det_zone 30-35cm / center-point Cumulative Duration %,in_det_zone 10-15cm / center-point Frequency,in_det_zone 10-15cm / center-point Cumulative Duration s,in_det_zone 10-15cm / center-point Cumulative Duration %,in_det_zone 35-40cm / center-point Frequency,in_det_zone 35-40cm / center-point Cumulative Duration s,in_det_zone 35-40cm / center-point Cumulative Duration %,in_det_zone 25-30cm / center-point Frequency,in_det_zone 25-30cm / center-point Cumulative Duration s,in_det_zone 25-30cm / center-point Cumulative Duration %,in_zone Near / center-point Frequency,in_zone Near / center-point Cumulative Duration s,in_zone Near / center-point Cumulative Duration %,in_zone Middle / center-point Frequency,in_zone Middle / center-point Cumulative Duration s,in_zone Middle / center-point Cumulative Duration %,in_zone Far / center-point Frequency,in_zone Far / center-point Cumulative Duration s,in_zone Far / center-point Cumulative Duration %,risk_3 Arena / center-point Frequency,risk_3 Arena / center-point Cumulative Duration s,risk_3 Arena / center-point Cumulative Duration %,move Moving / center-point Cumulative Duration s
Acclimation,Wednesday,,O,7,male,Red.Red,5,2,HA_T2,a7570,Treatment,,Predator,Novel,Aggression,Social,0.526544,1184.72,6.58196,14809.4,12.1622,27377.1,-,0,0,0,44,31.7592,1.55674,27,75.0381,3.67814,15,8.95978,0.439181,15,9.03977,0.443103,19,14.5596,0.71367,25,18.2395,0.894048,11,11.2797,0.552898,16,11.1997,0.548977,12,119.677,5.86621,19,26.4793,1.29794,8,33.9192,1.66261,1,180.075,8.82676,173.916
Acclimation,Friday,,U,5,male,Red.Red,9,2,HA_T2,a7570,Treatment,,Aggression,Social,Predator,Novel,0.657679,1479.78,8.22119,18497.7,16.0086,36035.4,-,0,0,0,40,26.4793,1.29794,23,54.5586,2.6743,27,12.2397,0.599953,26,11.9197,0.584268,34,24.4794,1.19991,30,16.5596,0.811701,18,19.4395,0.952866,31,14.3996,0.705827,15,92.6377,4.54082,31,33.4392,1.63909,16,53.9986,2.64685,1,180.075,8.82676,177.036
Acclimation,Tuesday,30/07/2019,A,1,female,Pur.Red,8,1,HA_C4,a7578,Control,,Social,Novel,Aggression,Predator,0.423998,953.996,5.30011,11925.3,16.3503,36804.5,50.5587,1,50.5587,2.47824,25,66.5583,3.26249,12,20.5595,1.00776,18,15.5996,0.764646,21,10.7197,0.525449,17,23.1994,1.13717,24,15.5196,0.760725,8,17.1196,0.83915,17,10.7997,0.52937,12,95.8376,4.69767,20,36.3191,1.78025,8,47.9188,2.34884,1,180.075,8.82676,124.877
Acclimation,Tuesday,,I,1,female,Pur.Red,2,1,HA_C4,a7578,Control,,Aggression,Novel,Social,Predator,0.569853,1279.89,7.12334,15999,20.3609,45751,0.079998,2,0.159996,0.00784252,23,11.5997,0.568583,13,56.3986,2.76449,25,11.2797,0.552898,23,7.75981,0.380362,27,15.2796,0.748961,22,8.1598,0.399969,14,58.4785,2.86644,27,10.7997,0.52937,12,73.2782,3.59188,24,25.8394,1.26657,13,80.638,3.95263,1,179.756,8.81107,145.436
Acclimation,Thursday,,T,4,female,Pur.Red,8,1,HA_C4,a7578,Control,,Predator,Aggression,Social,Novel,0.00217668,4.89753,0.0272092,61.2207,24.7092,55620.5,179.676,1,179.676,8.80715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.075,8.82676,0,0,0,1,180.075,8.82676,0,0,0,1,180.075,8.82676,0
Acclimation,Monday,29/07/2019,B,2,male,Bla._,4,1,HA_T1,a7599,Treatment,,Novel,Aggression,Predator,Social,0.751013,1689.78,9.38789,21122.8,20.8387,46908,-,0,0,0,37,21.6795,1.06266,18,16.7996,0.823465,45,24.2394,1.18814,40,18.1595,0.890126,45,42.3189,2.07435,38,16.6396,0.815622,19,14.3196,0.701906,50,25.9194,1.27049,18,49.2788,2.4155,42,56.1586,2.75273,24,74.6381,3.65854,1,180.075,8.82676,172.796
Acclimation,Tuesday,,L,4,male,Bla._,10,1,HA_T1,a7599,Treatment,,Aggression,Social,Novel,Predator,0.598128,1345.79,7.47678,16822.8,26.128,58814,0.079998,1,0.079998,0.00392126,17,12.3997,0.607795,7,5.51986,0.270567,24,12.7997,0.627402,22,9.59976,0.470551,37,55.6786,2.7292,22,8.39979,0.411732,24,56.7186,2.78017,26,18.9595,0.929339,11,23.2794,1.14109,26,31.9192,1.56458,15,124.877,6.12109,1,180.075,8.82676,163.596
Acclimation,Friday,,U,5,male,Bla._,3,2,HA_T1,a7599,Treatment,,Aggression,Social,Predator,Novel,0.547754,1232.45,6.84709,15406,18.1801,40923.3,10.2797,2,20.5595,1.00776,23,18.7195,0.917575,12,44.3989,2.1763,29,17.5996,0.862677,29,16.0796,0.788173,26,28.5593,1.39989,25,14.8796,0.729355,14,21.0395,1.03129,26,18.7995,0.921496,13,71.8382,3.52129,28,45.9189,2.2508,15,62.3184,3.05466,1,180.075,8.82676,149.516
Acclimation,Tuesday,30/07/2019,F,6,female,Bla.Bla,6,2,HA_C4,a7601,Control,,Predator,Aggression,Novel,Social,0.627912,1412.8,7.8491,17660.5,13.2357,29793.5,0.119997,2,0.239994,0.0117638,43,27.5993,1.35284,23,63.4384,3.10956,31,13.5997,0.666614,34,11.9197,0.584268,24,23.9994,1.17638,38,22.3194,1.09403,9,3.67991,0.180378,30,13.5197,0.662693,21,105.597,5.17606,35,37.1191,1.81947,15,37.3591,1.83123,1,180.075,8.82676,160.156
Acclimation,Tuesday,,L,4,female,Bla.Bla,2,1,HA_C4,a7601,Control,,Aggression,Social,Novel,Predator,0.470634,1058.93,5.88307,13236.9,15.3179,34480.7,0.079998,3,0.239994,0.0117638,22,11.6797,0.572504,14,84.3179,4.13301,17,9.83975,0.482315,16,9.11977,0.447024,22,16.6396,0.815622,17,10.3997,0.509764,12,28.7193,1.40773,19,9.35977,0.458788,10,102.477,5.02314,17,25.9993,1.27441,8,51.5987,2.52921,1,180.075,8.82676,153.596
Acclimation,Thursday,,U,5,female,Bla.Bla,6,2,HA_C4,a7601,Control,,Aggression,Social,Predator,Novel,0.620244,1395.55,7.75324,17444.8,23.7253,53405.7,8.63978,1,8.63978,0.423496,20,13.9197,0.682299,9,22.8794,1.12148,20,9.35977,0.458788,19,9.19977,0.450945,39,54.5586,2.6743,21,11.9197,0.584268,20,38.559,1.89005,31,19.6795,0.96463,11,44.9589,2.20375,26,26.0793,1.27833,15,109.037,5.34468,1,180.075,8.82676,162.796
Acclimation,Monday,29/07/2019,D,4,male,Bla.Pin,10,1,HA_T2,a7604,Treatment,22 Sec Delay,Social,Aggression,Novel,Predator,0.57817,1292.21,7.2273,16153,17.6734,39570.8,5.47986,4,21.9195,1.07443,24,20.7195,1.01561,10,20.4795,1.00384,40,25.1994,1.2352,40,43.5989,2.13709,21,15.1196,0.741118,32,16.7996,0.823465,6,9.03977,0.443103,34,28.7993,1.41165,18,51.9187,2.5449,39,83.5179,4.0938,23,44.2389,2.16846,3,179.756,8.81107,133.997
Acclimation,Tuesday,30/07/2019,F,6,female,Bla.Gre,8,2,HA_T4,a7608,Treatment,,Predator,Aggression,Novel,Social,0.567193,1275.62,7.09009,15945.6,23.1509,52089.4,11.7197,2,23.4394,1.14893,15,9.03977,0.443103,6,8.0798,0.396047,37,36.4791,1.7881,26,21.0395,1.03129,44,37.8391,1.85476,20,13.1197,0.643087,17,30.3992,1.49008,49,23.9994,1.17638,11,26.7193,1.3097,34,67.9183,3.32915,23,85.3579,4.18399,1,179.995,8.82284,145.916
Acclimation,Tuesday,,M,5,female,Bla.Gre,4,2,HA_T4,a7608,Treatment,,Social,Novel,Predator,Aggression,0.511685,1151.29,6.39623,14391.5,25.79,58053.3,0.079998,2,0.159996,0.00784252,12,5.35987,0.262724,6,28.7193,1.40773,17,11.4397,0.56074,12,7.11982,0.348992,35,29.9193,1.46655,12,6.15985,0.301937,21,75.2781,3.68991,26,16.0796,0.788173,7,37.999,1.8626,20,25.7594,1.26265,14,116.317,5.70151,1,180.075,8.82676,159.276
Acclimation,Thursday,,V,6,female,Bla.Gre,10,2,HA_T4,a7608,Treatment,,Aggression,Novel,Predator,Social,0.357509,804.395,4.46897,10055.2,16.1136,36271.7,10.3197,3,30.9592,1.51753,25,22.7194,1.11364,15,34.8791,1.70967,16,27.7593,1.36068,15,9.91975,0.486236,18,18.0795,0.886205,19,42.4789,2.08219,8,9.03977,0.443103,19,15.1996,0.74504,11,68.1583,3.34091,21,74.3981,3.64677,11,37.5191,1.83907,1,180.075,8.82676,124.477
Acclimation,Tuesday,30/07/2019,A,1,male,Red._,2,1,HA_C3,a7611,Control,,Social,Novel,Aggression,Predator,1.04386,2348.68,13.0486,29359.3,16.7094,37612.9,-,0,0,0,60,21.9195,1.07443,30,48.3988,2.37236,58,13.3597,0.654851,55,12.4797,0.611717,51,36.1591,1.77241,58,15.2796,0.748961,14,9.99975,0.490158,67,22.4794,1.10187,30,80.478,3.94479,62,37.5991,1.84299,33,61.9984,3.03898,1,180.075,8.82676,175.516
Acclimation,Wednesday,,I,1,male,Red._,7,1,HA_C3,a7611,Control,,Aggression,Novel,Social,Predator,0.686671,1545.01,8.58361,19313.1,31.2502,70344.2,-,0,0,0,2,0.639984,0.0313701,1,0.79998,0.0392126,25,7.67981,0.376441,15,4.23989,0.207827,71,43.1989,2.11748,6,2.39994,0.117638,50,110.957,5.43879,36,10.1597,0.498,4,2.47994,0.121559,19,15.7596,0.772488,16,161.836,7.93271,1,180.075,8.82676,166.076
Acclimation,Thursday,,R,2,male,Red._,2,1,HA_C3,a7611,Control,,Novel,Predator,Social,Aggression,0.461839,1039.14,5.77313,12989.5,27.3402,61542.8,17.4196,4,69.6783,3.41542,18,5.75986,0.282331,9,11.9197,0.584268,22,4.95988,0.243118,22,5.11987,0.250961,32,78.798,3.86244,20,7.03982,0.345071,18,58.6385,2.87428,24,7.8398,0.384284,12,21.9994,1.07835,23,14.7996,0.725433,12,143.276,7.02298,1,180.075,8.82676,90.0777
Acclimation,Monday,29/07/2019,H,8,male,Red.Ora,2,2,HA_C1,a7614,Control,,Novel,Aggression,Social,Predator,0.688836,1549.88,8.61067,19374,9.67575,21780.1,0.079998,1,0.079998,0.00392126,74,70.5582,3.45855,40,37.7591,1.85084,21,9.43976,0.462709,38,16.9596,0.831307,5,4.63988,0.227433,60,34.9591,1.71359,1,0.239994,0.0117638,12,5.51986,0.270567,33,132.557,6.49753,38,39.439,1.93318,6,8.0798,0.396047,1,180.075,8.82676,169.996
Acclimation,Tuesday,,N,6,male,Red.Ora,6,2,HA_C1,a7614,Control,,Novel,Predator,Aggression,Social,0.703553,1583,8.79464,19787.9,19.185,43185.5,-,0,0,0,29,23.8394,1.16854,10,9.11977,0.447024,55,31.5192,1.54498,45,24.0794,1.1803,36,32.3192,1.58419,40,21.2795,1.04306,11,5.67986,0.27841,55,32.2392,1.58027,21,45.4389,2.22728,50,75.8381,3.71736,29,58.7985,2.88213,1,180.075,8.82676,176.716
Acclimation,Friday,,V,6,male,Red.Ora,2,2,HA_C1,a7614,Control,,Aggression,Novel,Predator,Social,0.808243,1818.55,10.1033,22732.4,19.2381,43305,-,0,0,0,38,21.1195,1.03521,20,31.6792,1.55282,42,17.0396,0.835229,37,14.2396,0.697984,47,38.879,1.90573,36,13.0397,0.639166,26,26.7993,1.31362,43,17.2796,0.846992,17,61.5985,3.01937,38,41.359,2.02729,21,77.1181,3.7801,1,180.075,8.82676,176.316
Acclimation,Tuesday,30/07/2019,G,7,female,Whi.Whi,5,2,HA_T3,a7640,Treatment,,Social,Predator,Novel,Aggression,0.801852,1804.17,10.0234,22552.7,28.0364,63109.9,-,0,0,0,0,0,0,0,0,0,12,10.7197,0.525449,2,1.67996,0.0823465,41,113.117,5.54466,0,0,0,2,0.719982,0.0352913,48,53.8387,2.63901,0,0,0,15,20.6395,1.01169,14,159.436,7.81507,1,180.075,8.82676,176.076
Acclimation,Wednesday,,O,7,female,Whi.Whi,8,2,HA_T3,a7640,Treatment,,Predator,Novel,Aggression,Social,1.03552,2329.92,12.9444,29124.8,27.57,62060.1,-,0,0,0,9,3.9999,0.196063,3,1.19997,0.0588189,46,20.2395,0.992079,26,11.1197,0.545055,76,72.0782,3.53306,14,4.87988,0.239197,33,33.6792,1.65085,71,32.8792,1.61164,7,8.1598,0.399969,39,44.7189,2.19198,33,127.197,6.23481,1,180.075,8.82676,175.116
Acclimation,Thursday,,Q,1,female,Whi.Whi,5,1,HA_T3,a7640,Treatment,,Aggression,Predator,Novel,Social,1.09388,2450.29,13.6738,30629.4,20.5107,46005.6,-,0,0,0,57,20.7995,1.01953,27,27.0393,1.32539,64,17.1996,0.843071,60,14.7196,0.721512,56,34.9591,1.71359,60,15.5196,0.760725,24,29.5993,1.45087,65,19.8395,0.972473,30,58.5585,2.87036,62,42.1589,2.0665,33,78.958,3.87028,1,179.676,8.80715,173.756
Acclimation,Tuesday,30/07/2019,C,3,male,Whi.Ora,10,1,HA_T4,a7646,Treatment,,Social,Aggression,Predator,Novel,0.00193077,4.34424,0.0241353,54.3043,10.8401,24401,89.5578,2,179.116,8.7797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.075,8.82676,0,0,0,0,0,0,1,180.075,8.82676,0,0,0,0,0,0,1,180.075,8.82676,0
Acclimation,Tuesday,,O,7,male,Whi.Ora,4,2,HA_T4,a7646,Treatment,,Predator,Novel,Aggression,Social,0.717838,1615.14,8.9732,20189.7,18.9025,42549.6,-,0,0,0,37,24.8794,1.21951,22,28.7193,1.40773,32,17.3596,0.850914,29,12.3997,0.607795,41,44.3189,2.17238,29,15.3596,0.752882,12,9.67976,0.474473,47,27.3593,1.34107,14,64.0784,3.14093,32,40.719,1.99592,18,75.2781,3.68991,1,180.075,8.82676,177.276
Acclimation,Thursday,,W,7,male,Whi.Ora,9,2,HA_T4,a7646,Treatment,,Predator,Novel,Social,Aggression,0.881924,1984.33,11.0243,24804.7,13.7204,30884.5,1.67996,1,1.67996,0.0823465,56,44.3189,2.17238,20,17.5196,0.858756,52,26.6393,1.30578,63,31.2792,1.53321,8,8.0798,0.396047,67,36.9591,1.81162,0,0,0,29,15.2796,0.748961,34,88.1578,4.32123,48,77.0381,3.77617,15,14.8796,0.729355,1,180.075,8.82676,173.996
Acclimation,Wednesday,,I,1,female,Whi.Bro,5,1,HA_T2,a7649,Treatment,,Aggression,Novel,Social,Predator,0.981882,2209.24,12.2738,27616.1,22.2357,50052.6,-,0,0,0,13,8.55979,0.419575,2,1.51996,0.074504,77,30.9592,1.51753,60,26.2393,1.28617,55,36.8791,1.8077,37,21.0395,1.03129,19,15.1996,0.74504,79,39.679,1.94495,20,22.7194,1.11364,61,78.078,3.82715,42,79.278,3.88597,1,180.075,8.82676,175.756
Acclimation,Friday,,T,4,female,Whi.Bro,9,1,HA_T2,a7649,Treatment,,Predator,Aggression,Social,Novel,0.568514,1279.16,7.10661,15989.9,26.4972,59645.1,-,0,0,0,18,12.1597,0.596032,6,4.47989,0.219591,22,9.43976,0.462709,23,10.6397,0.521528,52,48.1588,2.3606,24,12.3997,0.607795,35,67.5183,3.30954,29,15.2796,0.748961,12,23.6794,1.16069,25,29.7593,1.45871,13,126.637,6.20736,1,180.075,8.82676,167.356
Acclimation,Monday,29/07/2019,D,4,female,_._,8,1,HA_C2,a7658,Control,,Social,Aggression,Novel,Predator,0.787805,1772.56,9.8478,22157.6,16.9142,38073.9,-,0,0,0,29,16.0796,0.788173,14,47.5988,2.33315,43,20.8795,1.02345,41,19.3595,0.948945,27,15.8396,0.77641,33,17.5196,0.858756,13,27.0393,1.32539,34,15.7596,0.772488,17,75.6781,3.70951,34,51.6787,2.53313,17,52.7187,2.58411,1,180.075,8.82676,171.116
Acclimation,Wednesday,,M,5,female,_._,1,2,HA_C2,a7658,Control,,Social,Novel,Predator,Aggression,0.750517,1688.66,9.3817,21108.8,23.9125,53826.9,-,0,0,0,23,8.95978,0.439181,12,25.1994,1.2352,32,13.7597,0.674457,29,11.1197,0.545055,56,34.3191,1.68222,25,11.1197,0.545055,32,56.3186,2.76057,42,19.2795,0.945024,13,41.359,2.02729,32,34.4791,1.69006,20,104.237,5.1094,1,180.075,8.82676,171.036
Acclimation,Friday,,Q,1,female,_._,7,1,HA_C2,a7658,Control,,Aggression,Predator,Novel,Social,0.748584,1684.31,9.35754,21054.5,24.1368,54331.9,0.079998,2,0.159996,0.00784252,25,10.3997,0.509764,13,27.2793,1.33715,30,8.79978,0.431339,27,9.75976,0.478394,54,36.0791,1.76849,24,7.19982,0.352913,35,68.1583,3.34091,34,12.3997,0.607795,12,42.2389,2.07043,30,25.1994,1.2352,17,112.637,5.52114,1,180.075,8.82676,170.956
Acclimation,Monday,29/07/2019,A,1,female,Blu.Blu,2,1,HA_C1,a7659,Control,,Social,Novel,Aggression,Predator,0.662404,1490.41,8.28026,18630.6,12.6946,28575.6,0.079998,3,0.239994,0.0117638,32,25.0394,1.22735,13,49.4388,2.42334,47,21.9994,1.07835,47,19.7595,0.968551,12,10.8797,0.533292,42,28.2393,1.38421,0,0,0,35,24.7194,1.21167,23,93.1977,4.56827,45,59.2785,2.90565,22,27.5993,1.35284,1,180.075,8.82676,168.236
Acclimation,Tuesday,,L,4,female,Blu.Blu,8,1,HA_C1,a7659,Control,,Aggression,Social,Novel,Predator,0.63133,1420.49,7.89183,17756.6,20.7976,46815.5,0.159996,1,0.159996,0.00784252,31,15.5996,0.764646,15,26.3193,1.29009,34,16.4796,0.80778,33,13.9197,0.682299,38,28.3193,1.38813,32,15.5996,0.764646,21,41.599,2.03906,35,22.2394,1.09011,15,51.7587,2.53706,35,42.7989,2.09787,19,85.5179,4.19183,1,180.075,8.82676,169.756
Acclimation,Friday,,Q,1,female,Blu.Blu,2,1,HA_C1,a7659,Control,,Aggression,Predator,Novel,Social,0.351669,791.256,4.39598,9890.95,17.1518,38608.6,116.237,1,116.237,5.69759,21,7.27982,0.356835,9,5.83985,0.286252,30,11.3597,0.556819,29,126.877,6.21912,14,10.1597,0.498,26,6.79983,0.333307,1,0.159996,0.00784252,29,11.5997,0.568583,13,16.9596,0.831307,27,145.036,7.10925,14,18.0795,0.886205,1,180.075,8.82676,59.5985
Acclimation,Tuesday,30/07/2019,E,5,female,Whi.Whi,6,2,HA_C4,a7661,Control,,Social,Predator,Aggression,Novel,0.72691,1635.55,9.0866,20444.8,21.0199,47315.7,-,0,0,0,18,9.99975,0.490158,9,18.2395,0.894048,47,23.1194,1.13324,39,21.1195,1.03521,48,31.1992,1.52929,26,21.5195,1.05482,24,28.7993,1.41165,49,26.0793,1.27833,18,42.9589,2.10572,43,59.7585,2.92918,26,77.3581,3.79186,1,180.075,8.82676,175.756
Acclimation,Tuesday,,J,2,female,Whi.Whi,3,1,HA_C4,a7661,Control,,Novel,Social,Aggression,Predator,0.662292,1490.16,8.27885,18627.4,15.6826,35301.5,0.079998,2,0.159996,0.00784252,33,17.3596,0.850914,19,70.6382,3.46247,27,8.71978,0.427417,27,8.0798,0.396047,35,27.1193,1.32931,28,8.87978,0.43526,17,24.6394,1.20775,32,14.6396,0.717591,14,93.5977,4.58788,29,23.6794,1.16069,15,62.7984,3.07819,1,180.075,8.82676,164.556
Acclimation,Thursday,,Q,1,female,Whi.Whi,6,1,HA_C4,a7661,Control,,Aggression,Predator,Novel,Social,0.812019,1827.04,10.1505,22838.6,21.03,47338.6,-,0,0,0,37,18.7195,0.917575,17,22.3994,1.09795,39,14.8796,0.729355,40,15.4396,0.756803,49,33.1192,1.6234,41,16.7196,0.819544,27,38.959,1.90965,42,19.8395,0.972473,21,51.2787,2.51353,42,43.1189,2.11356,22,85.6779,4.19967,1,180.075,8.82676,176.476
Acclimation,Monday,29/07/2019,G,7,female,Bro.Bro,4,2,HA_T1,a7662,Treatment,,Social,Predator,Novel,Aggression,0.358171,805.884,4.47725,10073.8,23.7358,53429.4,37.999,2,75.9981,3.7252,8,5.51986,0.270567,0,0,0,33,24.2394,1.18814,23,11.9197,0.584268,13,11.3597,0.556819,18,13.9996,0.686221,0,0,0,34,113.037,5.54074,10,15.5196,0.760725,34,51.7587,2.53706,25,112.797,5.52898,1,180.075,8.82676,100.557
Acclimation,Tuesday,,J,2,female,Bro.Bro,10,1,HA_T1,a7662,Treatment,,Novel,Social,Aggression,Predator,0.535596,1205.09,6.69512,15064,6.81734,15345.8,-,0,0,0,92,61.7585,3.02721,66,94.9576,4.65454,0,0,0,8,3.27992,0.160772,0,0,0,35,20.0795,0.984237,0,0,0,0,0,0,15,171.436,8.40326,15,8.63978,0.423496,0,0,0,1,180.075,8.82676,171.596
Acclimation,Friday,,X,8,female,Bro.Bro,5,2,HA_T1,a7662,Treatment,,Predator,Social,Novel,Aggression,0.639409,1427.8,7.99281,17847.9,9.18785,20525.6,0.079998,2,0.159996,0.00784252,84,57.0386,2.79586,43,37.0391,1.81554,6,3.27992,0.160772,21,16.7196,0.819544,0,0,0,58,63.1184,3.09387,0,0,0,2,1.51996,0.074504,32,138.797,6.80339,32,39.039,1.91358,1,0.879978,0.0431339,1,178.716,8.7601,160.556
Acclimation,Tuesday,30/07/2019,C,3,female,Gre.Pin,3,1,HA_C3,a7679,Control,,Social,Aggression,Predator,Novel,0.502644,1130.95,6.28321,14137.2,25.1992,56723.3,25.6794,2,51.3587,2.51745,15,6.55984,0.321543,7,12.0797,0.59211,25,37.3591,1.83123,21,8.23979,0.40389,42,57.3586,2.81154,18,7.27982,0.356835,27,37.1191,1.81947,28,14.0796,0.690142,9,23.4394,1.14893,23,51.5187,2.52529,14,105.117,5.15254,1,180.075,8.82676,119.437
Acclimation,Wednesday,,I,1,female,Gre. Pin,6,1,HA_C3,a7679,Control,,Aggression,Novel,Social,Predator,0.543756,1223.45,6.79712,15293.5,19.8173,44608.7,0.079998,2,0.159996,0.00784252,24,14.4796,0.709748,13,54.6386,2.67822,21,8.23979,0.40389,22,9.35977,0.458788,17,11.7597,0.576425,22,10.1597,0.498,9,64.7184,3.1723,18,6.71983,0.329386,10,76.3981,3.7448,18,22.8794,1.12148,9,80.798,3.96047,1,180.075,8.82676,159.836
Acclimation,Thursday,,Q,1,female,Gre.Pin,3,1,HA_C3,a7679,Control,,Aggression,Predator,Novel,Social,0.75344,1695.24,9.41823,21191,16.7664,37741.2,0.466655,6,2.79993,0.137244,45,21.9994,1.07835,25,51.9187,2.5449,37,13.9996,0.686221,36,10.5597,0.517606,44,35.2791,1.72928,38,13.9197,0.682299,22,16.3196,0.799937,41,16.0796,0.788173,20,82.6379,4.05066,39,34.7191,1.70183,20,62.7184,3.07427,1,180.075,8.82676,165.276
Acclimation,Tuesday,,K,3,male,Gre.Bro,10,1,HA_T1,a7683,Treatment,,Predator,Social,Aggression,Novel,0.595452,1339.77,7.44333,16747.5,23.1142,52030.2,-,0,0,0,26,15.7596,0.772488,10,13.4397,0.658772,30,15.1996,0.74504,26,10.7997,0.52937,49,35.4391,1.73712,30,20.1595,0.988158,25,44.5589,2.18414,41,24.7194,1.21167,16,44.2389,2.16846,36,39.119,1.9175,20,96.7176,4.7408,1,180.075,8.82676,165.996
Acclimation,Friday,,X,8,male,Gre.Bro,3,2,HA_T1,a7683,Treatment,,Predator,Social,Novel,Aggression,0.605382,1362.11,7.56747,17026.8,20.9214,47094,24.5594,1,24.5594,1.20383,33,16.6396,0.815622,18,25.6794,1.25872,30,14.7996,0.725433,29,10.1597,0.498,41,56.8786,2.78802,29,11.9997,0.588189,20,24.4794,1.19991,35,19.4395,0.952866,13,50.7187,2.48608,30,32.9592,1.61556,17,96.3976,4.72512,1,180.075,8.82676,150.236
Acclimation,Monday,29/07/2019,G,7,female,Gre.Blu,10,2,HA_T2,a7684,Treatment,,Social,Predator,Novel,Aggression,0.649762,1326.81,8.12223,16585.6,18.109,37014.8,-,0,0,0,17,12.9597,0.635244,7,8.87978,0.43526,56,49.3588,2.41942,41,23.3594,1.14501,13,13.5997,0.666614,27,21.6795,1.06266,2,1.11997,0.0548977,41,32.7992,1.60772,18,35.1191,1.72143,40,97.1176,4.76041,21,31.5192,1.54498,2,163.756,8.02682,156.076
Acclimation,Tuesday,30/07/2019,F,6,female,Gre.Ora,3,2,HA_T3,a7686,Treatment,,Predator,Aggression,Novel,Social,0.542932,1221.6,6.78682,15270.3,18.8491,42429.4,14.2556,5,71.2782,3.49384,40,22.2394,1.09011,21,50.3987,2.47039,34,8.55979,0.419575,36,11.8397,0.580347,25,14.8796,0.729355,37,13.5997,0.666614,9,50.0787,2.45471,32,8.47979,0.415654,17,81.678,4.00361,32,27.2793,1.33715,16,71.1182,3.486,1,180.075,8.82676,97.3576
Acclimation,Wednesday,,P,8,female,Gre.Ora,9,2,HA_T3,a7686,Treatment,,Novel,Social,Predator,Aggression,0.00216043,4.86096,0.027006,60.7635,28.0893,63229.1,179.995,1,179.995,8.82284,0,0,0,0,0,0,0,0,0,0,0,0,1,180.075,8.82676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.075,8.82676,1,180.075,8.82676,0
Acclimation,Thursday,,T,4,female,Gre.Ora,5,1,HA_T3,a7686,Treatment,,Predator,Aggression,Social,Novel,0.00306862,6.9044,0.0383587,86.3072,14.0587,31646.1,89.7578,2,179.516,8.79931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.075,8.82676,0,0,0,0,0,0,0,0,0,1,180.075,8.82676,0,0,0,1,180.075,8.82676,0
Acclimation,Monday,29/07/2019,H,8,male,Gre.Gre,6,2,HA_C2,a7688,Control,,Novel,Aggression,Social,Predator,0.920604,2071.36,11.5078,25892.6,22.5149,50681,-,0,0,0,35,16.5596,0.811701,14,14.8796,0.729355,67,18.3995,0.90189,52,14.7196,0.721512,73,40.239,1.97239,42,14.4796,0.709748,37,36.7191,1.79986,72,24.0794,1.1803,21,40.879,2.00376,57,45.6789,2.23904,36,93.5177,4.58395,1,180.075,8.82676,172.076
Acclimation,Wednesday,,O,7,male,Gre.Gre,1,2,HA_C2,a7688,Control,,Predator,Novel,Aggression,Social,0.334297,752.169,4.17882,9402.35,9.09604,20475.2,0.939976,4,3.75991,0.184299,51,35.3591,1.7332,36,116.877,5.72896,5,2.31994,0.113717,10,4.63988,0.227433,3,3.75991,0.184299,21,11.7597,0.576425,1,0.79998,0.0392126,4,4.55989,0.223512,9,161.036,7.8935,11,10.7197,0.525449,2,8.31979,0.407811,1,180.075,8.82676,117.757
