,Stim,Day,Date,Video,Arena,Sex,Mark,Session,Camera,Tank,Group,Fish_ID,Notes,tot_dist,mean_speed,mean_dist_05,tot_dist_05,freeze_mean,freeze_dur,zone_510_dur,zone_05_dur,zone_2025_dur,zone_1520_dur,zone_3035_dur,zone_1015_dur,zone_3540_dur,zone_2530_dur,zone_near_dur,zone_middle_dur,zone_far_dur,arena_dur,moving_dur
383,Predator,Monday,29/07/2019,D,4,female,_._,8,1,HA_C2,Control,a7658,NA,1722.83,9.57152,13.4771,30323.5,8.00E-02,0.079998,69.9183,19.7595,16.1596,14.2396,18.5595,22.8794,3.67991,14.7996,104.637,43.7589,31.5992,179.995,174.556
384,Predator,Monday,29/07/2019,H,8,male,Gre.Whi,8,2,HA_T2,Treatment,a6833,NA,1581.06,8.78391,16.4066,36914.7,-,0,48.3988,19.7595,16.1596,15.5996,27.9193,20.0795,13.3597,18.7195,81.998,43.6789,54.3186,179.995,176.236
385,Predator,Monday,29/07/2019,A,1,female,Red.Pur,9,1,HA_T2,Treatment,a7222,NA,1327.49,7.37512,14.1645,31870.1,-,0,59.6785,33.1992,9.03977,10.6397,24.0794,21.0395,9.75976,12.5597,108.797,28.3993,42.7989,179.995,168.076
386,Predator,Monday,29/07/2019,D,4,male,Red.Red,9,1,HA_T2,Treatment,a7570,NA,487.197,2.70672,24.8316,55871.1,7.9598,47.7588,3.51991,0,40.239,13.1997,42.1589,6.87983,0,73.9981,7.59981,75.3581,97.0376,179.995,76.0781
387,Predator,Monday,29/07/2019,D,4,male,Bla.Pin,10,1,HA_T2,Treatment,a7604,22 Sec Delay,1622.98,9.01677,11.6236,26153,-,0,51.4387,52.8787,10.3197,11.5997,19.2795,18.9595,0.39999,15.1196,118.317,31.1992,30.4792,179.995,170.316
388,Predator,Monday,29/07/2019,H,8,female,Red.Ora,10,2,HA_T2,Treatment,a7089,NA,1401.59,7.78681,18.2673,41101.5,1.78662,5.35987,28.3993,10.7197,33.8392,24.8794,28.3993,24.5594,0.39999,28.7993,55.1186,75.9981,48.8788,179.995,137.517
389,Predator,Monday,29/07/2019,A,1,female,Whi._,11,1,HA_T2,Treatment,a8050,"RE-RUN, Covers fell down towards end, may exclude",1832.46,10.1806,16.0376,36084.7,1.07997,2.15995,32.4792,13.5997,19.5195,24.9594,22.6394,44.9589,1.19997,20.6395,73.9981,68.1583,37.8391,179.995,173.356
390,Predator,Monday,29/07/2019,H,8,female,Blu.Ora,11,2,HA_T2,Treatment,a6883,"RE-RUN, Covers fell down towards end, may exclude",1517.87,8.43281,7.64052,17191.2,0.628556,4.39989,51.0387,103.757,4.0799,4.0799,3.8399,7.8398,1.27997,4.0799,161.196,10.9597,7.8398,179.995,147.996
391,Predator,Tuesday,30/07/2019,A,1,male,Bro.Ora,1,1,HA_C3,Control,a7361,NA,1716.02,9.53369,12.1685,27379.1,8.00E-02,0.079998,40.959,51.1187,11.6797,17.5996,16.3196,25.7594,3.8399,12.7197,108.477,43.1989,28.3193,179.995,173.036
392,Predator,Tuesday,30/07/2019,D,4,female,_.Pin,1,1,HA_C3,Control,a7279,NA,1138.24,6.32373,15.1307,34044.2,0.106664,0.319992,9.67976,97.9176,2.71993,3.8399,10.1597,6.47984,45.4389,3.75991,112.717,9.03977,58.2385,179.995,142.956
393,Predator,Tuesday,30/07/2019,H,8,female,Red.Pin,1,2,HA_C3,Control,a7044,NA,2008.62,11.1593,9.65339,21720.1,-,0,46.1588,88.7978,6.63983,5.67986,13.2797,10.0797,2.47994,6.87983,141.836,17.4396,20.7195,179.995,175.276
394,Predator,Tuesday,30/07/2019,A,1,male,Red._,2,1,HA_C3,Control,a7611,NA,1897.25,10.5405,13.3186,29966.8,-,0,24.5594,75.2781,11.2797,13.6797,14.3996,17.3596,9.91975,13.5197,111.517,34.9591,33.5192,179.995,166.156
395,Predator,Tuesday,30/07/2019,D,4,female,Red.Whi,2,1,HA_C3,Control,a7322,NA,1416.75,7.87103,26.408,59417.9,2.51994,5.03987,9.67976,25.9993,2.39994,2.15995,48.3988,3.9199,81.758,5.67986,38.079,7.03982,134.877,179.995,164.636
396,Predator,Tuesday,30/07/2019,H,8,female,Blu.Pur,2,2,HA_C3,Control,a6813,NA,1600.62,8.89255,21.6384,48686.3,-,0,23.3594,10.3997,15.3596,7.27982,47.2788,24.6394,22.6394,29.0393,52.7187,35.5191,91.7577,179.995,172.956
397,Predator,Tuesday,30/07/2019,A,1,female,Whi.Pin,3,1,HA_C3,Control,a7232,NA,1522.34,8.45768,14.5835,32812.8,-,0,39.439,47.9188,10.8797,13.4397,24.0794,22.2394,5.03987,16.9596,102.157,36.5591,41.279,179.995,172.796
398,Predator,Tuesday,30/07/2019,D,4,male,Bla.Pin,3,1,HA_C3,Control,a8043,NA,1502.34,8.34655,11.9464,26879.3,-,0,43.9189,69.4383,5.03987,8.87978,17.9196,17.2796,11.7597,5.75986,124.717,21.2795,33.9992,179.995,174.476
399,Predator,Tuesday,30/07/2019,H,8,male,Yel.Pin,3,2,HA_T3,Treatment,a6996,NA,1708.35,9.49106,16.7777,37749.8,-,0,45.7589,15.5996,13.4397,16.0796,22.2394,29.0393,21.8395,15.9996,81.678,43.5189,54.7986,179.995,173.036
400,Predator,Tuesday,30/07/2019,A,1,female,Pur.Gre,4,1,HA_T3,Treatment,a7160,NA,1693.81,9.41029,24.6548,55473.3,0.239994,0.479988,10.9597,13.5997,11.5997,10.7197,75.9181,7.75981,21.5995,27.8393,29.2793,31.6792,119.037,179.995,167.276
401,Predator,Tuesday,30/07/2019,D,4,female,Red.Bla,4,1,HA_T3,Treatment,a7091,NA,4.72689,0.0262612,34.3315,77245.9,179.995,179.995,0,0,0,0,0,0,179.995,0,0,0,179.995,179.995,0
402,Predator,Tuesday,30/07/2019,H,8,male,Pin.Pur,4,2,HA_T3,Treatment,a6842,NA,1442.04,8.01156,18.1021,40729.8,0.239994,0.239994,36.7191,9.11977,24.4794,19.8395,29.6793,22.1594,2.87993,35.1191,61.1185,61.8385,57.0386,179.995,169.276
403,Predator,Tuesday,30/07/2019,A,1,female,_.Blu,5,1,HA_T3,Treatment,a7459,NA,1519.98,8.44453,18.6749,42018.5,-,0,29.5193,17.1996,19.1995,19.9995,32.2392,21.6795,15.9996,24.1594,60.4785,55.0386,64.4784,179.995,175.516
404,Predator,Tuesday,30/07/2019,D,4,male,Red.Bro,5,1,HA_T3,Treatment,a7045,NA,1740.9,9.67192,18.4901,41602.7,-,0,27.3593,23.9194,18.3195,18.7995,32.2392,21.2795,19.0395,19.0395,65.5984,50.0787,64.3184,179.995,177.916
405,Predator,Tuesday,30/07/2019,H,8,female,Gre.Bro,5,2,HA_T3,Treatment,a7296,NA,6.44973,0.0358327,5.13902,11562.8,179.995,179.995,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,0
406,Predator,Tuesday,30/07/2019,A,1,female,Gre.Yel,6,1,HA_C4,Control,a6971,NA,1054.67,5.85943,12.3227,27726,-,0,27.2793,74.5581,13.9197,13.4397,18.8795,17.1996,3.19992,11.5197,113.037,37.3591,29.5993,179.995,173.836
407,Predator,Tuesday,30/07/2019,D,4,female,_.Gre,6,1,HA_C4,Control,a7020,NA,1235.86,6.86608,14.7868,33270.4,3.55191,17.7596,38.959,49.3588,30.7192,10.5597,15.9996,14.2396,8.47979,11.6797,98.4775,49.3588,32.1592,179.995,137.277
408,Predator,Tuesday,30/07/2019,H,8,male,Pur.Blu,6,2,HA_C4,Control,a7737,NA,1144.76,6.35995,9.88524,22241.8,-,0,87.6778,16.7996,6.95983,13.3597,6.79983,39.599,2.23994,6.55984,134.877,31.3592,13.7597,179.995,173.596
409,Predator,Tuesday,30/07/2019,A,1,male,_.Yel,7,1,HA_C4,Control,a6807,NA,1449.84,8.05488,22.3256,50232.6,-,0,20.2395,6.47984,21.9994,11.5997,65.9184,11.0397,1.91995,40.799,33.2792,50.3187,96.3976,179.995,177.756
410,Predator,Tuesday,30/07/2019,D,4,female,Pin.Bla,7,1,HA_C4,Control,a8045,NA,1251.45,6.95268,8.58715,19321.1,0.159996,0.159996,25.9194,115.117,5.19987,5.99985,8.23979,11.0397,4.79988,3.67991,149.596,15.1196,15.2796,179.995,163.036
411,Predator,Tuesday,30/07/2019,H,8,female,Pur._,7,2,HA_C4,Control,a6930,NA,1394.62,7.74808,16.0525,36118.1,-,0,17.1196,10.7997,35.9191,30.4792,12.1597,46.5588,0.479988,26.4793,57.9985,93.0377,28.9593,179.995,176.556
412,Predator,Tuesday,30/07/2019,A,1,female,Pur.Red,8,1,HA_C4,Control,a7578,NA,1484.65,8.24828,13.3767,30097.5,8.00E-02,0.079998,39.359,45.8389,10.7997,15.4396,16.9596,29.0393,10.6397,11.9197,103.757,40.239,35.9991,179.995,176.076
413,Predator,Tuesday,30/07/2019,D,4,female,Yel.Yel,8,1,HA_C4,Control,a7418,NA,1207.61,6.7091,14.0583,31631.1,-,0,35.9191,51.1987,17.7596,15.5196,17.8396,16.3196,8.39979,17.0396,98.7175,43.5989,37.6791,179.995,178.076
414,Predator,Tuesday,30/07/2019,H,8,male,Gre.Gre,8,2,HA_T4,Treatment,a6869,NA,465.626,2.58687,25.7597,57959.4,3.07192,61.4385,3.35992,0.959976,9.35977,38.719,37.7591,11.3597,57.8386,20.6395,8.31979,59.4385,112.237,179.995,43.5989
415,Predator,Tuesday,30/07/2019,A,1,male,Bro.Yel,9,1,HA_T4,Treatment,a7728,NA,1037.34,5.76313,9.57821,21551,0.159996,0.159996,30.8792,103.837,9.03977,8.71978,4.95988,15.6796,1.35997,5.51986,144.956,25.2794,9.75976,179.995,153.356
416,Predator,Tuesday,30/07/2019,D,4,male,Gre.Pur,9,1,HA_T4,Treatment,a7297,NA,1232.17,6.84557,9.27011,20857.8,9.17977,36.7191,75.3581,15.7596,9.35977,21.3595,0,56.9586,0,1.19997,133.437,45.8389,0.719982,179.995,135.197
417,Predator,Tuesday,30/07/2019,H,8,female,Ora.Gre,9,2,HA_T4,Treatment,a7061,NA,1466.29,8.14624,11.3032,25432.2,-,0,66.1583,36.7191,8.63978,11.5197,11.9197,28.7993,8.23979,7.9998,123.757,31.7592,24.4794,179.995,176.316
418,Predator,Tuesday,30/07/2019,A,1,male,Bla.Pin,10,1,HA_T4,Treatment,a7138,NA,2151.28,11.9519,19.5619,44014.3,-,0,23.9194,11.8397,20.7995,22.5594,47.1988,22.2394,3.19992,28.2393,51.6787,58.6385,69.6783,179.995,174.396
419,Predator,Tuesday,30/07/2019,D,4,male,Gre.Bro,10,1,HA_T4,Treatment,a7018,NA,1795.35,9.97442,18.8407,42391.5,-,0,44.3189,9.03977,15.3596,12.5597,52.7987,20.3195,7.43981,18.1595,69.2783,37.1191,73.5982,179.995,176.636
420,Predator,Tuesday,30/07/2019,H,8,male,_.Bla,10,2,HA_T4,Treatment,a6799,NA,1572.96,8.73886,8.55373,19245.9,-,0,74.5581,62.1584,6.47984,6.71983,4.63988,20.1595,0.959976,4.31989,153.436,17.8396,8.71978,179.995,172.636
421,Predator,Tuesday,NA,I,1,male,Ora.Gre,1,1,HA_C4,Control,a7492,NA,1530.53,8.50318,20.2505,45563.6,0.359991,1.43996,24.2394,15.0396,17.0396,17.5996,29.4393,24.2394,33.5992,18.7995,55.8386,47.9188,76.2381,179.995,156.876
422,Predator,Tuesday,NA,J,2,female,Bro._,1,1,HA_C4,Control,a7367,NA,2501.31,13.8965,17.0716,38411.1,-,0,30.2392,18.5595,18.3195,21.5995,35.5191,28.8793,5.03987,21.8395,68.1583,55.5986,56.2386,179.995,176.956
423,Predator,Tuesday,NA,L,4,female,Blu.Bla,1,1,HA_C4,Control,a7201,NA,1029.55,5.71988,27.8751,62719,25.1994,25.1994,8.79978,5.27987,8.63978,6.31984,50.6387,8.0798,77.2781,14.9596,19.2795,21.6795,139.037,179.995,128.237
424,Predator,Tuesday,NA,I,1,female,Pur.Red,2,1,HA_C4,Control,a7578,NA,1011.43,5.61918,32.3139,72706.2,20.7195,62.1584,3.8399,1.99995,3.35992,2.95993,17.7596,3.11992,139.437,7.51981,7.9198,9.11977,162.956,179.995,103.597
425,Predator,Tuesday,NA,J,2,female,Yel.Yel,2,1,HA_C4,Control,a7418,NA,1450.14,8.05655,9.81621,22086.5,2.91993,5.83985,51.0387,56.6386,8.39979,12.1597,5.99985,39.039,0,6.71983,133.997,35.4391,10.5597,179.995,169.916
426,Predator,Tuesday,NA,L,4,female,Bla.Bla,2,1,HA_C4,Control,a7601,NA,781.322,4.34079,10.8397,24389.4,3.72991,29.8393,71.4382,43.5989,7.43981,12.4797,9.11977,27.0393,0.559986,8.31979,135.437,29.1193,15.4396,179.995,81.518
427,Predator,Tuesday,NA,I,1,female,_.Ora,3,1,HA_C4,Control,a7059,NA,1093.52,6.07525,26.6137,59880.8,3.12526,46.8788,16.8796,14.8796,6.23984,6.79983,14.1596,8.63978,105.357,7.03982,37.6791,17.5996,124.717,179.995,98.3975
428,Predator,Tuesday,NA,J,2,female,Whi.Whi,3,1,HA_C4,Control,a7661,NA,1825.61,10.1425,14.0939,31711.3,-,0,31.0392,39.279,19.1995,20.7995,17.5996,26.8793,9.19977,15.9996,89.3578,52.4787,38.159,179.995,176.956
429,Predator,Tuesday,NA,L,4,male,Pur.Blu,3,1,HA_C4,Control,a7737,NA,1389.19,7.71793,13.3603,30060.8,-,0,56.7986,13.7597,16.8796,18.3995,13.4397,40.639,7.11982,12.9597,101.437,49.4388,29.1193,179.995,176.956
430,Predator,Tuesday,NA,I,1,female,Red.Pur,4,1,HA_T4,Treatment,a8062,NA,1260.94,7.00539,6.58232,14810.2,3.15992,6.31984,26.0793,135.277,2.47994,4.55989,2.07995,5.91985,1.59996,1.99995,165.996,8.87978,5.11987,179.995,163.916
431,Predator,Tuesday,NA,J,2,male,_.Red,4,1,HA_T4,Treatment,a8057,NA,1000.28,5.55726,6.62749,14911.9,10.4569,73.1982,29.0393,131.357,2.55994,2.63993,2.71993,9.35977,0,2.31994,168.236,7.67981,4.0799,179.995,96.5576
432,Predator,Tuesday,NA,L,4,male,Bla.Pin,4,1,HA_T4,Treatment,a7138,NA,1499.27,8.32948,17.3907,39129.1,8.00E-02,0.079998,19.0395,39.679,17.9995,18.3995,25.9194,18.4795,18.0795,22.3994,70.9582,49.9188,59.1185,179.995,171.996
433,Predator,Tuesday,NA,I,1,female,Ora.Blu,5,1,HA_T4,Treatment,a6961,NA,571.357,3.17428,29.9472,67381.1,13.6682,95.6776,5.11987,0,7.67981,5.27987,103.117,4.71988,45.3589,8.71978,7.9998,17.1996,154.796,179.995,67.3583
434,Predator,Tuesday,NA,J,2,male,Gre.Pur,5,1,HA_T4,Treatment,a7297,NA,644.934,3.58306,13.1713,29635.5,19.4555,97.2776,45.9189,2.71993,13.5997,15.6796,2.23994,90.4777,0,9.35977,133.517,37.7591,8.71978,179.995,73.2782
435,Predator,Tuesday,NA,L,4,male,_.Bla,5,1,HA_T4,Treatment,a6799,NA,1273.66,7.07608,25.1278,56537.5,26.8793,53.7587,0,0,58.1585,11.0397,31.8392,1.59996,33.5192,43.8389,0,84.3179,95.6776,179.995,115.757
436,Predator,Tuesday,NA,I,1,male,Pur.Yel,6,1,HA_C1,Control,a7272,NA,1617.35,8.98551,21.2872,47896.2,-,0,20.3995,17.6796,17.4396,16.9596,36.7191,17.5196,32.2392,21.0395,49.2788,47.5188,83.1979,179.995,178.156
437,Predator,Tuesday,NA,J,2,male,Yel._,6,1,HA_C1,Control,a7475,NA,593.753,3.29871,26.9801,60705.3,5.14169,56.5586,3.19992,0,17.1196,8.71978,109.597,6.55984,1.67996,33.1192,6.87983,34.7991,138.317,179.995,77.5181
438,Predator,Tuesday,NA,L,4,male,Whi.Blu,6,1,HA_C1,Control,a7179,NA,1383.94,7.68872,21.7032,48832.2,3.11992,3.11992,19.4395,16.7996,16.1596,10.3997,60.5585,12.8797,9.27977,34.4791,44.8789,39.679,95.4376,179.995,158.076
439,Predator,Tuesday,NA,I,1,male,Blu.Yel,7,1,HA_C1,Control,a7002,NA,1080.18,6.00115,21.0504,47363.3,-,0,9.91975,4.1599,44.2389,27.5193,33.7592,10.7197,4.1599,45.5189,18.6395,92.8777,68.4783,179.995,177.196
440,Predator,Tuesday,NA,J,2,male,Bro.Bro,7,1,HA_C1,Control,a7720,NA,1340.04,7.44486,16.7077,37592.2,-,0,34.6391,31.5992,15.9196,16.4796,25.9993,23.9994,15.1196,16.2396,81.758,46.7188,51.5187,179.995,176.396
441,Predator,Tuesday,NA,L,4,female,Ora.Pin,7,1,HA_C1,Control,a7498,NA,357.638,1.98693,26.1527,58843.6,2.99361,56.8786,2.15995,0,8.39979,5.03987,68.8783,5.43986,0,90.0777,5.75986,27.9993,146.236,179.995,36.5591
442,Predator,Tuesday,NA,I,1,female,Whi.Pur,8,1,HA_C1,Control,a7376,NA,1785.16,9.9178,20.479,46077.8,-,0,20.6395,5.67986,25.8394,18.6395,43.7589,24.5594,11.3597,29.5193,42.3189,61.6785,75.9981,179.995,178.716
443,Predator,Tuesday,NA,J,2,male,Pin.Ora,8,1,HA_C1,Control,a7555,NA,1196.01,6.64465,12.8088,28819.7,-,0,53.1187,41.039,12.7197,15.8396,16.0796,25.7594,4.23989,11.1997,112.477,39.759,27.7593,179.995,173.836
444,Predator,Tuesday,NA,L,4,female,Blu.Blu,8,1,HA_C1,Control,a7659,NA,1593.88,8.85513,15.703,35331.8,-,0,40.399,16.3196,20.4795,21.8395,24.8794,30.8792,7.03982,18.1595,78.958,57.2786,43.7589,179.995,177.036
445,Predator,Tuesday,NA,I,1,male,Ora.Ora,9,1,HA_T1,Treatment,a7412,NA,1394.47,7.74726,19.0843,42939.8,-,0,35.5991,20.7195,17.5196,16.5596,25.6794,19.3595,25.2794,19.2795,68.5583,47.4388,63.9984,179.995,174.796
446,Predator,Tuesday,NA,J,2,female,Bla.Pur,9,1,HA_T1,Treatment,a6925,NA,1260.74,7.00427,16.596,37341,0.373324,1.11997,33.1192,25.1194,27.3593,13.5997,26.7993,19.4395,3.67991,30.8792,71.8382,59.1185,49.0388,179.995,167.036
447,Predator,Tuesday,NA,L,4,female,Bro.Yel,9,1,HA_T1,Treatment,a7087,NA,651.242,3.6181,13.2356,29780,4.19682,54.5586,59.8385,31.1192,8.0798,21.4395,5.99985,22.4794,0,31.0392,110.877,35.4391,33.6792,179.995,72.5582
448,Predator,Tuesday,NA,I,1,male,_.Whi,10,1,HA_T1,Treatment,a7269,NA,977.96,5.43325,20.8759,46970.7,1.34997,10.7997,1.75996,0.79998,82.3979,35.2791,4.23989,12.3197,0,43.1989,7.27982,152.636,20.0795,179.995,124.317
449,Predator,Tuesday,NA,J,2,female,Bro.Bro,10,1,HA_T1,Treatment,a7662,NA,1795.55,9.97552,17.4844,39340,-,0,26.7193,6.71983,20.9595,28.3993,27.5993,37.9191,13.1997,18.4795,57.6786,68.9583,53.3587,179.995,178.236
450,Predator,Tuesday,NA,L,4,male,Bla._,10,1,HA_T1,Treatment,a7599,NA,143.639,0.798015,32.4025,72905.6,8.58836,120.237,0,0,0,0,62.7984,0,116.237,0.959976,0,0,179.995,179.995,18.0795
451,Predator,Wednesday,NA,I,1,male,Red.Pin,1,1,HA_C2,Control,a7096,NA,1647.79,9.15463,9.77886,22002.4,6.59983,13.1997,35.9991,90.5577,6.79983,9.43976,10.3997,14.7196,4.71988,7.35982,136.157,23.6794,20.1595,179.995,157.436
452,Predator,Wednesday,NA,J,2,male,Red.Bro,1,1,HA_C2,Control,a7474,NA,1558.12,8.65643,25.0754,56419.6,-,0,11.4397,10.7197,11.8397,7.59981,89.6778,6.47984,19.7595,22.4794,25.9194,27.5193,126.557,179.995,164.556
453,Predator,Wednesday,NA,L,4,female,Blu.Ora,1,1,HA_C2,Control,a7204,NA,161.669,0.898181,31.0584,69881.3,50.4521,151.356,0,0,3.27992,3.19992,94.9576,1.27997,59.5185,17.7596,0.879978,7.9198,171.196,179.995,24.0794
454,Predator,Wednesday,NA,I,1,female,Bla._,2,1,HA_C2,Control,a6798,NA,1620.96,9.00556,18.1903,40928.1,-,0,33.8392,31.8392,15.5996,12.7997,40.079,13.6797,17.0396,15.1196,75.5181,37.1991,67.2783,179.995,167.516
455,Predator,Wednesday,NA,J,2,male,Bro.Pur,2,1,HA_C2,Control,a7729,NA,1127.08,6.26173,19.5134,43905.2,7.9998,15.9996,35.5991,17.8396,13.5197,9.99975,62.0784,14.6396,4.0799,22.2394,63.8384,34.9591,81.198,179.995,139.917
456,Predator,Wednesday,NA,L,4,female,Pin.Bro,2,1,HA_C2,Control,a7284,NA,1522.85,8.46049,23.6966,53317.4,-,0,17.1196,5.91985,15.4396,12.3997,59.5985,12.7997,35.7591,20.9595,32.9592,37.1191,109.917,179.995,171.196
457,Predator,Wednesday,NA,I,1,female,Ora.Ora,3,1,HA_C2,Control,a7486,NA,1309.59,7.27569,10.5737,23790.8,12.6797,25.3594,64.5584,50.1587,7.27982,8.79978,13.1997,29.1193,2.39994,4.47989,138.557,22.7194,18.7195,179.995,148.316
458,Predator,Wednesday,NA,J,2,male,Ora.Bro,3,1,HA_C2,Control,a6967,NA,739.367,4.10769,25.8455,58152.4,22.6074,113.037,14.6396,21.5995,3.9999,3.43991,7.59981,5.59986,118.957,4.1599,40.079,10.3197,129.597,179.995,59.0385
459,Predator,Wednesday,NA,L,4,male,Pur.Blu,3,1,HA_C2,Control,a7163,NA,1487.5,8.26409,10.4242,23454.5,0.419989,1.67996,27.9993,100.077,7.19982,7.19982,16.7996,9.75976,1.59996,9.35977,134.637,20.4795,24.8794,179.995,153.196
460,Predator,Wednesday,NA,I,1,female,Red.Pur,4,1,HA_T2,Treatment,a7222,NA,1595.59,8.8646,7.81122,17575.2,-,0,85.7579,63.1984,2.71993,3.27992,5.91985,12.7197,1.67996,4.71988,159.276,9.59976,11.1197,179.995,175.916
461,Predator,Wednesday,NA,J,2,male,Wh.Pin,4,1,HA_T2,Treatment,a7375,NA,666.794,3.70451,26.3788,59352.2,55.8786,111.757,5.11987,4.55989,11.3597,6.55984,134.477,4.39989,0.319992,13.1997,11.8397,24.0794,144.076,179.995,60.7985
462,Predator,Wednesday,NA,L,4,female,Pur.Pur,4,1,HA_T2,Treatment,a6932,NA,444.477,2.46938,27.9078,62792.6,13.8197,55.2786,4.0799,16.1596,0.319992,0.39999,92.7977,3.03992,55.4386,7.75981,22.1594,2.55994,155.276,179.995,87.1178
463,Predator,Wednesday,NA,I,1,female,Whi.Bro,5,1,HA_T2,Treatment,a7649,NA,1701.14,9.45104,17.9948,40488.3,-,0,33.2792,34.4791,13.0397,13.1997,21.3595,15.6796,31.7592,17.1996,78.158,35.4391,66.3983,179.995,170.076
464,Predator,Wednesday,NA,J,2,male,Pin._,5,1,HA_T2,Treatment,a7054,NA,793.487,4.40837,24.4631,55041.9,19.3595,96.7976,8.63978,31.1992,5.99985,6.07985,40.559,7.03982,73.5982,6.87983,44.2389,16.7196,119.037,179.995,62.5584
465,Predator,Wednesday,NA,L,4,male,Gre.Whi,5,1,HA_T2,Treatment,a6833,NA,1574.95,8.74992,23.6876,53297.1,8.00E-02,0.079998,15.4396,6.31984,18.7995,12.8797,42.7989,16.5596,42.4789,24.7194,32.5592,43.7589,103.677,179.995,171.116
466,Predator,Wednesday,NA,I,1,female,Gre. Pin,6,1,HA_C3,Control,a7679,NA,997.79,5.54342,28.7001,64575.3,1.3333,19.9995,6.79983,1.35997,11.3597,11.6797,25.3594,10.4797,96.8776,16.0796,15.0396,31.6792,133.277,179.995,115.357
467,Predator,Wednesday,NA,J,2,female,_.Pin,6,1,HA_C3,Control,a7279,NA,578.074,3.2116,31.1382,70060.9,34.1858,102.557,1.51996,0.239994,5.19987,2.55994,34.4791,2.47994,118.397,15.1196,3.43991,12.4797,164.076,179.995,65.4384
468,Predator,Wednesday,NA,L,4,male,Pur._,6,1,HA_C3,Control,a7730,NA,1590.47,8.83617,22.0495,49611.4,0.879978,3.51991,12.4797,3.59991,27.5993,17.4396,41.919,17.7596,6.55984,52.6387,26.9593,72.0782,80.958,179.995,151.276
469,Predator,Wednesday,NA,I,1,male,Red._,7,1,HA_C3,Control,a7611,NA,1637.18,9.09564,33.1112,74500.2,8.00E-02,0.079998,0,0,0,0,40.319,0,139.677,0,0,0,179.995,179.995,169.516
470,Predator,Wednesday,NA,J,2,male,Red.Bro,7,1,HA_C3,Control,a7564,NA,137.913,0.766204,10.1365,22807.1,39.839,159.356,166.796,3.11992,1.11997,3.9999,1.67996,2.07995,0,1.19997,170.956,6.55984,2.47994,179.995,15.7596
471,Predator,Wednesday,NA,L,4,male,Red.Blu,7,1,HA_C3,Control,a7466,NA,567.305,3.15177,29.2653,65846.8,9.16549,64.1584,0,0,9.11977,3.51991,124.477,0,18.7995,24.0794,0,17.2796,162.716,179.995,83.0379
472,Predator,Wednesday,NA,I,1,female,Red.Red,8,1,HA_C3,Control,a7497,NA,500.017,2.77794,31.0741,69916.7,2.73677,51.9987,4.87988,1.03997,4.87988,3.67991,18.7995,4.39989,135.997,6.31984,9.03977,11.4397,159.516,179.995,56.6386
473,Predator,Wednesday,NA,J,2,female,Pin.Blu,8,1,HA_C3,Control,a7552,NA,924.673,5.1372,16.9399,38114.8,-,0,34.6391,8.95978,29.9193,26.5593,21.9195,27.6793,1.91995,28.3993,61.3585,77.0381,41.599,179.995,174.476
474,Predator,Wednesday,NA,L,4,male,Whi.Ora,8,1,HA_C3,Control,a7264,NA,1298.68,7.21505,15.8076,35567.1,8.00E-02,0.079998,29.9193,41.359,13.8397,19.1995,26.7193,23.3594,13.5197,12.0797,86.9578,44.2389,48.7988,179.995,176.556
475,Predator,Wednesday,NA,I,1,female,Gre.Gre,9,1,HA_T3,Treatment,a7019,NA,1265.49,7.0307,20.8233,46852.3,8.00E-02,0.079998,33.8392,21.5995,7.75981,7.8398,19.9995,18.1595,61.4385,9.35977,67.1983,24.7194,88.0778,179.995,173.436
476,Predator,Wednesday,NA,J,2,male,_.Ora,9,1,HA_T3,Treatment,a7414,NA,1287.9,7.15515,18.6437,41948.4,3.75991,7.51981,30.3192,6.95983,21.0395,22.7994,40.239,23.5194,0.639984,34.4791,53.5187,58.9585,67.5183,179.995,158.156
477,Predator,Wednesday,NA,L,4,female,Ora.Yel,9,1,HA_T3,Treatment,a7484,NA,1811.31,10.0631,13.9427,31371,-,0,27.5193,61.8385,10.7997,11.3597,38.479,13.6797,1.59996,14.7196,99.7575,29.7593,50.4787,179.995,176.316
478,Predator,Wednesday,NA,I,1,female,Gre.Bro,10,1,HA_T3,Treatment,a7296,NA,129.414,0.718983,30.6073,68866.3,65.7984,131.597,0,0,0,0,8.71978,0,59.8385,111.437,0,0,179.995,179.995,26.4793
479,Predator,Wednesday,NA,J,2,female,Yel.Whi,10,1,HA_T3,Treatment,a7210,NA,6.20164,0.0344544,33.2024,74705.4,179.995,179.995,0,0,0,0,0,0,179.995,0,0,0,179.995,179.995,0
480,Predator,Wednesday,NA,L,4,female,Pur.Gre,10,1,HA_T3,Treatment,a7160,NA,950.53,5.28085,14.4098,32422.2,38.399,76.7981,13.9996,106.637,1.99995,1.99995,47.3588,2.79993,2.63993,2.55994,122.797,5.35987,51.8387,179.995,92.1577
