"","X","Time","Day","Date","Video","Arena","Sex","Mark","Session","Camera","Tank","Group","Fish_ID","Notes","tot_dist","mean_speed","mean_dist_05","tot_dist_05","freeze_mean","freeze_dur","zone_510_dur","zone_05_dur","zone_2025_dur","zone_1520_dur","zone_3035_dur","zone_1015_dur","zone_3540_dur","zone_2530_dur","zone_near_dur","zone_middle_dur","zone_far_dur","arena_dur","moving_dur"
"211",1651,"13-16","Thursday",NA,"U",5,"female","Bla.Bla",6,2,"HA_C4","Control","a7601",NA,878.247,4.87927,20.5297,46191.9,"7.9998E-2",0.079998,15.1196,51.6787,5.67986,6.07985,34.7191,7.43981,47.2788,11.9997,71.5982,17.0396,91.3577,179.995,155.756
"212",1652,"13-16","Thursday",NA,"X",8,"female","Bro._",6,2,"HA_C4","Control","a7367",NA,989.971,5.49998,5.64079,12691.8,"0.11999700000000001",0.239994,17.5196,153.516,0.639984,1.11997,1.51996,4.87988,0.159996,0.639984,175.036,2.79993,2.15995,179.995,167.596
"213",1653,"13-16","Thursday",NA,"U",5,"female","Yel.Yel",7,2,"HA_C4","Control","a7418",NA,1101.31,6.11855,9.21686,20737.9,"9.9997500000000003E-2",0.39999,25.5194,103.997,6.23984,8.23979,10.9597,14.0796,3.35992,7.59981,138.637,21.7595,19.5995,179.995,152.236
"214",1654,"13-16","Thursday",NA,"X",8,"female","_.Gre",7,2,"HA_C4","Control","a7020",NA,466.094,2.58948,5.5086,12394.3,"22.852799999999998",68.5583,10.3197,169.436,0,0,0,0.239994,0,0,179.995,0,0,179.995,92.8777
"215",1655,"13-16","Thursday",NA,"U",5,"female","Red.Gre",8,2,"HA_T4","Treatment","a7562",NA,665.498,3.6973,4.51678,10162.7,"0.79998000000000002",0.79998,3.03992,175.916,0,0,0,1.03997,0,0,179.995,0,0,179.995,142.156
"216",1656,"13-16","Thursday",NA,"X",8,"male","Gre.Gre",8,2,"HA_T4","Treatment","a6869",NA,164.436,0.913555,8.46447,19045,"3.4399099999999998",51.5987,60.9585,84.8779,1.59996,0.39999,3.75991,0.319992,0,28.0793,146.076,11.9997,21.9195,179.995,26.9593
"217",1657,"13-16","Thursday",NA,"U",5,"female","Bro.Whi",9,2,"HA_T4","Treatment","a7358",NA,832.42,4.62467,6.10437,13734.8,"18.279499999999999",36.5591,10.3197,163.996,0.959976,1.27997,0.79998,1.67996,0.319992,0.639984,175.596,2.87993,1.51996,179.995,117.277
"218",1658,"13-16","Thursday",NA,"X",8,"male","Blu.Bla",9,2,"HA_T4","Treatment","a6891",NA,387.067,2.15043,9.22106,20747.4,"18.255500000000001",91.2777,5.03987,90.0777,1.51996,2.15995,0,81.198,0,0,175.756,4.23989,0,179.995,64.9584
"219",1659,"13-16","Thursday",NA,"U",5,"male","_.Red",10,2,"HA_T4","Treatment","a8057",NA,491.471,2.73046,6.049,13610.3,"27.959299999999999",111.837,54.9586,115.437,2.07995,2.23994,1.67996,2.63993,0,0.959976,172.076,5.59986,2.31994,179.995,58.3985
"220",1660,"13-16","Thursday",NA,"X",8,"female","Ora.Gre",10,2,"HA_T4","Treatment","a7061",NA,911.579,5.06445,7.52141,16923.2,"4.53322",13.5997,13.5997,138.077,4.79988,4.71988,6.71983,5.59986,1.99995,4.47989,155.596,12.4797,11.9197,179.995,138.237
"221",1661,"13-16","Friday",NA,"U",5,"female","Bro.Bla",1,2,"HA_C1","Control","a7082",NA,1132.34,6.29096,6.47079,14559.3,"0.18666199999999999",0.559986,24.3194,139.677,0.79998,1.75996,0.79998,6.47984,5.43986,0.719982,168.876,4.63988,6.47984,179.995,155.516
"222",1662,"13-16","Friday",NA,"X",8,"male","Red.Yel",1,2,"HA_C1","Control","a7563",NA,1607.41,8.93028,11.8001,26550.3,"7.9998E-2",0.079998,26.8793,82.7179,7.75981,8.79978,16.8796,15.1996,12.7997,8.31979,120.157,23.8394,35.3591,179.995,177.276
"223",1663,"13-16","Friday",NA,"U",5,"female","Gre.Gre",2,2,"HA_C1","Control","a7698",NA,1482.68,8.23734,17.5003,39375.6,"-",0,16.7996,69.9183,7.11982,6.31984,14.7996,7.9998,47.1988,9.83975,92.3977,19.0395,68.5583,179.995,166.476
"224",1664,"13-16","Friday",NA,"X",8,"female","Whi.Pur",2,2,"HA_C1","Control","a7376",NA,1021.18,5.67841,5.83965,13133.4,"0.739981",2.95993,17.3596,144.156,2.55994,2.39994,2.07995,7.59981,0.559986,2.23994,167.836,6.95983,4.1599,179.995,161.676
"225",1665,"13-16","Friday",NA,"U",5,"male","Bla._",3,2,"HA_T1","Treatment","a7599",NA,1064.25,5.91266,7.29894,16422.6,"1.1199699999999999",1.11997,23.5194,132.957,4.55989,3.43991,4.55989,5.51986,1.35997,4.0799,160.316,10.7197,8.95978,179.995,162.076
"226",1666,"13-16","Friday",NA,"X",8,"male","Gre.Bro",3,2,"HA_T1","Treatment","a7683",NA,485.871,2.69935,24.5303,55193.2,"21.439499999999999",128.637,6.39984,8.79978,5.51986,4.63988,97.9176,5.99985,0,50.7187,19.1995,51.7587,109.037,179.995,43.4389
"227",1667,"13-16","Friday",NA,"U",5,"male","Blu.Whi",4,2,"HA_T1","Treatment","a6998",NA,751.847,4.17703,5.59921,12598.2,"1.90995",15.2796,18.4795,146.396,2.55994,2.07995,2.39994,4.55989,0.79998,2.71993,168.236,6.71983,5.03987,179.995,119.277
"228",1668,"13-16","Friday",NA,"X",8,"male","Ora._",4,2,"HA_T1","Treatment","a7155",NA,1349.38,7.49675,10.6543,23972.1,"-",0,40.159,67.4383,15.3596,12.5597,9.67976,21.3595,0.879978,12.5597,121.757,39.519,18.7195,179.995,176.956
"229",1669,"13-16","Friday",NA,"U",5,"female","_.Red",5,2,"HA_T1","Treatment","a7319",NA,1256.45,6.98044,7.4518,16766.5,"-",0,23.0394,133.837,3.03992,3.19992,5.03987,5.11987,3.35992,3.35992,160.476,8.79978,10.7197,179.995,167.196
"230",1670,"13-16","Friday",NA,"X",8,"female","Bro.Bro",5,2,"HA_T1","Treatment","a7662",NA,1320.17,7.33448,4.72873,10639.6,"0.159996",0.159996,17.9196,149.516,1.59996,1.43996,1.67996,4.63988,1.59996,1.59996,171.356,4.31989,4.31989,179.995,168.636
"231",1671,"13-16","Friday",NA,"U",5,"male","Pur._",6,2,"HA_C2","Control","a7056",NA,674.823,3.74911,5.38158,12108.6,"0.21332799999999999",0.639984,18.2395,151.996,0.959976,0.639984,1.75996,3.11992,2.15995,1.11997,172.556,2.71993,4.71988,179.995,152.796
"232",1672,"13-16","Friday",NA,"X",8,"female","Pin.Bro",6,2,"HA_C2","Control","a7284",NA,963.35,5.35208,6.45646,14527,"-",0,18.6395,142.636,2.39994,3.51991,4.95988,4.87988,0,2.95993,164.796,8.1598,7.03982,179.995,164.796
"233",1673,"13-16","Friday",NA,"U",5,"male","Red.Pin",7,2,"HA_C2","Control","a7096",NA,1106.12,6.14528,4.25688,9577.98,"7.9998E-2",0.079998,22.2394,157.356,0,0,0,0.39999,0,0,179.995,0,0,179.995,170.476
"234",1674,"13-16","Friday",NA,"X",8,"male","Gre.Gre",7,2,"HA_C2","Control","a7688",NA,962.235,5.34588,8.11247,18253.1,"0.109997",0.879978,18.1595,122.157,5.59986,5.59986,11.9197,9.35977,1.11997,6.07985,146.476,16.4796,17.0396,179.995,154.076
"235",1675,"13-16","Friday",NA,"U",5,"female","Red.Pur",8,2,"HA_T2","Treatment","a7222",NA,1260.18,7.0012,7.4237,16703.3,"-",0,21.1195,126.237,3.8399,6.39984,4.87988,8.95978,5.11987,3.43991,153.036,14.7196,12.2397,179.995,165.196
"236",1676,"13-16","Friday",NA,"X",8,"male","Whi.Pin",8,2,"HA_T2","Treatment","a7375",NA,715.991,3.97783,7.68534,17292,"0.39999000000000001",4.39989,4.71988,155.676,2.47994,1.91995,6.47984,2.47994,2.39994,3.8399,162.076,5.99985,11.9197,179.995,125.677
"237",1677,"13-16","Friday",NA,"U",5,"male","Red.Red",9,2,"HA_T2","Treatment","a7570",NA,972.395,5.40233,6.94883,15634.9,"-",0,29.6793,125.357,3.43991,4.63988,2.07995,12.2397,0,2.55994,164.796,11.7597,3.43991,179.995,172.476
"238",1678,"13-16","Friday",NA,"X",8,"male","Blu.Bla",9,2,"HA_T2","Treatment","a7461",NA,858.038,4.767,15.896,35766.1,"0.14399600000000001",0.719982,17.5196,79.598,6.95983,7.11982,18.3995,9.19977,33.1992,7.9998,103.837,18.8795,57.2786,179.995,143.276
"239",1679,"13-16","Friday",NA,"U",5,"male","Bla.Bro",10,2,"HA_T2","Treatment","a7142",NA,1027.93,5.71089,5.59819,12595.9,"0.26666000000000001",0.79998,20.4795,146.556,2.47994,2.23994,1.67996,3.35992,0.39999,2.79993,169.356,6.71983,3.9199,179.995,149.436
"240",1680,"13-16","Friday",NA,"X",8,"female","Blu.Ora",10,2,"HA_T2","Treatment","a6883",NA,205.191,1.14099,7.9929,17976,"34.259099999999997",137.037,143.036,36.9591,0,0,0,0,0,0,179.995,0,0,179.995,33.1992
"241",1681,"20-23","Monday","29/07/2019","H",8,"male","Blu.Yel",1,2,"HA_C1","Control","a7002",NA,651.728,3.6208,3.80422,8559.49,"7.9998E-2",0.239994,1.19997,178.796,0,0,0,0,0,0,179.995,0,0,179.995,138.877
"242",1682,"20-23","Monday","29/07/2019","H",8,"male","Red.Ora",2,2,"HA_C1","Control","a7614",NA,735.495,4.08618,4.58516,10316.6,"7.9998E-2",0.079998,5.59986,168.316,1.27997,1.19997,0.959976,1.11997,0,1.51996,174.636,3.27992,2.07995,179.995,139.197
"243",1683,"20-23","Monday","29/07/2019","H",8,"female","Pin.Bro",3,2,"HA_T1","Treatment","a7697",NA,4.56368,0.0253544,11.0813,24933,"179.995",179.995,0,0,0,0,0,179.995,0,0,179.995,0,0,179.995,0
"244",1684,"20-23","Monday","29/07/2019","H",8,"female","_.Red",4,2,"HA_T1","Treatment","a7319",NA,512.494,2.84726,3.38893,7625.09,"9.5997600000000002E-2",0.479988,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,119.357
"245",1685,"20-23","Monday","29/07/2019","H",8,"male","Bro.Whi",5,2,"HA_T1","Treatment","a7723",NA,1207.49,6.70845,9.03522,20329.3,"-",0,23.8394,108.637,8.0798,8.23979,10.7197,11.4397,1.91995,7.11982,141.196,21.8395,16.9596,179.995,165.676
"246",1686,"20-23","Monday","29/07/2019","H",8,"male","Gre.Gre",6,2,"HA_C2","Control","a7688",NA,1304.74,7.24872,4.22559,9507.57,"-",0,20.9595,154.156,0.719982,0.879978,0.719982,1.59996,0,0.959976,176.636,1.99995,1.35997,179.995,162.956
"247",1687,"20-23","Monday","29/07/2019","H",8,"male","Pur.Blu",7,2,"HA_C2","Control","a7163",NA,839.247,4.6626,4.77435,10742.3,"-",0,34.4791,142.636,0,0,0,2.87993,0,0,179.995,0,0,179.995,166.076
"248",1688,"20-23","Monday","29/07/2019","H",8,"male","Gre.Whi",8,2,"HA_T2","Treatment","a6833",NA,1333.76,7.40997,8.51275,19153.7,"-",0,27.9193,104.797,8.0798,7.67981,9.11977,10.6397,1.51996,10.2397,139.996,22.3194,17.6796,179.995,171.996
"249",1689,"20-23","Monday","29/07/2019","H",8,"female","Red.Ora",10,2,"HA_T2","Treatment","a7089",NA,1333.88,7.41062,6.80661,15314.9,"-",0,39.359,100.237,6.79983,9.91975,1.51996,18.3995,0,3.75991,152.476,23.3594,4.1599,179.995,173.436
"250",1690,"20-23","Monday","29/07/2019","H",8,"female","Blu.Ora",11,2,"HA_T2","Treatment","a6883","RE-RUN, Covers fell down towards end, may exclude",1618.35,8.99108,6.81304,15329.3,"-",0,18.1595,131.197,6.07985,5.67986,4.1599,7.67981,0,7.03982,154.636,16.7196,8.63978,179.995,168.396
"251",1691,"20-23","Tuesday","30/07/2019","H",8,"female","Red.Pin",1,2,"HA_C3","Control","a7044",NA,579.3,3.21841,4.60534,10362,"0.76442500000000002",6.87983,1.11997,178.876,0,0,0,0,0,0,179.995,0,0,179.995,112.797
"252",1692,"20-23","Tuesday","30/07/2019","H",8,"female","Blu.Pur",2,2,"HA_C3","Control","a6813",NA,541.388,3.00778,4.02504,9056.35,"0.129997",1.03997,4.95988,175.036,0,0,0,0,0,0,179.995,0,0,179.995,109.597
"253",1693,"20-23","Tuesday","30/07/2019","H",8,"male","Yel.Pin",3,2,"HA_T3","Treatment","a6996",NA,1478.85,8.21604,7.98252,17960.7,"-",0,31.3592,109.757,6.39984,6.79983,7.43981,9.03977,3.27992,5.91985,147.116,18.3995,14.4796,179.995,171.436
"254",1694,"20-23","Tuesday","30/07/2019","H",8,"male","Pin.Pur",4,2,"HA_T3","Treatment","a6842",NA,890.184,4.94559,11.1819,25159.4,"-",0,32.7192,78.398,9.19977,12.9597,7.8398,25.9993,4.55989,8.31979,128.877,33.3592,17.7596,179.995,160.316
"255",1695,"20-23","Tuesday","30/07/2019","H",8,"female","Gre.Bro",5,2,"HA_T3","Treatment","a7296",NA,730.421,4.058,9.55848,21506.6,"23.626100000000001",70.8782,16.4796,114.157,1.51996,3.43991,2.87993,25.0394,0.239994,16.2396,139.917,35.5191,4.55989,179.995,91.5177
"256",1696,"20-23","Tuesday","30/07/2019","H",8,"male","Pur.Blu",6,2,"HA_C4","Control","a7737",NA,1163.86,6.46603,7.51092,16899.6,"7.9998E-2",0.159996,26.7993,118.077,5.03987,5.67986,6.55984,8.55979,4.23989,5.03987,150.556,15.3596,14.0796,179.995,167.356
"257",1697,"20-23","Tuesday","30/07/2019","H",8,"female","Pur._",7,2,"HA_C4","Control","a6930",NA,326.31,1.81288,4.29572,9665.38,"0.19789000000000001",3.75991,1.19997,178.796,0,0,0,0,0,0,179.995,0,0,179.995,71.6782
"258",1698,"20-23","Tuesday","30/07/2019","H",8,"male","Gre.Gre",8,2,"HA_T4","Treatment","a6869",NA,864.114,4.80075,6.63839,14936.4,"4.3998900000000001",8.79978,21.9994,125.917,2.55994,2.15995,4.95988,18.9595,0.79998,2.63993,165.996,6.39984,7.59981,179.995,144.316
"259",1699,"20-23","Tuesday","30/07/2019","H",8,"female","Ora.Gre",9,2,"HA_T4","Treatment","a7061",NA,849.317,4.71855,4.88307,10986.9,"0.223994",1.11997,3.19992,171.116,0.39999,0.39999,1.51996,0.559986,2.23994,0.559986,174.716,1.11997,4.1599,179.995,141.516
"260",1700,"20-23","Tuesday","30/07/2019","H",8,"male","_.Bla",10,2,"HA_T4","Treatment","a6799",NA,614.424,3.41355,4.41474,9933.16,"0.102855",0.719982,7.11982,170.636,0.39999,0.559986,0,1.27997,0,0,178.876,1.11997,0,179.995,119.917
"261",1701,"20-23","Tuesday",NA,"I",1,"male","Ora.Gre",1,1,"HA_C4","Control","a7492",NA,1066.28,5.92393,11.3701,25582.7,"4.2998900000000004",17.1996,20.1595,107.437,4.31989,4.23989,5.91985,8.23979,26.2393,3.43991,133.917,11.6797,34.3991,179.995,140.156
"262",1702,"20-23","Tuesday",NA,"I",1,"female","Pur.Red",2,1,"HA_C4","Control","a7578",NA,505.571,2.8088,4.09417,9211.89,"9.9997500000000003E-2",1.19997,0.319992,174.956,0.159996,0.239994,0.39999,0.159996,3.51991,0.239994,175.356,0.559986,4.0799,179.995,109.917
"263",1703,"20-23","Tuesday",NA,"I",1,"female","_.Ora",3,1,"HA_C4","Control","a7059",NA,532.964,2.97023,8.47316,19013.8,"3.0856400000000002",21.5995,2.23994,150.796,0.319992,0.559986,0.879978,0.479988,23.7594,0.719982,153.436,1.27997,25.0394,179.756,101.277
"264",1704,"20-23","Tuesday",NA,"I",1,"female","Red.Pur",4,1,"HA_T4","Treatment","a8062",NA,1078.75,5.99323,4.3639,9818.79,"7.9998E-2",0.159996,13.1997,163.436,0.39999,0.319992,1.75996,0.239994,0,0.639984,176.796,1.03997,2.15995,179.995,170.476
"265",1705,"20-23","Tuesday",NA,"I",1,"female","Ora.Blu",5,1,"HA_T4","Treatment","a6961",NA,648.492,3.61406,5.24398,11767.5,"0.36443500000000001",3.27992,4.31989,166.716,0.879978,0.559986,4.39989,1.99995,0,0.879978,172.716,2.07995,4.95988,179.756,132.957
"266",1706,"20-23","Tuesday",NA,"I",1,"male","Pur.Yel",6,1,"HA_C1","Control","a7272",NA,716.069,3.97826,6.21822,13991,"9.5997600000000002E-2",0.479988,15.6796,146.156,1.43996,5.43986,0.879978,8.79978,0.959976,0.639984,168.796,8.95978,2.23994,179.995,124.477
"267",1707,"20-23","Tuesday",NA,"I",1,"male","Blu.Yel",7,1,"HA_C1","Control","a7002",NA,730.017,4.05575,4.3481,9783.22,"9.9997500000000003E-2",0.39999,7.43981,165.276,0.719982,1.75996,1.67996,2.07995,0,1.03997,174.076,3.59991,2.31994,179.995,144.556
"268",1708,"20-23","Tuesday",NA,"I",1,"female","Whi.Pur",8,1,"HA_C1","Control","a7376",NA,709.036,3.93919,3.89984,8774.65,"0.114283",0.79998,0.959976,175.596,0.159996,0.159996,1.75996,0.159996,1.03997,0.159996,176.636,0.479988,2.87993,179.995,134.797
"269",1709,"20-23","Tuesday",NA,"I",1,"male","Ora.Ora",9,1,"HA_T1","Treatment","a7412",NA,1208.28,6.71283,9.52698,21435.7,"-",0,26.3993,109.117,7.19982,5.43986,8.1598,7.51981,8.47979,7.67981,140.956,17.4396,21.5995,179.995,171.436
"270",1710,"20-23","Tuesday",NA,"I",1,"male","_.Whi",10,1,"HA_T1","Treatment","a7269",NA,1414.94,7.86099,12.0852,27191.7,"-",0,20.5595,66.6383,26.9593,20.5595,1.51996,22.1594,0,21.5995,101.757,63.2784,14.9596,179.995,170.716
"271",1711,"20-23","Wednesday",NA,"I",1,"male","Red.Pin",1,1,"HA_C2","Control","a7096",NA,1157.22,6.42918,5.44211,12244.7,"7.9998E-2",0.159996,18.3195,143.836,4.0799,3.59991,0.79998,4.55989,0.559986,4.23989,165.436,10.1597,4.39989,179.995,166.636
"272",1712,"20-23","Wednesday",NA,"I",1,"female","Bla._",2,1,"HA_C2","Control","a6798",NA,524.066,2.91155,3.53982,7964.61,"0.10666399999999999",0.319992,1.19997,178.796,0,0,0,0,0,0,179.995,0,0,179.995,121.597
"273",1713,"20-23","Wednesday",NA,"I",1,"female","Ora.Ora",3,1,"HA_C2","Control","a7486",NA,501.125,2.7841,6.59165,14831.2,"8.6753400000000003",78.078,62.3984,111.597,0.959976,0.879978,1.51996,1.35997,0.159996,1.11997,175.036,2.47994,2.47994,179.995,74.8781
"274",1714,"20-23","Wednesday",NA,"I",1,"female","Red.Pur",4,1,"HA_T2","Treatment","a7222",NA,964.066,5.35605,4.32941,9741.18,"0.11999700000000001",0.959976,10.7997,166.716,0.479988,0.479988,0,0.479988,0,1.03997,177.836,1.43996,0.719982,179.995,148.316
"275",1715,"20-23","Wednesday",NA,"I",1,"female","Whi.Bro",5,1,"HA_T2","Treatment","a7649",NA,997.201,5.54015,5.53898,12462.7,"-",0,18.0795,148.476,2.47994,2.39994,1.99995,4.39989,0.959976,1.19997,169.676,6.47984,3.8399,179.995,165.036
"276",1716,"20-23","Wednesday",NA,"I",1,"female","Gre. Pin",6,1,"HA_C3","Control","a7679",NA,727.806,4.04347,8.04547,18102.3,"0.17599600000000001",0.879978,2.47994,152.796,0.719982,0.79998,1.35997,0.79998,20.2395,0.79998,155.836,2.07995,22.0794,179.995,137.997
"277",1717,"20-23","Wednesday",NA,"I",1,"male","Red._",7,1,"HA_C3","Control","a7611",NA,1675.51,9.30863,33.7855,76017.4,"7.9998E-2",0.159996,0,0,0,0,13.9996,0,164.076,1.91995,0,0,179.995,179.995,170.076
"278",1718,"20-23","Wednesday",NA,"I",1,"female","Red.Red",8,1,"HA_C3","Control","a7497",NA,1097.99,6.10007,9.76624,21974,"7.9998E-2",0.079998,15.9196,114.637,6.07985,5.67986,11.6797,6.39984,11.9197,7.67981,134.957,16.0796,28.9593,179.995,161.676
"279",1719,"20-23","Wednesday",NA,"I",1,"female","Gre.Gre",9,1,"HA_T3","Treatment","a7019",NA,541.089,3.00613,4.55291,10244,"8.8886699999999999E-2",0.79998,0.319992,174.076,0.559986,0.319992,1.35997,0.319992,2.39994,0.639984,174.636,1.27997,4.0799,179.995,113.437
"280",1720,"20-23","Wednesday",NA,"I",1,"female","Gre.Bro",10,1,"HA_T3","Treatment","a7296",NA,540.227,3.00134,4.11808,9265.68,"0.18666199999999999",1.11997,4.71988,174.876,0,0,0,0.39999,0,0,179.995,0,0,179.995,111.597
"281",1721,"20-23","Thursday",NA,"R",2,"female","Blu.Pur",1,1,"HA_C3","Control","a6813",NA,997.278,5.54057,5.52766,12437.2,"7.9998E-2",0.079998,15.9196,156.236,0.79998,1.91995,0.79998,2.47994,1.11997,0.719982,173.916,3.67991,2.39994,179.995,157.916
"282",1722,"20-23","Thursday",NA,"S",3,"male","Pur_",1,1,"HA_C3","Control","a7730",NA,1332.14,7.40094,10.9343,24602.2,"-",0,34.2391,76.7981,10.0797,9.99975,12.6397,20.0795,5.11987,11.0397,125.197,30.2392,24.5594,179.995,173.916
"283",1723,"20-23","Thursday",NA,"T",4,"male","Red.Blu",1,1,"HA_C3","Control","a7466",NA,1148.65,6.38156,10.4195,23443.9,"6.5998299999999999",13.1997,19.7595,114.717,4.79988,5.11987,19.8395,6.87983,1.91995,6.95983,139.597,12.7197,27.6793,179.995,135.037
"284",1724,"20-23","Thursday",NA,"W",7,"female","Pin.Gre",1,2,"HA_C3","Control","a6845",NA,842.368,4.67994,10.0436,22598,"0.58998499999999998",4.71988,64.0784,71.9982,5.75986,5.27987,9.35977,11.5997,4.79988,7.11982,145.436,15.7596,18.7995,179.995,137.517
"285",1725,"20-23","Thursday",NA,"R",2,"male","Red._",2,1,"HA_C3","Control","a7611",NA,715.998,3.99028,5.76931,12952.1,"0.14666299999999999",0.879978,3.27992,160.396,2.07995,2.07995,3.27992,2.23994,3.27992,2.95993,165.196,5.91985,8.47979,179.916,126.557
"286",1726,"20-23","Thursday",NA,"S",3,"female","Red.Whi",2,1,"HA_C3","Control","a7322",NA,256.255,1.42368,5.90021,13275.5,"1.74091",36.5591,1.03997,178.956,0,0,0,0,0,0,179.995,0,0,179.995,47.9988
"287",1727,"20-23","Thursday",NA,"T",4,"male","Gre._",2,1,"HA_C3","Control","a7017",NA,1073.24,5.9626,7.58283,17061.4,"-",0,39.279,107.437,5.19987,4.31989,6.71983,12.4797,0,4.55989,156.476,13.6797,9.83975,179.995,173.836
"288",1728,"20-23","Thursday",NA,"W",7,"female","Pin.Blu",2,2,"HA_C3","Control","a7552",NA,979.924,5.44416,6.67699,15023.2,"-",0,19.1995,130.717,6.47984,7.03982,2.39994,11.1197,0.639984,2.39994,158.236,17.5196,4.23989,179.995,162.236
"289",1729,"20-23","Thursday",NA,"R",2,"male","Bro.Ora",3,1,"HA_C3","Control","a7361",NA,1666.06,9.28501,7.6323,17126.9,"-",0,29.5193,114.157,5.03987,8.1598,3.8399,12.3997,2.07995,3.9999,152.796,17.9995,8.39979,179.756,173.036
"290",1730,"20-23","Thursday",NA,"S",3,"female","Whi.Pin",3,1,"HA_C3","Control","a7232",NA,454.05,2.52257,6.38185,14359.2,"13.3437",66.7183,30.7192,145.276,0.159996,0.159996,0.39999,1.59996,1.43996,0.239994,177.596,0.39999,1.99995,179.995,87.1978
"291",1731,"20-23","Thursday",NA,"T",4,"male","Bla.Red",3,1,"HA_C3","Control","a7144",NA,2220.88,12.3385,9.64962,21711.7,"-",0,50.3987,69.7583,8.47979,9.75976,10.7997,21.2795,0.639984,8.87978,135.997,26.6393,17.3596,179.995,176.716
"292",1732,"20-23","Thursday",NA,"W",7,"female","Gre.Bro",3,2,"HA_T3","Treatment","a7296",NA,4.14609,0.0230344,7.74624,17429,"179.995",179.995,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,0
"293",1733,"20-23","Thursday",NA,"R",2,"male","Yel.Pin",4,1,"HA_T3","Treatment","a6996",NA,725.525,4.0308,7.57564,17045.2,"21.959499999999998",43.9189,62.6384,82.3179,3.9999,6.79983,1.75996,17.0396,1.19997,4.23989,159.596,14.3996,5.99985,179.995,110.877
"294",1734,"20-23","Thursday",NA,"S",3,"male","Bla.Blu",4,1,"HA_T3","Treatment","a6808",NA,1721.59,9.56461,12.065,27146.3,"-",0,38.639,65.9184,12.4797,12.3197,14.7996,16.4796,1.59996,17.7596,116.317,35.0391,28.6393,179.995,174.636
"295",1735,"20-23","Thursday",NA,"T",4,"female","Yel.Whi",4,1,"HA_T3","Treatment","a7210",NA,456.77,2.53767,5.62981,12667.1,"8.5797899999999991",68.6383,25.8394,147.196,1.43996,1.03997,2.31994,1.11997,0,1.03997,173.756,3.19992,3.03992,179.995,84.9579
"296",1736,"20-23","Thursday",NA,"W",7,"female","Gre.Gre",4,2,"HA_T3","Treatment","a7019",NA,586.971,3.26103,5.50553,12387.4,"0.10666399999999999",0.639984,3.19992,176.476,0,0,0,0.319992,0,0,179.916,0.079998,0,179.995,133.277
"297",1737,"20-23","Thursday",NA,"R",2,"female","Pur.Gre",5,1,"HA_T3","Treatment","a7160",NA,468.068,2.60044,3.65942,8233.69,"0.19999500000000001",1.19997,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,113.517
"298",1738,"20-23","Thursday",NA,"S",3,"female","Red.Red",5,1,"HA_T3","Treatment","a8063",NA,430.778,2.39327,6.82,15345,"2.0846499999999999",35.4391,9.51976,170.076,0,0,0,0.39999,0,0,179.995,0,0,179.995,79.678
"299",1739,"20-23","Thursday",NA,"T",4,"female","Gre.Ora",5,1,"HA_T3","Treatment","a7686",NA,1363.22,7.57366,12.6867,28545,"6.0398500000000004",12.0797,11.3597,102.717,7.35982,5.83985,27.6793,7.8398,4.23989,12.9597,119.677,18.3995,41.919,179.995,156.796
"300",1740,"20-23","Thursday",NA,"W",7,"male","Red.Bro",5,2,"HA_T3","Treatment","a7045",NA,1660.81,9.22695,18.0634,40642.5,"4.3998900000000001",4.39989,26.1593,27.1993,26.2393,19.3595,32.1592,17.6796,8.55979,22.6394,65.1984,59.6785,55.1186,179.995,167.516
"301",1741,"20-23","Thursday",NA,"R",2,"male","Ora.Gre",6,1,"HA_C4","Control","a7492",NA,1218.13,6.78262,7.58694,17040.3,"0.639984",2.55994,39.279,104.957,6.39984,6.07985,7.19982,10.1597,0,5.51986,151.596,17.3596,10.6397,179.916,164.476
"302",1742,"20-23","Thursday",NA,"S",3,"female","Pin.Bla",6,1,"HA_C4","Control","a8045",NA,1347.56,7.4866,10.0571,22628.4,"-",0,39.199,81.278,9.19977,7.9998,10.7197,16.8796,5.03987,9.67976,133.197,24.7194,22.0794,179.995,176.156
"303",1743,"20-23","Thursday",NA,"T",4,"female","Whi.Pur",6,1,"HA_C4","Control","a7259",NA,1389.69,7.7207,5.2304,11768.4,"-",0,18.3195,159.756,0.319992,0.239994,0,1.35997,0,0,179.356,0.639984,0,179.995,170.476
"304",1744,"20-23","Thursday",NA,"W",7,"male","Pin.Blu",6,2,"HA_C4","Control","a7696",NA,1254.47,6.96945,7.6718,17261.5,"-",0,18.8795,131.437,4.31989,4.55989,6.55984,7.27982,2.63993,4.31989,155.596,12.2397,12.1597,179.995,165.276
"305",1745,"20-23","Thursday",NA,"R",2,"female","Bro.Whi",7,1,"HA_C4","Control","a7438",NA,275.207,1.52897,27.6353,62179.4,"78.197999999999993",156.396,2.23994,8.0798,1.59996,1.83995,161.596,2.15995,0,2.47994,11.7597,4.79988,163.436,179.995,20.0795
"306",1746,"20-23","Thursday",NA,"S",3,"female","Blu.Bla",7,1,"HA_C4","Control","a7201",NA,479.892,2.66613,5.02402,11304.1,"4.6170299999999997",32.3192,4.63988,171.516,0.159996,0.159996,2.55994,0.719982,0,0.239994,176.796,0.479988,2.71993,179.995,105.277
