"","X","Time","Day","Date","Video","Arena","Sex","Mark","Session","Camera","Tank","Group","Fish_ID","Notes","tot_dist","mean_speed","mean_dist_05","tot_dist_05","freeze_mean","freeze_dur","zone_510_dur","zone_05_dur","zone_2025_dur","zone_1520_dur","zone_3035_dur","zone_1015_dur","zone_3540_dur","zone_2530_dur","zone_near_dur","zone_middle_dur","zone_far_dur","arena_dur","moving_dur"
"34",1474,"6-9","Monday","29/07/2019","E",5,"male","Pur._",7,2,"HA_C2","Control","a7056",NA,968.65,5.38152,6.44299,14496.7,"7.9998E-2",0.079998,4.0799,159.356,1.35997,1.27997,4.23989,2.39994,5.43986,1.83995,165.436,3.59991,10.9597,179.995,151.436
"35",1475,"6-9","Monday","29/07/2019","G",7,"female","Red._",7,2,"HA_C2","Control","a8064",NA,1142.5,6.34737,6.23741,14034.2,"7.9998E-2",0.319992,13.8397,146.796,1.51996,2.63993,4.47989,4.71988,4.71988,1.27997,163.996,5.83985,10.1597,179.995,157.996
"36",1476,"6-9","Monday","29/07/2019","A",1,"male","Ora.Yel",8,1,"HA_C2","Control","a7153",NA,633.437,3.51918,4.0377,9084.82,"0.10666399999999999",0.319992,5.67986,168.636,0.79998,0.79998,0.879978,1.99995,0,1.19997,175.996,2.31994,1.67996,179.995,116.397
"37",1477,"6-9","Monday","29/07/2019","C",3,"female","Blu.Ora",8,1,"HA_C2","Control","a7204",NA,296.427,1.64686,6.01364,13530.7,"0.17999599999999999",2.87993,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,69.6783
"38",1478,"6-9","Monday","29/07/2019","D",4,"female","_._",8,1,"HA_C2","Control","a7658",NA,643.13,3.57303,4.53937,10213.6,"0.11999700000000001",1.19997,0.879978,179.116,0,0,0,0,0,0,179.995,0,0,179.995,131.437
"39",1479,"6-9","Monday","29/07/2019","E",5,"female","Ora.Pur",8,2,"HA_T2","Treatment","a8071",NA,649.517,3.60852,4.33913,9763.04,"0.11999700000000001",0.479988,0.79998,179.196,0,0,0,0,0,0,179.995,0,0,179.995,135.277
"40",1480,"6-9","Monday","29/07/2019","G",7,"male","Bla.Bro",8,2,"HA_T2","Treatment","a7142",NA,658.381,3.65777,3.56331,8017.45,"7.9998E-2",0.159996,27.3593,145.836,0.559986,1.19997,0,4.39989,0,0.639984,177.116,2.39994,0.479988,179.995,135.117
"41",1481,"6-9","Monday","29/07/2019","A",1,"female","Red.Pur",9,1,"HA_T2","Treatment","a7222",NA,486.439,2.70251,3.85584,8675.63,"0.114283",0.79998,5.35987,174.076,0,0,0,0.559986,0,0,179.995,0,0,179.995,115.117
"42",1482,"6-9","Monday","29/07/2019","D",4,"male","Red.Red",9,1,"HA_T2","Treatment","a7570",NA,408.771,2.27101,4.74854,10684.2,"0.115553",1.03997,0.639984,173.196,1.35997,1.19997,1.19997,0.479988,0,1.91995,174.236,3.27992,2.47994,179.995,85.0379
"43",1483,"6-9","Monday","29/07/2019","E",5,"male","Bro.Gre",9,2,"HA_T2","Treatment","a7724",NA,832.565,4.62548,7.46936,16806,"0.13333",0.39999,9.83975,135.517,3.9199,5.11987,6.63983,7.8398,5.27987,5.83985,150.396,13.9197,15.6796,179.995,140.316
"44",1484,"6-9","Monday","29/07/2019","G",7,"female","Yel.Gre",9,2,"HA_T2","Treatment","a8067",NA,514.923,2.86075,3.81283,8578.87,"9.4543100000000005E-2",1.03997,2.87993,176.316,0.079998,0.239994,0,0.479988,0,0,179.516,0.479988,0,179.995,118.237
"45",1485,"6-9","Monday","29/07/2019","C",3,"male","Bro.Blu",10,1,"HA_T2","Treatment","a7251","22 Sec Delay",1123.72,6.24302,16.8323,37872.8,"-",0,28.7993,45.5989,13.4397,12.3197,27.8393,14.3996,20.3995,17.1996,83.5179,35.8391,60.6385,179.995,172.076
"46",1486,"6-9","Monday","29/07/2019","D",4,"male","Bla.Pin",10,1,"HA_T2","Treatment","a7604","22 Sec Delay",1314.12,7.30084,16.7776,37749.7,"7.9998E-2",0.079998,16.0796,67.6783,9.91975,9.43976,19.3595,11.5997,34.5591,11.3597,91.6777,26.3193,61.9984,179.995,158.956
"47",1487,"6-9","Monday","29/07/2019","E",5,"female","Pin.Blu",10,2,"HA_T2","Treatment","a7288",NA,797.755,4.43208,16.4773,37074,"8.8797800000000002",35.5191,2.79993,79.038,10.6397,5.27987,23.9994,0.559986,1.51996,56.1586,82.3179,20.9595,76.7181,179.995,116.077
"48",1488,"6-9","Monday","29/07/2019","G",7,"female","Gre.Blu",10,2,"HA_T2","Treatment","a7684",NA,747.233,4.1514,4.23599,9530.97,"7.9998E-2",0.239994,3.43991,174.556,0.479988,0.319992,0,0.639984,0,0.559986,178.476,1.11997,0.39999,179.995,147.196
"49",1489,"6-9","Monday","29/07/2019","A",1,"female","Whi._",11,1,"HA_T2","Treatment","a8050","RE-RUN, Covers fell down towards end, may exclude",1885.12,10.4731,8.37679,18847.8,"4.5198900000000002",9.03977,37.1991,94.5576,9.43976,14.1596,1.67996,18.1595,0,4.79988,144.316,31.5192,4.1599,179.995,162.156
"50",1490,"6-9","Monday","29/07/2019","C",3,"female","Pin.Pin",11,1,"HA_T2","Treatment","a6840","RE-RUN, Covers fell down towards end, may exclude (also missing label)",987.533,5.48643,16.2497,36561.8,"0.59998499999999999",2.39994,11.5197,83.3579,4.23989,4.31989,33.8392,7.43981,28.8793,6.39984,99.7575,12.7997,67.4383,179.995,133.037
"51",1491,"6-9","Tuesday","30/07/2019","A",1,"male","Bro.Ora",1,1,"HA_C3","Control","a7361",NA,1639.29,9.10737,6.63405,14926.6,"7.9998E-2",0.079998,24.3994,126.317,2.95993,5.99985,2.15995,13.5197,1.27997,3.35992,161.036,13.0397,5.91985,179.995,165.836
"52",1492,"6-9","Tuesday","30/07/2019","C",3,"male","Pur._",1,1,"HA_C3","Control","a7730",NA,505.947,2.81089,5.86711,13201,"0.122102",2.31994,3.9999,169.356,1.35997,1.11997,1.11997,2.23994,0,0.79998,174.956,3.35992,1.67996,179.995,89.5978
"53",1493,"6-9","Tuesday","30/07/2019","D",4,"female","_.Pin",1,1,"HA_C3","Control","a7279",NA,1203.45,6.71885,8.07563,18105.6,"7.9998E-2",0.39999,9.83975,139.357,3.9999,4.0799,5.67986,6.71983,5.19987,3.9999,154.236,10.9597,13.6797,179.836,143.676
"54",1494,"6-9","Tuesday","30/07/2019","E",5,"female","Red.Pur",1,2,"HA_C3","Control","a7093",NA,802.639,4.47513,4.63936,10406.1,"0.114283",0.79998,0.319992,176.956,0.159996,0.079998,0.79998,0.159996,0.959976,0.239994,177.356,0.39999,1.91995,179.676,140.716
"55",1495,"6-9","Tuesday","30/07/2019","G",7,"male","Whi.Ora",1,2,"HA_C3","Control","a7264",NA,1109.9,6.17448,6.08675,13683,"7.9998E-2",0.079998,9.43976,157.916,1.67996,1.75996,3.75991,2.55994,0.39999,2.47994,169.356,4.63988,5.99985,179.995,152.316
"56",1496,"6-9","Tuesday","30/07/2019","A",1,"male","Red._",2,1,"HA_C3","Control","a7611",NA,1111.31,6.17411,5.00468,11260.5,"0.23999400000000001",0.479988,8.79978,155.676,1.75996,5.11987,1.35997,5.19987,0.639984,1.43996,167.836,9.19977,2.95993,179.995,147.116
"57",1497,"6-9","Tuesday","30/07/2019","C",3,"male","Red.Bro",2,1,"HA_C3","Control","a7564",NA,754.931,4.19417,6.41725,14438.8,"9.9997500000000003E-2",0.39999,6.63983,154.876,3.03992,2.15995,5.43986,3.9199,0,3.9199,164.156,7.51981,8.31979,179.995,137.917
"58",1498,"6-9","Tuesday","30/07/2019","D",4,"female","Red.Whi",2,1,"HA_C3","Control","a7322",NA,521.461,2.89708,4.29689,9668.01,"0.122102",2.31994,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,104.557
"59",1499,"6-9","Tuesday","30/07/2019","E",5,"male","Gre._",2,2,"HA_C3","Control","a7017",NA,1031.2,5.72902,5.76752,12976.9,"0.85331199999999996",2.55994,15.9196,145.756,2.55994,3.75991,0.479988,9.19977,0,2.31994,167.836,10.0797,2.07995,179.995,150.316
"60",1500,"6-9","Tuesday","30/07/2019","G",7,"female","Pin.Gre",2,2,"HA_C3","Control","a6845",NA,1135.44,6.30817,5.69164,12806.2,"7.9998E-2",0.39999,3.8399,165.836,1.35997,1.35997,1.75996,1.75996,2.71993,1.35997,170.876,3.67991,5.43986,179.995,153.436
"61",1501,"6-9","Tuesday","30/07/2019","A",1,"female","Whi.Pin",3,1,"HA_C3","Control","a7232",NA,448.145,2.48976,5.18234,11660.3,"4.3691199999999997",56.7986,5.35987,172.476,0,0,0,2.15995,0,0,179.995,0,0,179.995,81.838
"62",1502,"6-9","Tuesday","30/07/2019","C",3,"female","Gre.Pin",3,1,"HA_C3","Control","a7679",NA,804.53,4.46972,6.10635,13739.3,"58.798499999999997",58.7985,12.9597,161.596,0.959976,2.23994,0.079998,1.83995,0,0.319992,175.756,3.9199,0.319992,179.995,109.037
"63",1503,"6-9","Tuesday","30/07/2019","D",4,"male","Bla.Pin",3,1,"HA_C3","Control","a8043",NA,462.876,2.57503,5.55874,12496,"0.14932999999999999",2.23994,0.319992,170.476,1.43996,0.79998,2.23994,0.319992,2.63993,1.43996,170.956,2.87993,5.83985,179.995,86.9578
"64",1504,"6-9","Tuesday","30/07/2019","E",5,"male","Bla.Blu",3,2,"HA_T3","Treatment","a6808",NA,507.84,2.8214,4.14802,9333.05,"0.17332900000000001",3.11992,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,110.397
"65",1505,"6-9","Tuesday","30/07/2019","G",7,"female","Gre.Gre",3,2,"HA_T3","Treatment","a7019",NA,1135.02,6.33679,8.97606,20124.3,"7.9998E-2",0.159996,19.3595,124.397,4.1599,4.55989,3.75991,9.43976,10.7197,3.51991,150.796,12.1597,16.9596,179.916,145.196
"66",1506,"6-9","Tuesday","30/07/2019","A",1,"female","Pur.Gre",4,1,"HA_T3","Treatment","a7160",NA,545.214,3.02904,10.5855,23817.4,"0.14117299999999999",2.39994,0.319992,135.997,1.11997,0.39999,7.59981,0.319992,32.4792,1.75996,136.477,2.07995,41.439,179.995,104.397
"67",1507,"6-9","Tuesday","30/07/2019","C",3,"female","Red.Red",4,1,"HA_T3","Treatment","a8063",NA,1259.5,6.99739,11.8948,26763.3,"7.9998E-2",0.079998,13.7597,103.117,9.83975,5.35987,22.5594,6.87983,1.83995,16.6396,121.517,22.3194,36.1591,179.995,164.716
"68",1508,"6-9","Tuesday","30/07/2019","D",4,"female","Red.Bla",4,1,"HA_T3","Treatment","a7091",NA,573.09,3.19243,6.02629,13529,"0.78151899999999996",10.1597,1.03997,167.756,0.159996,0.239994,0.39999,0.159996,9.83975,0.159996,168.956,0.479988,10.3197,179.836,107.757
"69",1509,"6-9","Tuesday","30/07/2019","E",5,"male","Bla.Whi",4,2,"HA_T3","Treatment","a7139",NA,716.737,3.98197,7.1376,16059.6,"0.123074",1.59996,0.479988,158.316,1.43996,1.27997,5.27987,0.479988,11.4397,1.27997,158.956,3.8399,17.1996,179.995,122.557
"70",1510,"6-9","Tuesday","30/07/2019","G",7,"female","Yel.Whi",4,2,"HA_T3","Treatment","a7210",NA,1158.61,6.44835,7.80871,17546.2,"3.03992",6.07985,8.87978,151.196,2.07995,1.99995,9.43976,3.51991,0.319992,2.55994,162.716,5.75986,11.5197,179.995,142.956
"71",1511,"6-9","Tuesday","30/07/2019","A",1,"female","_.Blu",5,1,"HA_T3","Treatment","a7459",NA,426.284,2.3683,3.02467,6805.51,"0.111108",1.99995,0.239994,179.756,0,0,0,0,0,0,179.995,0,0,179.995,97.6776
"72",1512,"6-9","Tuesday","30/07/2019","C",3,"male","Red.Pur",5,1,"HA_T3","Treatment","a7325",NA,1113.61,6.18687,8.21349,18480.3,"9.9997500000000003E-2",0.39999,16.8796,121.037,6.95983,6.39984,8.87978,11.4397,1.35997,7.03982,145.276,19.3595,15.3596,179.995,152.156
"73",1513,"6-9","Tuesday","30/07/2019","D",4,"male","Red.Bro",5,1,"HA_T3","Treatment","a7045",NA,602.076,3.34495,4.77059,10733.8,"7.9998E-2",0.719982,7.75981,164.396,1.11997,1.35997,2.39994,1.43996,0.239994,1.27997,173.116,3.27992,3.59991,179.995,123.037
"74",1514,"6-9","Tuesday","30/07/2019","E",5,"female","Ora.Yel",5,2,"HA_T3","Treatment","a7484",NA,581.356,3.22984,5.21522,11734.3,"0.18285299999999999",1.27997,3.9999,172.716,0,0.559986,0,2.71993,0,0,178.796,1.19997,0,179.995,119.277
"75",1515,"6-9","Tuesday","30/07/2019","G",7,"female","Whi.Whi",5,2,"HA_T3","Treatment","a7640",NA,1936.29,10.767,10.2355,23019.6,"-",0,25.8394,94.1576,8.95978,8.47979,16.7996,12.1597,4.0799,9.51976,126.877,26.0793,27.0393,179.995,172.156
"76",1516,"6-9","Tuesday","30/07/2019","A",1,"female","Gre.Yel",6,1,"HA_C4","Control","a6971",NA,656.863,3.64933,3.85426,8672.08,"0.11999700000000001",0.719982,2.31994,177.676,0,0,0,0,0,0,179.995,0,0,179.995,137.917
"77",1517,"6-9","Tuesday","30/07/2019","C",3,"male","Ora.Gre",6,1,"HA_C4","Control","a7492",NA,1295.27,7.19614,6.89148,15505.8,"-",0,27.0393,120.157,3.9199,5.99985,3.8399,13.9996,0,5.03987,157.836,14.5596,7.59981,179.995,165.596
"78",1518,"6-9","Tuesday","30/07/2019","D",4,"female","_.Gre",6,1,"HA_C4","Control","a7020",NA,867.804,4.83415,6.1368,13777.1,"7.9998E-2",0.319992,7.03982,155.436,2.87993,4.0799,1.67996,3.59991,1.59996,3.03992,164.956,8.87978,5.51986,179.836,145.916
"79",1519,"6-9","Tuesday","30/07/2019","E",5,"female","Whi.Whi",6,2,"HA_C4","Control","a7661",NA,663.179,3.68442,3.92722,8836.24,"0.34665800000000002",1.03997,0.959976,176.876,0.479988,1.03997,0,0.639984,0,0,178.156,1.83995,0,179.995,130.557
"80",1520,"6-9","Tuesday","30/07/2019","G",7,"female","Blu.Bla",6,2,"HA_C4","Control","a7201",NA,563.147,3.13285,5.82282,13089.7,"0.129521",2.71993,1.59996,166.156,1.59996,1.91995,1.83995,0.959976,4.55989,1.35997,168.396,4.31989,7.27982,179.995,103.277
"81",1521,"6-9","Tuesday","30/07/2019","A",1,"male","_.Yel",7,1,"HA_C4","Control","a6807",NA,605.775,3.3655,3.71282,8353.85,"0.17142399999999999",1.19997,17.5996,156.236,0.79998,1.43996,0,2.95993,0,0.959976,175.516,3.8399,0.639984,179.995,126.317
"82",1522,"6-9","Tuesday","30/07/2019","C",3,"male","_.Pin",7,1,"HA_C4","Control","a6839",NA,476.301,2.64618,13.0236,29303,"9.5997600000000002E-2",1.91995,0.39999,130.397,0.479988,0.39999,4.63988,0.319992,42.7189,0.639984,131.037,1.11997,47.8388,179.995,95.9976
"83",1523,"6-9","Tuesday","30/07/2019","D",4,"female","Pin.Bla",7,1,"HA_C4","Control","a8045",NA,1076.9,5.98828,6.25092,14058.3,"7.9998E-2",0.079998,18.3195,138.157,3.27992,3.19992,4.87988,5.99985,1.51996,4.47989,161.276,8.95978,9.59976,179.995,168.716
"84",1524,"6-9","Tuesday","30/07/2019","E",5,"female","Whi.Pur",7,2,"HA_C4","Control","a7259",NA,604.22,3.35686,5.27987,11879.7,"7.9998E-2",0.239994,11.9997,158.156,1.27997,1.27997,0.479988,2.31994,3.11992,1.35997,171.836,3.59991,4.55989,179.995,127.597
"85",1525,"6-9","Tuesday","30/07/2019","G",7,"male","Yel.Pin",7,2,"HA_C4","Control","a8066",NA,1010.68,5.61505,7.58034,17055.8,"0.23999400000000001",0.479988,9.83975,139.437,5.27987,5.19987,6.31984,5.43986,1.19997,7.27982,152.796,14.4796,12.7197,179.995,138.957
"86",1526,"6-9","Tuesday","30/07/2019","A",1,"female","Pur.Red",8,1,"HA_C4","Control","a7578",NA,477.483,2.65275,3.54658,7979.79,"0.150584",2.55994,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,105.917
"87",1527,"6-9","Tuesday","30/07/2019","C",3,"female","_.Ora",8,1,"HA_C4","Control","a7059",NA,480.139,2.66751,5.75282,12943.9,"8.6151699999999998E-2",1.11997,0.319992,175.196,0.319992,0.159996,0.879978,0.239994,2.47994,0.39999,175.676,0.639984,3.67991,179.995,107.277
"88",1528,"6-9","Tuesday","30/07/2019","D",4,"female","Yel.Yel",8,1,"HA_C4","Control","a7418",NA,473.01,2.6279,4.86187,10939.2,"0.15110699999999999",1.35997,0.319992,178.876,0.159996,0.319992,0,0.319992,0,0,179.436,0.559986,0,179.995,99.1975
"89",1529,"6-9","Tuesday","30/07/2019","E",5,"female","Yel.Blu",8,2,"HA_T4","Treatment","a7214",NA,471.609,2.62011,4.4337,9975.83,"0.10666399999999999",0.959976,1.11997,175.836,0.239994,0.159996,0.559986,0.239994,1.51996,0.319992,177.116,0.559986,2.31994,179.995,102.797
"90",1530,"6-9","Tuesday","30/07/2019","G",7,"female","Ora.Blu",8,2,"HA_T4","Treatment","a6961",NA,1107.64,6.15371,7.82317,17602.1,"7.9998E-2",0.079998,15.5196,131.437,5.03987,6.47984,5.83985,9.83975,1.99995,3.8399,154.316,15.3596,10.3197,179.995,167.116
"91",1531,"6-9","Tuesday","30/07/2019","A",1,"male","Bro.Yel",9,1,"HA_T4","Treatment","a7728",NA,1067.78,5.93224,7.47264,16813.4,"7.9998E-2",0.159996,13.1197,133.117,6.47984,6.95983,4.87988,7.43981,1.03997,6.95983,150.956,18.8795,10.1597,179.995,156.636
"92",1532,"6-9","Tuesday","30/07/2019","C",3,"female","Ora.Whi",9,1,"HA_T4","Treatment","a7409",NA,594.275,3.30161,5.12284,11526.4,"0.127997",1.91995,3.51991,170.636,1.35997,0.639984,1.43996,0.479988,0,1.91995,174.636,2.95993,2.39994,179.995,109.037
"93",1533,"6-9","Tuesday","30/07/2019","D",4,"male","Gre.Pur",9,1,"HA_T4","Treatment","a7297",NA,1238.84,6.88264,4.13195,9296.89,"-",0,25.8394,147.516,0.239994,0.319992,1.11997,3.9199,0,1.03997,175.756,2.15995,2.07995,179.995,173.836
"94",1534,"6-9","Tuesday","30/07/2019","E",5,"female","Bro.Ora",9,2,"HA_T4","Treatment","a7439",NA,507.57,2.8199,4.59067,10329,"7.9998E-2",0.79998,1.51996,175.276,0.159996,0.239994,1.03997,0.239994,0.719982,0.79998,176.956,0.559986,2.47994,179.995,106.797
"95",1535,"6-9","Tuesday","30/07/2019","G",7,"female","Red.Pur",9,2,"HA_T4","Treatment","a8062",NA,830.545,4.61425,5.30072,11926.6,"7.9998E-2",0.239994,5.59986,162.156,2.71993,1.67996,1.67996,3.9999,0,2.15995,170.796,6.71983,2.47994,179.995,157.916
"96",1536,"6-9","Tuesday","30/07/2019","A",1,"male","Bla.Pin",10,1,"HA_T4","Treatment","a7138",NA,2232.03,12.4005,9.94967,22386.8,"-",0,25.4394,87.1978,13.9996,12.4797,9.51976,17.7596,0,13.5997,125.197,37.1191,17.6796,179.995,172.236
"97",1537,"6-9","Tuesday","30/07/2019","C",3,"male","Whi.Ora",10,1,"HA_T4","Treatment","a7646",NA,813.019,4.51688,5.76756,12977,"0.159996",1.11997,15.5196,148.396,1.67996,5.43986,0,8.95978,0,0,169.756,10.2397,0,179.995,138.077
"98",1538,"6-9","Tuesday","30/07/2019","D",4,"male","Gre.Bro",10,1,"HA_T4","Treatment","a7018",NA,1463.35,8.12993,12.6327,28423.5,"-",0,22.6394,91.4377,6.79983,7.51981,20.7195,7.67981,13.5197,9.67976,118.877,19.7595,41.359,179.995,173.596
"99",1539,"6-9","Tuesday","30/07/2019","E",5,"male","Blu.Bla",10,2,"HA_T4","Treatment","a6891",NA,2038.47,11.3554,10.6386,23883.7,"-",0,22.9594,99.7575,8.1598,9.35977,10.8797,10.8797,9.35977,8.47979,129.997,24.1594,25.6794,179.836,168.476
"100",1540,"6-9","Tuesday","30/07/2019","G",7,"female","Red.Gre",10,2,"HA_T4","Treatment","a7562",NA,1236.46,6.86938,7.56598,17023.5,"7.9998E-2",0.159996,17.6796,129.597,6.87983,4.95988,6.31984,6.15985,0.559986,7.8398,151.516,15.9996,12.4797,179.995,157.676
"101",1541,"6-9","Tuesday",NA,"M",5,"female","Whi.Pur",1,2,"HA_C4","Control","a7259",NA,896.482,5.00505,7.45721,16711.6,"0.23999400000000001",1.67996,12.7997,152.076,2.23994,2.55994,3.03992,4.63988,0.639984,1.75996,167.996,6.79983,4.95988,179.756,123.437
"102",1542,"6-9","Tuesday",NA,"M",5,"male","Yel.Pin",2,2,"HA_C4","Control","a8066",NA,425.761,2.3654,4.40366,9908.24,"0.182395",4.55989,2.71993,174.076,1.03997,0.879978,0,1.27997,0,0,177.596,2.39994,0,179.995,78.718
"103",1543,"6-9","Tuesday",NA,"M",5,"male","Bro.Yel",3,2,"HA_T4","Treatment","a7728",NA,1534.61,8.5258,11.3832,25612.3,"-",0,22.3994,89.6778,8.39979,11.5197,13.3597,11.5197,14.7196,8.39979,119.677,26.3193,33.9992,179.995,169.596
"104",1544,"6-9","Tuesday",NA,"M",5,"female","Bla.Gre",4,2,"HA_T4","Treatment","a7608",NA,1333.61,7.40915,11.0533,24870,"7.9998E-2",0.159996,18.8795,96.6376,12.7197,10.6397,12.7997,11.7597,5.91985,10.6397,123.277,31.0392,25.6794,179.995,168.076
"105",1545,"6-9","Tuesday",NA,"M",5,"male","Gre.Gre",5,2,"HA_T4","Treatment","a6869",NA,795.551,4.41984,7.93019,17842.9,"0.39999000000000001",0.79998,25.1994,119.677,3.67991,6.39984,5.83985,7.35982,7.11982,4.71988,149.996,13.8397,16.1596,179.995,158.556
"106",1546,"6-9","Tuesday",NA,"M",5,"male","Ora.Bro",6,2,"HA_C1","Control","a7152",NA,808.544,4.49203,4.37124,9835.28,"0.11999700000000001",0.479988,14.6396,154.636,1.99995,1.67996,1.75996,3.11992,0,2.15995,171.756,5.27987,2.95993,179.995,145.356
"107",1547,"6-9","Tuesday",NA,"M",5,"male","Ora.Bla",7,2,"HA_C1","Control","a7403",NA,525.121,2.91741,3.66482,8245.85,"0.10666399999999999",0.959976,0.39999,179.196,0,0.079998,0,0.319992,0,0,179.756,0.239994,0,179.995,123.757
"108",1548,"6-9","Tuesday",NA,"M",5,"female","_.Pur",8,2,"HA_T1","Treatment","a6825",NA,664.157,3.68985,4.28647,9644.55,"0.13333",0.79998,5.43986,169.196,0.319992,0.239994,1.11997,1.99995,1.27997,0.39999,176.556,0.79998,2.63993,179.995,138.397
"109",1549,"6-9","Tuesday",NA,"M",5,"female","Pin.Pin",9,2,"HA_T1","Treatment","a7550",NA,634.363,3.52433,4.75014,10687.8,"2.0399500000000002",4.0799,11.0397,165.676,0.159996,0.159996,1.03997,0.159996,1.43996,0.319992,176.796,0.479988,2.71993,179.995,135.437
"110",1550,"6-9","Tuesday",NA,"M",5,"male","Pin.Bro",10,2,"HA_T1","Treatment","a7191",NA,1191.92,6.62194,13.0582,29381,"-",0,21.1995,80.718,11.7597,9.43976,26.6393,11.5997,4.23989,14.3996,109.197,30.3192,40.479,179.995,171.036
"111",1551,"6-9","Wednesday",NA,"M",5,"female","_._",1,2,"HA_C2","Control","a7658",NA,810.771,4.5044,5.73322,12899.7,"7.9998E-2",0.239994,3.51991,162.476,2.15995,3.35992,2.87993,2.95993,0.239994,2.39994,167.516,7.67981,4.79988,179.995,135.677
"112",1552,"6-9","Wednesday",NA,"M",5,"male","Ora.Pin",2,2,"HA_C2","Control","a7408",NA,698.134,3.87862,4.87411,10966.8,"0.111997",0.559986,6.71983,169.756,0.39999,0.479988,0.719982,1.19997,0,0.719982,177.596,1.19997,1.19997,179.995,135.517
"113",1553,"6-9","Wednesday",NA,"M",5,"male","Bla.Bro",3,2,"HA_T2","Treatment","a7142",NA,1273.71,7.07637,9.06094,20387.1,"2.5066000000000002",7.51981,35.8391,97.5976,9.27977,7.8398,4.95988,14.6396,0.479988,9.35977,143.836,24.3194,11.8397,179.995,149.596
"114",1554,"6-9","Wednesday",NA,"M",5,"male","Bro.Blu",4,2,"HA_T2","Treatment","a7251",NA,1222.68,6.79285,8.18439,18414.9,"-",0,22.8794,109.517,9.91975,7.9998,6.07985,11.2797,1.75996,10.5597,140.156,24.7194,15.1196,179.995,165.916
"115",1555,"6-9","Wednesday",NA,"M",5,"female","Whi._",5,2,"HA_T2","Treatment","a8050",NA,1066.15,5.9232,7.65311,17219.5,"0.23999400000000001",0.239994,12.3197,135.597,4.79988,5.75986,7.8398,6.71983,0.479988,6.47984,152.476,14.5596,12.9597,179.995,160.076
"116",1556,"6-9","Wednesday",NA,"M",5,"female","Whi.Pin",6,2,"HA_C3","Control","a7232",NA,378.112,2.10068,5.11205,11502.1,"0.24499399999999999",3.9199,0.239994,166.956,0.239994,0.159996,5.11987,0.239994,6.71983,0.319992,167.356,0.559986,12.0797,179.995,76.3981
"117",1557,"6-9","Wednesday",NA,"M",5,"female","Red.Pur",7,2,"HA_C3","Control","a7093",NA,319.942,1.7775,5.02224,11300,"0.136213",5.03987,1.43996,176.236,0,0.719982,0,1.59996,0,0,178.476,1.51996,0,179.995,58.4785
"118",1558,"6-9","Wednesday",NA,"M",5,"male","Pin.Pur",8,2,"HA_T3","Treatment","a6842",NA,873.952,4.85541,6.52706,14685.9,"2.6079300000000001",13.0397,21.9195,147.996,1.99995,1.19997,3.27992,2.55994,0,1.03997,171.916,3.9999,4.0799,179.995,134.637
"119",1559,"6-9","Wednesday",NA,"M",5,"male","_.Whi",9,2,"HA_T3","Treatment","a8070",NA,14.2222,0.0790142,35.0731,78914.5,"18.106200000000001",162.956,0,0,0,0,0,0,179.995,0,0,0,179.995,179.995,0
"120",1560,"6-9","Wednesday",NA,"M",5,"male","Yel.Pin",10,2,"HA_T3","Treatment","a6996",NA,1106.49,6.14733,10.3418,23269,"3.9998999999999998",15.9996,33.1192,92.2377,12.6397,5.59986,11.1997,12.7997,2.79993,9.59976,135.277,27.1193,17.5996,179.995,145.516
"121",1561,"13-16","Tuesday",NA,"J",2,"female","Bro._",1,1,"HA_C4","Control","a7367",NA,1384.14,7.68988,6.65851,14981.6,"7.9998E-2",0.079998,15.5196,141.036,4.47989,5.43986,2.07995,7.03982,0,4.39989,160.796,14.3996,4.79988,179.995,165.196
"122",1562,"13-16","Tuesday",NA,"K",3,"female","Pur._",1,1,"HA_C4","Control","a6930",NA,583.083,3.23943,4.07746,9174.29,"8.9997800000000003E-2",0.719982,4.55989,172.956,0,0,0,2.47994,0,0,179.436,0.559986,0,179.995,119.357
"123",1563,"13-16","Tuesday",NA,"L",4,"female","Blu.Bla",1,1,"HA_C4","Control","a7201",NA,340.05,1.89258,3.83875,8625.67,"0.79998000000000002",7.9998,0.239994,175.036,0.159996,0.159996,0.239994,0.159996,3.43991,0.159996,175.356,0.479988,3.75991,179.995,67.8383
"124",1564,"13-16","Tuesday",NA,"P",8,"female","Pin.Bla",1,2,"HA_C4","Control","a8045",NA,1116.23,6.20145,7.29061,16403.9,"7.9998E-2",0.079998,19.3595,123.677,6.95983,6.47984,6.23984,10.3197,0.719982,6.23984,149.676,19.0395,11.2797,179.995,163.036
"125",1565,"13-16","Tuesday",NA,"J",2,"female","Yel.Yel",2,1,"HA_C4","Control","a7418",NA,420.403,2.33563,4.65919,10483.2,"0.287993",1.43996,3.35992,171.596,0.319992,0.319992,1.99995,0.319992,1.67996,0.39999,175.116,0.879978,3.9999,179.995,88.7978
"126",1566,"13-16","Tuesday",NA,"K",3,"female","_.Gre",2,1,"HA_C4","Control","a7020",NA,1004.25,5.59173,6.3788,14326.8,"0.39999000000000001",0.79998,14.8796,152.236,1.19997,1.03997,3.67991,4.47989,1.03997,1.35997,170.556,3.67991,5.67986,179.916,153.276
