Phase,Day,Date,Video_ID,Arena,Sex,Mark,Session,Camera,Origin,Fish_ID,Group,Notes,Phase1,Phase2,Phase3,Phase4,tot_dist_Activity,mean_speed_Activity,mean_dist_05_Activity,tot_dist_05_Activity,freeze_dur_Activity,zone_510_dur_Activity,zone_05_dur_Activity,zone_2025_dur_Activity,zone_1520_dur_Activity,zone_3035_dur_Activity,zone_1015_dur_Activity,zone_3540_dur_Activity,zone_2530_dur_Activity,zone_near_dur_Activity,zone_middle_dur_Activity,zone_far_dur_Activity,arena_dur_Activity,moving_dur_Activity
Post-assay,Monday,29/07/2019,A,1,female,Whi._,11,1,HA_T2,a8050,Treatment,"RE-RUN, Covers fell down towards end, may exclude",Social,Novel,Aggression,Predator,797.641,4.43145,23.4739,52816.3,120.477,49.6788,2.71993,6.23984,5.99985,97.9176,7.9198,2.39994,7.11982,57.5986,16.9596,105.437,179.995,50.8787
Post-assay,Friday,13/09/2019,Q,1,female,Whi._,10,1,HA_T2,a8050,Treatment,,Aggression,Predator,Novel,Social,1947,10.8169,18.7894,42276.1,18.3995,28.3993,41.279,8.31979,8.23979,37.1991,11.5197,33.6792,11.3597,77.2781,23.4394,79.278,179.995,154.956
Post-assay,Wednesday,21/08/2019,M,5,female,Whi._,5,2,HA_T2,a8050,Treatment,,Social,Novel,Predator,Aggression,1400.3,7.77964,12.6876,28547.2,18.3195,19.9195,90.3977,9.19977,9.19977,19.2795,12.0797,8.87978,11.0397,118.077,25.6794,36.2391,179.995,145.356
Post-assay,Tuesday,30/07/2019,B,2,male,_.Red,10,1,HA_T4,a8057,Treatment,,Novel,Aggression,Predator,Social,5.15489,0.028639,6.59838,14846.4,179.995,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,0
Post-assay,Thursday,12/09/2019,U,5,male,_.Red,10,2,HA_T4,a8057,Treatment,,Aggression,Social,Predator,Novel,129.691,0.720526,9.65805,21730.6,143.116,165.276,2.07995,1.03997,1.19997,1.03997,8.55979,0.079998,0.719982,174.956,3.43991,1.59996,179.995,10.7197
Post-assay,Tuesday,20/08/2019,J,2,male,_.Red,4,1,HA_T4,a8057,Treatment,,Novel,Social,Aggression,Predator,258.27,1.43487,6.0143,13532.2,145.116,7.9198,165.676,0.39999,1.19997,0.959976,3.35992,0,0.479988,175.756,2.95993,1.27997,179.995,25.3594
Post-assay,Tuesday,30/07/2019,G,7,female,Red.Pur,9,2,HA_T4,a8062,Treatment,,Social,Predator,Novel,Aggression,1352.28,7.51286,6.7024,15080.4,0,48.8788,102.877,5.67986,4.87988,3.03992,10.3197,0,4.31989,159.196,15.6796,5.11987,179.995,177.516
Post-assay,Thursday,12/09/2019,V,6,female,Red.Pur,9,2,HA_T4,a8062,Treatment,,Aggression,Novel,Predator,Social,81.4061,0.452267,5.13964,11564.2,159.276,2.23994,177.756,0,0,0,0,0,0,179.995,0,0,179.995,11.1997
Post-assay,Tuesday,20/08/2019,I,1,female,Red.Pur,4,1,HA_T4,a8062,Treatment,,Aggression,Novel,Social,Predator,1256.49,6.98065,6.33128,14245.4,23.7594,27.2793,135.357,2.71993,1.91995,2.79993,5.75986,0.719982,3.43991,167.756,6.39984,5.83985,179.995,140.796
Post-assay,Tuesday,30/07/2019,C,3,female,Red.Red,4,1,HA_T3,a8063,Treatment,,Social,Aggression,Predator,Novel,54.9752,0.305425,30.0077,67517.4,144.796,0,0,0.639984,0.39999,140.156,0,0.559986,38.239,0,7.19982,172.796,179.995,5.19987
Post-assay,Thursday,12/09/2019,S,3,female,Red.Red,5,1,HA_T3,a8063,Treatment,,Aggression,Predator,Social,Novel,4.47504,0.024862,8.41141,18925.7,179.995,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,0
Post-assay,Wednesday,21/08/2019,K,3,female,Red.Red,9,1,HA_T3,a8063,Treatment,,Predator,Social,Aggression,Novel,493.934,2.74415,30.3246,68230.3,24.5594,0.879978,0,3.9999,2.71993,143.596,1.35997,6.63983,20.7995,1.91995,10.7997,167.276,179.995,78.558
Post-assay,Monday,29/07/2019,G,7,female,Red._,7,2,HA_C2,a8064,Control,,Social,Predator,Novel,Aggression,855.08,4.75056,6.37357,14340.5,44.8789,15.9996,151.916,1.19997,2.55994,1.51996,5.59986,0,1.19997,172.076,5.51986,2.39994,179.995,97.3576
Post-assay,Friday,13/09/2019,T,4,female,Red._,7,1,HA_C2,a8064,Control,,Predator,Aggression,Social,Novel,291.276,1.61824,15.8047,35560.6,103.037,51.5987,31.1992,33.0392,2.39994,22.3994,25.2794,0.639984,13.4397,106.477,42.1589,31.3592,179.995,28.5593
Post-assay,Wednesday,21/08/2019,P,8,female,Red._,2,2,HA_C2,a8064,Control,,Novel,Social,Predator,Aggression,398.372,2.21323,8.59017,19327.9,55.8386,59.8385,84.9579,4.87988,5.19987,4.1599,14.9596,1.83995,4.1599,157.916,13.8397,8.23979,179.995,51.5187
Post-assay,Tuesday,30/07/2019,G,7,male,Yel.Pin,7,2,HA_C4,a8066,Control,,Social,Predator,Novel,Aggression,1395.33,7.75205,24.8739,55966.2,4.23989,11.7597,10.6397,15.9196,9.91975,62.2384,9.99975,25.5194,33.9992,28.9593,34.6391,116.397,179.995,150.716
Post-assay,Thursday,12/09/2019,Q,1,male,Yel.Pin,7,1,HA_C4,a8066,Control,,Aggression,Predator,Novel,Social,1239.57,6.88668,26.0749,58668.6,26.3193,12.1597,12.3197,9.19977,9.35977,34.9591,9.19977,79.838,12.9597,30.4792,25.0394,124.477,179.995,135.597
Post-assay,Tuesday,20/08/2019,M,5,male,Yel.Pin,2,2,HA_C4,a8066,Control,,Social,Novel,Predator,Aggression,1838.99,10.2169,21.2316,47771.1,0.319992,17.2796,27.3593,16.0796,14.2396,31.5192,15.6796,37.4391,20.3995,54.8786,42.7189,82.3979,179.995,173.676
Post-assay,Monday,29/07/2019,G,7,female,Yel.Gre,9,2,HA_T2,a8067,Treatment,,Social,Predator,Novel,Aggression,1900.39,10.558,24.041,54092.3,0,11.0397,26.2393,9.83975,9.11977,40.159,8.31979,63.6784,11.5997,42.7189,25.2794,111.997,179.995,176.956
Post-assay,Friday,13/09/2019,W,7,female,Yel.Gre,10,2,HA_T2,a8067,Treatment,,Predator,Novel,Social,Aggression,1383.58,7.68672,25.4014,57153.2,21.2795,13.2797,13.0397,7.43981,6.39984,103.037,8.31979,12.9597,15.5196,31.8392,19.9195,128.077,179.995,134.957
Post-assay,Wednesday,21/08/2019,P,8,female,Yel.Gre,5,2,HA_T2,a8067,Treatment,,Novel,Social,Predator,Aggression,1955.47,10.864,24.9353,56104.5,0,14.2396,22.3194,7.51981,6.15985,25.5194,7.03982,88.3978,8.79978,41.199,18.7995,119.997,179.995,168.316
Post-assay,Monday,29/07/2019,C,3,female,Yel.Red,3,1,HA_C1,a8068,Control,,Social,Aggression,Predator,Novel,1223.73,6.79867,13.8246,31105.3,0,21.5195,81.118,8.55979,6.95983,17.5196,11.1997,18.3195,14.7996,110.397,23.6794,45.9189,179.995,173.116
Post-assay,Friday,13/09/2019,T,4,female,Yel.Red,1,1,HA_C1,a8068,Control,,Predator,Aggression,Social,Novel,1427.95,7.93324,17.3742,39091.9,0,16.0796,67.9983,9.11977,8.1598,21.9994,9.67976,34.6391,12.3197,90.6377,24.2394,65.1184,179.995,165.836
Post-assay,Tuesday,20/08/2019,O,7,female,Yel.Red,6,2,HA_C1,a8068,Control,,Predator,Novel,Aggression,Social,1070.72,5.94861,31.9233,71827.4,27.5993,1.83995,3.27992,3.43991,3.35992,45.5989,1.99995,114.717,5.75986,6.07985,9.35977,164.556,179.995,123.357
Post-assay,Tuesday,30/07/2019,F,6,male,_.Whi,4,2,HA_T3,a8070,Treatment,,Predator,Aggression,Novel,Social,795.584,4.42002,32.0656,72147.7,91.5177,4.23989,0.879978,4.39989,2.95993,26.3993,1.91995,134.157,5.03987,6.31984,8.71978,164.956,179.995,77.9181
Post-assay,Thursday,12/09/2019,V,6,male,_.Whi,3,2,HA_T3,a8070,Treatment,,Aggression,Novel,Predator,Social,1733.78,9.63234,16.3443,36774.7,17.9995,31.1192,53.9986,9.59976,9.35977,35.5191,14.6396,13.5997,12.1597,95.5976,26.5593,57.8386,179.995,148.636
Post-assay,Wednesday,21/08/2019,M,5,male,_.Whi,9,2,HA_T3,a8070,Treatment,,Social,Novel,Predator,Aggression,312.914,1.73846,9.01727,20288.9,133.037,7.03982,163.516,1.19997,1.43996,1.51996,3.27992,0.079998,1.91995,172.796,4.1599,3.03992,179.995,33.1192
Post-assay,Monday,29/07/2019,E,5,female,Ora.Pur,8,2,HA_T2,a8071,Treatment,,Social,Predator,Aggression,Novel,1501.26,8.34056,15.2488,34309.8,0,31.8392,39.439,26.3993,21.6795,7.43981,25.5194,1.99995,25.6794,88.9578,64.4784,26.5593,179.995,174.956
Post-assay,Friday,13/09/2019,T,4,female,Ora.Pur,10,1,HA_T2,a8071,Treatment,,Predator,Aggression,Social,Novel,1301.61,7.23134,16.9497,38136.9,0,27.1193,34.2391,17.5996,17.0396,27.3593,24.6394,10.0797,21.9195,77.2781,49.9988,52.7187,179.995,179.756
Post-assay,Wednesday,21/08/2019,P,8,female,Ora.Pur,4,2,HA_T2,a8071,Treatment,,Novel,Social,Predator,Aggression,1512.88,8.40511,16.9657,38172.9,0.079998,23.7594,51.3587,13.1197,14.1596,22.6394,16.6396,23.3594,14.9596,86.2378,37.999,55.7586,179.995,176.316
