Phase,Day,Date,Video_ID,Arena,Sex,Mark,Session,Camera,Origin,Fish_ID,Group,Notes,Phase1,Phase2,Phase3,Phase4,tot_dist_Activity,mean_speed_Activity,mean_dist_05_Activity,tot_dist_05_Activity,freeze_dur_Activity,zone_510_dur_Activity,zone_05_dur_Activity,zone_2025_dur_Activity,zone_1520_dur_Activity,zone_3035_dur_Activity,zone_1015_dur_Activity,zone_3540_dur_Activity,zone_2530_dur_Activity,zone_near_dur_Activity,zone_middle_dur_Activity,zone_far_dur_Activity,arena_dur_Activity,moving_dur_Activity
Post-assay,Wednesday,21/08/2019,L,4,female,Pur.Gre,10,1,HA_T3,a7160,Treatment,,Aggression,Social,Novel,Predator,632.77,3.51547,17.2759,38870.8,124.957,4.63988,91.5977,2.15995,1.91995,70.7182,2.07995,3.43991,3.43991,97.5176,5.91985,76.5581,179.995,50.4787
Post-assay,Monday,29/07/2019,H,8,male,Pur.Blu,7,2,HA_C2,a7163,Control,,Novel,Aggression,Social,Predator,999.528,5.55307,12.2253,27506.9,1.75996,45.1189,73.2782,6.39984,5.99985,25.5994,10.3997,4.95988,8.23979,126.477,17.0396,36.4791,179.995,138.877
Post-assay,Friday,13/09/2019,W,7,male,Pur.Blu,7,2,HA_C2,a7163,Control,,Predator,Novel,Social,Aggression,599.92,3.33297,7.17662,16147.4,117.197,15.5196,143.356,2.47994,2.79993,7.51981,3.75991,1.59996,2.95993,161.676,6.95983,11.3597,179.995,57.6786
Post-assay,Wednesday,21/08/2019,L,4,male,Pur.Blu,3,1,HA_C2,a7163,Control,,Aggression,Social,Novel,Predator,1171.52,6.50859,11.1215,25023.3,23.1194,19.1995,113.117,7.59981,6.63983,14.9596,7.59981,1.19997,9.67976,137.517,19.1995,23.2794,179.995,100.717
Post-assay,Monday,29/07/2019,F,6,male,Pur._,11,2,HA_T2,a7167,Treatment,"RE-RUN, Covers fell down towards end, may exclude",Predator,Aggression,Novel,Social,1584.63,8.80373,13.414,30181.6,0,32.3992,65.9184,15.5196,12.9597,19.1995,17.2796,3.43991,13.2797,109.917,37.9191,31.9192,179.995,168.716
Post-assay,Friday,13/09/2019,S,3,male,Pur._,10,1,HA_T2,a7167,Treatment,,Aggression,Predator,Social,Novel,1410.96,7.83889,11.5613,26013,0,20.0795,95.0376,8.63978,8.23979,21.9994,10.4797,4.47989,11.0397,122.237,23.2794,34.4791,179.995,175.356
Post-assay,Wednesday,21/08/2019,N,6,male,Pur._,4,2,HA_T2,a7167,Treatment,,Novel,Predator,Aggression,Social,926.539,5.14757,10.23,23017.5,87.5178,55.1186,56.0786,4.79988,5.11987,9.75976,42.3989,1.59996,5.11987,150.556,14.5596,14.8796,179.995,76.9581
Post-assay,Monday,29/07/2019,G,7,male,Whi.Blu,1,2,HA_C1,a7179,Control,,Social,Predator,Novel,Aggression,1875.44,10.4194,22.0446,49600.4,0.879978,18.7995,17.1996,17.8396,15.7596,55.4386,15.6796,19.6795,19.5995,46.3188,44.8789,88.7978,179.995,171.516
Post-assay,Friday,13/09/2019,W,7,male,Whi.Blu,2,2,HA_C1,a7179,Control,,Predator,Novel,Social,Aggression,1264.01,7.02245,21.0509,47364.6,0,23.1194,22.7194,18.3195,10.4797,49.9988,14.4796,15.1196,25.7594,56.3986,39.519,84.0779,179.995,176.876
Post-assay,Tuesday,20/08/2019,L,4,male,Whi.Blu,6,1,HA_C1,a7179,Control,,Aggression,Social,Novel,Predator,888.725,4.93749,13.6338,30676.1,37.1191,72.3182,44.8789,5.43986,7.27982,23.7594,10.7997,5.67986,9.83975,124.317,18.7195,36.9591,179.995,90.7177
Post-assay,Tuesday,30/07/2019,F,6,male,Whi.Pur,9,2,HA_T4,a7180,Treatment,,Predator,Aggression,Novel,Social,1899.73,10.5543,20.1667,45375,0.079998,28.1593,15.9996,16.2396,15.7596,44.3989,17.1196,22.1594,20.1595,55.2786,42.9589,81.758,179.995,173.276
Post-assay,Thursday,12/09/2019,S,3,male,Whi.Pur,9,1,HA_T4,a7180,Treatment,,Aggression,Predator,Social,Novel,1138.51,6.32522,24.88,55980,50.7187,10.2397,17.1996,6.95983,6.87983,64.8784,11.2797,38.479,24.0794,35.5991,20.2395,124.157,179.995,109.197
Post-assay,Tuesday,20/08/2019,O,7,male,Whi.Pur,3,2,HA_T4,a7180,Treatment,,Predator,Novel,Aggression,Social,269.362,1.49649,9.23024,20768,130.317,62.6384,109.277,0.959976,0.79998,1.43996,2.23994,1.59996,1.03997,173.836,2.47994,3.67991,179.995,29.9992
Post-assay,Tuesday,30/07/2019,B,2,male,Whi.Ora,6,1,HA_C4,a7184,Control,,Novel,Aggression,Predator,Social,1319.22,7.3292,14.8111,33325,48.7988,18.7195,80.158,5.19987,5.59986,25.8394,9.59976,25.2794,9.59976,105.517,15.5996,58.8785,179.995,116.477
Post-assay,Thursday,12/09/2019,S,3,male,Whi.Ora,8,1,HA_C4,a7184,Control,,Aggression,Predator,Social,Novel,437.619,2.43128,30.5818,68809.1,129.437,5.51986,7.19982,2.71993,2.23994,7.35982,3.75991,145.596,5.59986,15.5196,7.51981,156.956,179.995,41.439
Post-assay,Tuesday,20/08/2019,N,6,male,Whi.Ora,2,2,HA_C4,a7184,Control,,Novel,Predator,Aggression,Social,364.704,2.02618,5.19079,11679.3,56.7986,12.6397,164.716,0.639984,0.39999,0,0.639984,0,0.959976,177.756,1.43996,0.79998,179.995,55.9986
Post-assay,Monday,29/07/2019,A,1,male,Pin.Bro,5,1,HA_T1,a7191,Treatment,,Social,Novel,Aggression,Predator,1682.34,9.34654,16.8059,37813.4,0,27.1993,0.39999,35.6791,33.2792,13.4397,35.7591,0,34.2391,49.9988,94.1576,35.8391,179.995,178.396
Post-assay,Friday,13/09/2019,W,7,male,Pin.Bro,3,2,HA_T1,a7191,Treatment,,Predator,Novel,Social,Aggression,1187.51,6.59744,14.5189,32667.4,21.7595,25.6794,33.1992,14.7196,26.9593,15.3596,45.0389,4.71988,14.3196,86.7978,63.5184,29.6793,179.995,146.956
Post-assay,Tuesday,20/08/2019,M,5,male,Pin.Bro,10,2,HA_T1,a7191,Treatment,,Social,Novel,Predator,Aggression,1342.98,7.4612,17.0871,38446,21.9994,27.8393,13.0397,17.5996,16.1596,30.4792,46.7188,2.95993,25.1994,80.318,48.3188,51.3587,179.995,150.716
Post-assay,Tuesday,30/07/2019,G,7,female,Blu.Bla,6,2,HA_C4,a7201,Control,,Social,Predator,Novel,Aggression,1120.6,6.22571,29.9754,67444.6,0.079998,2.95993,3.27992,6.55984,4.63988,54.2386,4.95988,84.5579,18.7995,9.59976,16.5596,153.836,179.995,146.956
Post-assay,Thursday,12/09/2019,S,3,female,Blu.Bla,7,1,HA_C4,a7201,Control,,Aggression,Predator,Social,Novel,218.179,1.21214,21.6157,48635.3,137.757,67.5183,2.47994,0.239994,1.03997,99.2775,1.11997,2.71993,5.59986,70.7182,2.47994,106.797,179.995,31.6792
Post-assay,Tuesday,20/08/2019,L,4,female,Blu.Bla,1,1,HA_C4,a7201,Control,,Aggression,Social,Novel,Predator,112.356,0.624213,33.4492,75260.8,130.557,0,0,0,0,68.7183,0,110.797,0.479988,0,0,179.995,179.995,24.3994
Post-assay,Monday,29/07/2019,C,3,female,Blu.Ora,8,1,HA_C2,a7204,Control,,Social,Aggression,Predator,Novel,1624.86,9.02721,20.5938,46336.1,7.35982,35.5191,22.8794,9.35977,6.95983,41.439,12.8797,35.8391,15.1196,68.1583,22.3194,89.5178,179.995,163.036
Post-assay,Friday,13/09/2019,Q,1,female,Blu.Ora,6,1,HA_C2,a7204,Control,,Aggression,Predator,Novel,Social,4.31755,0.023987,6.771,15234.7,179.995,177.756,2.23994,0,0,0,0,0,0,179.995,0,0,179.995,0
Post-assay,Wednesday,21/08/2019,L,4,female,Blu.Ora,1,1,HA_C2,a7204,Control,,Aggression,Social,Novel,Predator,6.97794,0.0387673,33.1956,74690.2,179.116,0,0,0,0,0,0,179.995,0,0,0,179.995,179.995,0
Post-assay,Tuesday,30/07/2019,G,7,female,Yel.Whi,4,2,HA_T3,a7210,Treatment,,Social,Predator,Novel,Aggression,1688.28,9.37957,24.9818,56209,19.9195,15.1196,23.0394,7.59981,7.43981,46.7188,9.03977,59.1985,11.8397,44.4789,21.4395,114.077,179.995,137.037
Post-assay,Thursday,12/09/2019,T,4,female,Yel.Whi,4,1,HA_T3,a7210,Treatment,,Predator,Aggression,Social,Novel,153.596,0.853333,29.5897,66576.8,125.357,0.79998,0,1.91995,1.59996,108.157,0.479988,0,67.0383,1.11997,4.47989,174.396,179.995,17.1996
Post-assay,Wednesday,21/08/2019,J,2,female,Yel.Whi,10,1,HA_T3,a7210,Treatment,,Novel,Social,Aggression,Predator,1836.45,10.2028,29.4936,66360.6,0,0,0,1.19997,2.71993,152.076,2.47994,6.63983,14.8796,1.43996,5.67986,172.876,179.995,173.436
Post-assay,Tuesday,30/07/2019,E,5,female,Yel.Blu,8,2,HA_T4,a7214,Treatment,,Social,Predator,Aggression,Novel,394.038,2.18915,28.8669,64950.4,93.0377,1.19997,0,6.07985,5.59986,125.677,5.11987,8.23979,28.0793,3.35992,16.8796,159.756,179.995,49.3588
Post-assay,Thursday,12/09/2019,T,4,female,Yel.Blu,9,1,HA_T4,a7214,Treatment,,Predator,Aggression,Social,Novel,171.444,0.95249,33.2281,74763.3,149.836,0,0,5.27987,0.239994,27.4393,0,140.796,6.23984,0,7.43981,172.556,179.995,21.9994
Post-assay,Tuesday,20/08/2019,N,6,female,Yel.Blu,4,2,HA_T4,a7214,Treatment,,Novel,Predator,Aggression,Social,825.718,4.58743,28.7726,64738.2,66.4783,5.59986,3.59991,7.75981,5.51986,114.957,5.27987,29.2793,7.9998,12.7997,17.3596,149.836,179.995,96.6376
Post-assay,Monday,29/07/2019,A,1,female,Red.Pur,9,1,HA_T2,a7222,Treatment,,Social,Novel,Aggression,Predator,1497.28,8.31844,16.4274,36961.7,0,38.319,43.1189,8.87978,9.19977,31.5992,16.5596,19.0395,13.2797,93.1977,26.7993,59.9985,179.995,172.316
Post-assay,Friday,13/09/2019,U,5,female,Red.Pur,8,2,HA_T2,a7222,Treatment,,Aggression,Social,Predator,Novel,1342.28,7.45727,4.47785,10075.2,0,17.2796,156.396,0.959976,0.639984,0.79998,3.11992,0,0.79998,175.836,2.71993,1.43996,179.995,171.916
Post-assay,Wednesday,21/08/2019,I,1,female,Red.Pur,4,1,HA_T2,a7222,Treatment,,Aggression,Novel,Social,Predator,1702.23,9.45707,9.11562,20510.2,0,73.0382,57.4386,4.23989,4.79988,12.9597,20.5595,2.79993,4.1599,147.676,13.2797,19.0395,179.995,174.076
Post-assay,Tuesday,30/07/2019,A,1,female,Whi.Pin,3,1,HA_C3,a7232,Control,,Social,Novel,Aggression,Predator,948.184,5.26782,12.0608,27136.7,68.3983,38.559,88.3178,7.43981,6.95983,17.4396,10.8797,2.47994,7.9198,133.837,21.0395,25.1194,179.995,104.557
Post-assay,Thursday,12/09/2019,S,3,female,Whi.Pin,3,1,HA_C3,a7232,Control,,Aggression,Predator,Social,Novel,4.85349,0.0269645,10.1487,22834.5,179.995,179.995,0,0,0,0,0,0,0,179.995,0,0,179.995,0
Post-assay,Wednesday,21/08/2019,M,5,female,Whi.Pin,6,2,HA_C3,a7232,Control,,Social,Novel,Predator,Aggression,720.086,4.00058,29.7269,66885.4,67.2783,8.47979,5.99985,4.47989,4.55989,70.5582,5.35987,74.2381,6.31984,18.0795,12.7197,149.196,179.995,84.6379
Post-assay,Monday,29/07/2019,C,3,male,Bro.Blu,10,1,HA_T2,a7251,Treatment,22 Sec Delay,Social,Aggression,Predator,Novel,1290.82,7.17139,16.7606,37711.5,0,27.8393,39.359,15.4396,16.1596,24.4794,19.0395,19.2795,18.3995,79.358,43.9989,56.6386,179.995,174.956
Post-assay,Friday,13/09/2019,V,6,male,Bro.Blu,8,2,HA_T2,a7251,Treatment,,Aggression,Novel,Predator,Social,138.048,0.766952,14.9366,33607.4,130.077,3.8399,0.239994,16.5596,41.999,0.719982,111.197,0,5.43986,34.8791,143.596,1.51996,179.995,13.9996
Post-assay,Wednesday,21/08/2019,M,5,male,Bro.Blu,4,2,HA_T2,a7251,Treatment,,Social,Novel,Predator,Aggression,1059.51,5.88632,19.3059,43438.2,27.6793,15.8396,9.35977,49.2788,34.7991,19.1195,22.5594,3.19992,25.8394,38.879,107.597,33.5192,179.995,123.997
Post-assay,Tuesday,30/07/2019,E,5,female,Whi.Pur,7,2,HA_C4,a7259,Control,,Social,Predator,Aggression,Novel,1811.19,10.0624,15.0155,33785,0,26.7193,61.8385,12.7997,10.8797,26.7193,12.9597,12.5597,15.5196,96.8776,32.6392,50.4787,179.995,174.556
Post-assay,Thursday,12/09/2019,T,4,female,Whi.Pur,6,1,HA_C4,a7259,Control,,Predator,Aggression,Social,Novel,898.349,4.99095,31.1649,70121.1,3.43991,2.15995,1.35997,5.75986,3.03992,91.9177,2.55994,57.2786,15.9196,5.27987,14.7996,159.916,179.995,131.197
Post-assay,Tuesday,20/08/2019,M,5,female,Whi.Pur,1,2,HA_C4,a7259,Control,,Social,Novel,Predator,Aggression,1323.47,7.37247,20.6057,46259.8,1.03997,17.8396,53.4387,7.19982,7.51981,48.7188,7.27982,25.5194,12.3197,76.1581,20.0795,83.5979,179.836,131.357
Post-assay,Tuesday,30/07/2019,G,7,male,Whi.Ora,1,2,HA_C3,a7264,Control,,Social,Predator,Novel,Aggression,2070.03,11.5005,14.5118,32651.6,0,17.6796,85.5979,7.75981,7.75981,19.3595,7.75981,25.3594,8.71978,108.477,20.6395,50.8787,179.995,176.876
Post-assay,Thursday,12/09/2019,V,6,male,Whi.Ora,1,2,HA_C3,a7264,Control,,Aggression,Novel,Predator,Social,835.826,4.64359,20.8493,46911,4.47989,25.1194,14.2396,18.1595,12.2397,55.6786,13.1997,3.59991,37.7591,48.3988,41.279,90.3177,179.995,141.836
Post-assay,Wednesday,21/08/2019,L,4,male,Whi.Ora,8,1,HA_C3,a7264,Control,,Aggression,Social,Novel,Predator,1502.02,8.34478,22.632,50922,3.67991,11.6797,17.3596,16.6396,14.3996,51.8387,11.9997,30.6392,25.4394,36.4791,43.6789,99.8375,179.995,151.596
Post-assay,Monday,29/07/2019,C,3,male,_.Whi,5,1,HA_T1,a7269,Treatment,,Social,Aggression,Predator,Novel,1397.71,7.76524,15.1238,34028.5,0,13.0397,0,37.8391,63.4384,0,65.2784,0,0.39999,55.5986,124.397,0,179.995,170.316
Post-assay,Friday,13/09/2019,Q,1,male,_.Whi,5,1,HA_T1,a7269,Treatment,,Aggression,Predator,Novel,Social,2542.33,14.1244,21.331,47994.6,0,21.8395,15.1196,16.4796,14.4796,62.0784,16.3996,13.0397,20.5595,48.0788,42.3989,89.5178,179.995,177.676
Post-assay,Tuesday,20/08/2019,I,1,male,_.Whi,10,1,HA_T1,a7269,Treatment,,Aggression,Novel,Social,Predator,682.558,3.79208,22.089,49700.3,66.5583,7.9198,4.39989,86.4778,7.35982,8.63978,7.03982,0.719982,57.4386,16.3996,121.357,42.2389,179.995,70.3182
Post-assay,Monday,29/07/2019,F,6,male,Pur.Yel,1,2,HA_C1,a7272,Control,,Predator,Aggression,Novel,Social,1852.96,10.2945,22.4103,50423.2,0,15.3596,9.19977,21.4395,19.9995,36.4791,16.2396,34.8791,26.3993,34.7991,54.4786,90.7177,179.995,177.516
Post-assay,Friday,13/09/2019,R,2,male,Pur.Yel,1,1,HA_C1,a7272,Control,,Novel,Predator,Social,Aggression,1797.68,9.98736,19.1554,43099.7,0,26.7993,28.6393,15.4396,12.4797,40.879,15.7596,21.3595,18.6395,64.9584,39.439,75.5981,179.995,177.996
Post-assay,Tuesday,20/08/2019,I,1,male,Pur.Yel,6,1,HA_C1,a7272,Control,,Aggression,Novel,Social,Predator,1587.79,8.82126,22.6818,51034,0,18.0795,21.0395,12.9597,12.9597,32.6392,14.8796,51.0387,16.3996,48.1588,36.3191,95.5176,179.995,174.156
Post-assay,Tuesday,30/07/2019,D,4,female,_.Pin,1,1,HA_C3,a7279,Control,,Social,Aggression,Novel,Predator,1347.88,7.48842,12.1996,27449,0.719982,15.1196,117.997,5.11987,4.39989,10.9597,5.19987,15.0396,6.15985,136.637,13.0397,30.3192,179.995,130.077
Post-assay,Thursday,12/09/2019,U,5,female,_.Pin,1,2,HA_C3,a7279,Control,,Aggression,Social,Predator,Novel,1748.06,9.71169,19.8909,44754.5,0,20.7995,43.7589,7.19982,6.63983,59.6785,7.9998,19.3595,14.5596,69.8383,19.5195,90.6377,179.995,177.676
Post-assay,Wednesday,21/08/2019,J,2,female,_.Pin,6,1,HA_C3,a7279,Control,,Novel,Social,Aggression,Predator,341.093,1.89501,32.5795,73303.9,95.1176,0,0,1.83995,0.39999,27.4393,0,143.356,6.95983,0,4.47989,175.516,179.995,44.1589
Post-assay,Monday,29/07/2019,E,5,female,Pin.Whi,1,2,HA_C1,a7281,Control,,Social,Predator,Aggression,Novel,860.879,4.78278,8.53302,19199.3,65.9184,37.999,126.237,2.07995,2.15995,3.9199,4.55989,0.479988,2.55994,167.356,6.31984,6.31984,179.995,86.5578
Post-assay,Friday,13/09/2019,V,6,female,Pin.Whi,1,2,HA_C1,a7281,Control,,Aggression,Novel,Predator,Social,387.828,2.15465,8.42826,18963.6,88.9578,12.5597,158.156,1.03997,0.959976,1.99995,3.51991,0.639984,1.11997,173.276,3.27992,3.43991,179.995,61.1985
Post-assay,Tuesday,20/08/2019,P,8,female,Pin.Whi,6,2,HA_C1,a7281,Control,,Novel,Social,Predator,Aggression,318.021,1.77077,27.0939,60852.8,137.357,3.8399,4.47989,1.51996,0.79998,22.8794,1.75996,1.99995,142.636,9.67976,3.9199,166.316,179.916,26.4793
Post-assay,Monday,29/07/2019,D,4,female,Pin.Bro,7,1,HA_C2,a7284,Control,,Social,Aggression,Novel,Predator,26.9759,0.14987,31.2785,70376.6,173.676,0,0,0,0,179.436,0,0,0.559986,0,0,179.995,179.995,4.31989
Post-assay,Friday,13/09/2019,X,8,female,Pin.Bro,6,2,HA_C2,a7284,Control,,Predator,Social,Novel,Aggression,804.597,4.4701,11.6355,26179.8,3.67991,14.4796,113.437,4.71988,6.07985,20.7995,6.79983,7.11982,6.55984,132.957,14.1596,32.8792,179.995,110.717
Post-assay,Wednesday,21/08/2019,L,4,female,Pin.Bro,2,1,HA_C2,a7284,Control,,Aggression,Social,Novel,Predator,1296,7.20018,28.7414,64668.2,7.19982,6.23984,1.35997,6.71983,4.0799,80.158,5.11987,65.5184,10.7997,11.1997,14.5596,154.236,179.995,151.276
Post-assay,Monday,29/07/2019,E,5,female,Pin.Blu,10,2,HA_T2,a7288,Treatment,,Social,Predator,Aggression,Novel,4.79428,0.0266356,35.2392,79288.1,179.995,0,0,0,0,0,0,179.995,0,0,0,179.995,179.995,0
Post-assay,Friday,13/09/2019,Q,1,female,Pin.Blu,9,1,HA_T2,a7288,Treatment,,Aggression,Predator,Novel,Social,544.864,3.0271,34.5787,77802.1,0.479988,0,0,1.19997,0.479988,15.9996,0,159.516,2.79993,0,2.71993,176.396,179.995,119.837
Post-assay,Wednesday,21/08/2019,N,6,female,Pin.Blu,5,2,HA_T2,a7288,Treatment,,Novel,Predator,Aggression,Social,1204.34,6.69094,11.8689,26705.1,0.079998,38.879,68.8783,11.9197,11.9197,13.1997,20.3995,3.35992,11.4397,122.397,33.7592,23.8394,179.995,166.476
Post-assay,Monday,29/07/2019,B,2,female,Gre.Gre,5,1,HA_T1,a7292,Treatment,,Novel,Aggression,Predator,Social,1245.11,6.91742,3.37078,7584.25,0.079998,25.1194,154.876,0,0,0,0,0,0,179.995,0,0,179.995,168.876
Post-assay,Friday,13/09/2019,W,7,female,Gre.Gre,5,2,HA_T1,a7292,Treatment,,Predator,Novel,Social,Aggression,164.06,0.911468,24.3664,54824.5,152.236,0,0,30.6392,10.1597,4.39989,1.91995,0,132.877,0.319992,131.917,47.7588,179.995,19.1195
Post-assay,Tuesday,20/08/2019,O,7,female,Gre.Gre,10,2,HA_T1,a7292,Treatment,,Predator,Novel,Aggression,Social,1127.59,6.26455,13.2212,29747.7,63.5984,22.2394,11.1197,17.9196,18.3995,5.03987,86.3978,0,18.8795,112.077,50.3987,17.5196,179.995,113.917
Post-assay,Tuesday,30/07/2019,H,8,female,Gre.Bro,5,2,HA_T3,a7296,Treatment,,Novel,Aggression,Social,Predator,6.17695,0.0343172,5.18852,11674.2,179.995,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,0
Post-assay,Thursday,12/09/2019,W,7,female,Gre.Bro,3,2,HA_T3,a7296,Treatment,,Predator,Novel,Social,Aggression,6.3856,0.0354764,10.9109,24549.5,179.995,0,0,0,0,0,179.995,0,0,179.995,0,0,179.995,0
Post-assay,Wednesday,21/08/2019,I,1,female,Gre.Bro,10,1,HA_T3,a7296,Treatment,,Aggression,Novel,Social,Predator,4.23953,0.0235536,28.3368,63757.9,179.995,0,0,0,0,25.5994,0,0,154.396,0,0,179.995,179.995,0
Post-assay,Tuesday,30/07/2019,D,4,male,Gre.Pur,9,1,HA_T4,a7297,Treatment,,Social,Aggression,Novel,Predator,4.76947,0.0264977,10.018,22540.5,179.995,5.27987,0,0,0,0,174.716,0,0,179.995,0,0,179.995,0
Post-assay,Thursday,12/09/2019,W,7,male,Gre.Pur,8,2,HA_T4,a7297,Treatment,,Predator,Novel,Social,Aggression,4.16792,0.0231557,15.6537,35220.8,179.995,0,0,0,179.995,0,0,0,0,0,179.995,0,179.995,0
Post-assay,Tuesday,20/08/2019,J,2,male,Gre.Pur,5,1,HA_T4,a7297,Treatment,,Novel,Social,Aggression,Predator,168.468,0.935959,9.50684,21390.4,151.996,152.876,2.07995,1.27997,2.39994,0,20.1595,0,1.19997,171.596,7.51981,0.879978,179.995,21.4395
Post-assay,Monday,29/07/2019,H,8,female,_.Red,4,2,HA_T1,a7319,Treatment,,Novel,Aggression,Social,Predator,1853.45,10.2972,9.5305,21443.6,0,19.5195,116.877,6.79983,5.51986,9.99975,6.95983,5.91985,8.39979,141.116,17.7596,21.1195,179.995,174.236
Post-assay,Friday,13/09/2019,U,5,female,_.Red,5,2,HA_T1,a7319,Treatment,,Aggression,Social,Predator,Novel,1516.77,8.4267,22.5641,50769.1,11.3597,22.1594,31.7592,7.9998,7.51981,53.9986,10.6397,34.8791,11.0397,60.9585,22.8794,96.1576,179.995,157.116
Post-assay,Tuesday,20/08/2019,P,8,female,_.Red,8,2,HA_T1,a7319,Treatment,,Novel,Social,Predator,Aggression,1545.09,8.58408,24.6663,55499.2,0,9.27977,23.9194,6.79983,4.39989,65.9984,7.59981,45.3589,16.6396,39.199,15.9196,124.877,179.995,172.556
Post-assay,Tuesday,30/07/2019,F,6,male,Red.Yel,10,2,HA_T4,a7321,Treatment,,Predator,Aggression,Novel,Social,1893.87,10.5218,21.9097,49296.8,0,21.2795,3.03992,20.4795,18.1595,53.5187,18.5595,15.1196,29.8393,36.8791,51.9187,91.1977,179.995,176.636
Post-assay,Tuesday,20/08/2019,P,8,male,Red.Yel,5,2,HA_T4,a7321,Treatment,,Novel,Social,Predator,Aggression,1170.09,6.50066,9.68,21780,0.79998,24.7194,100.477,6.79983,10.8797,9.91975,14.7996,5.67986,6.71983,135.677,24.2394,20.0795,179.995,148.716
Post-assay,Tuesday,30/07/2019,D,4,female,Red.Whi,2,1,HA_C3,a7322,Control,,Social,Aggression,Novel,Predator,1109.82,6.16581,31.9419,71869.4,0,4.0799,4.55989,0.639984,0.479988,36.5591,0.639984,132.397,0.639984,9.11977,1.43996,169.436,179.995,148.876
Post-assay,Thursday,12/09/2019,S,3,female,Red.Whi,2,1,HA_C3,a7322,Control,,Aggression,Predator,Social,Novel,1337.72,7.43198,27.4446,61750.4,0,7.51981,14.6396,9.51976,4.55989,41.119,4.87988,80.398,17.3596,25.5994,20.2395,134.157,179.995,170.156
Post-assay,Wednesday,21/08/2019,O,7,female,Red.Whi,7,2,HA_C3,a7322,Control,,Predator,Novel,Aggression,Social,6.46688,0.035928,7.44605,16753.6,179.995,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,0
Post-assay,Tuesday,30/07/2019,C,3,male,Red.Pur,5,1,HA_T3,a7325,Treatment,,Social,Aggression,Predator,Novel,1472.58,8.18122,19.8377,44634.9,0,24.8794,27.2793,23.1994,13.9197,28.3993,16.3996,21.8395,24.0794,63.0384,50.8787,66.0783,179.995,164.796
Post-assay,Thursday,12/09/2019,V,6,male,Red.Pur,5,2,HA_T3,a7325,Treatment,,Aggression,Novel,Predator,Social,215.693,1.19832,25.6278,57662.6,155.436,1.43996,0,3.27992,1.35997,5.11987,1.11997,0,167.676,2.15995,52.5587,125.277,179.995,19.7595
Post-assay,Wednesday,21/08/2019,P,8,male,Red.Pur,10,2,HA_T3,a7325,Treatment,,Novel,Social,Predator,Aggression,144.63,0.803521,11.1935,25185.4,160.476,51.3587,5.51986,0.79998,2.31994,0,104.717,0,15.2796,160.076,5.03987,14.8796,179.995,13.5197
Post-assay,Tuesday,30/07/2019,B,2,female,Bro.Whi,9,1,HA_T4,a7358,Treatment,,Novel,Aggression,Predator,Social,1524.19,8.46795,13.0229,29301.6,3.19992,27.1993,84.6379,7.19982,5.91985,20.0795,11.3597,14.3196,9.27977,120.237,18.3995,41.359,179.995,158.156
Post-assay,Thursday,12/09/2019,U,5,female,Bro.Whi,9,2,HA_T4,a7358,Treatment,,Aggression,Social,Predator,Novel,4.49049,0.0249478,30.3532,68294.8,179.995,0,0,0,0,179.995,0,0,0,0,0,179.995,179.995,0
Post-assay,Tuesday,20/08/2019,K,3,female,Bro.Whi,4,1,HA_T4,a7358,Treatment,,Predator,Social,Aggression,Novel,199.003,1.1056,32.1504,72338.5,158.636,0.79998,0,2.79993,1.11997,163.196,1.99995,7.19982,2.87993,2.07995,6.07985,171.836,179.995,18.5595
Post-assay,Tuesday,30/07/2019,A,1,male,Bro.Ora,1,1,HA_C3,a7361,Control,,Social,Novel,Aggression,Predator,2166.73,12.0377,17.0015,38253.4,0.079998,24.8794,42.6389,14.4796,13.1997,31.4392,17.5996,16.7996,18.9595,78.798,39.519,61.6785,179.995,172.476
Post-assay,Thursday,12/09/2019,R,2,male,Bro.Ora,3,1,HA_C3,a7361,Control,,Novel,Predator,Social,Aggression,2084.1,11.5786,16.934,38101.6,5.83985,33.5192,38.719,14.5596,14.7996,29.9193,15.1196,15.0396,18.3195,82.2379,40.559,57.1986,179.995,169.756
Post-assay,Wednesday,21/08/2019,O,7,male,Bro.Ora,6,2,HA_C3,a7361,Control,,Predator,Novel,Aggression,Social,1736.83,9.64929,16.5836,37313,2.07995,36.9591,37.3591,17.0396,14.7996,25.7594,18.6395,13.2797,16.1596,86.3978,44.1589,49.4388,179.995,168.396
Post-assay,Tuesday,30/07/2019,B,2,female,Bro._,7,1,HA_C4,a7367,Control,,Novel,Aggression,Predator,Social,1486.15,8.2566,23.2029,52206.5,8.1598,12.9597,23.1994,10.3997,8.95978,70.5582,11.1197,28.1593,14.6396,43.6789,27.1993,109.117,179.995,141.036
Post-assay,Thursday,12/09/2019,X,8,female,Bro._,6,2,HA_C4,a7367,Control,,Predator,Social,Novel,Aggression,11.2519,0.062512,6.67639,15021.9,178.716,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,0
Post-assay,Tuesday,20/08/2019,J,2,female,Bro._,1,1,HA_C4,a7367,Control,,Novel,Social,Aggression,Predator,795.689,4.4206,8.92508,20081.4,83.2779,16.1596,139.837,4.95988,4.1599,3.35992,7.03982,0.479988,3.9999,161.516,12.3197,6.15985,179.995,82.3179
