Time,Video_ID,Arena,Day,Camera,Session,Tank,Group,Mark,Sex,Fish_ID,Date,Notes,tot_dist,mean_speed,freeze Not Moving / center-point Frequency,freeze Not Moving / center-point Cumulative Duration s,in_det_zone 5-10cm / center-point Frequency,in_det_zone 5-10cm / center-point Cumulative Duration s,in_det_zone 0-5cm / center-point Frequency,zone_05_dur,in_det_zone 20-25cm / center-point Frequency,in_det_zone 20-25cm / center-point Cumulative Duration s,in_det_zone 15-20cm / center-point Frequency,in_det_zone 15-20cm / center-point Cumulative Duration s,in_det_zone 30-35cm / center-point Frequency,in_det_zone 30-35cm / center-point Cumulative Duration s,in_det_zone 10-15cm / center-point Frequency,in_det_zone 10-15cm / center-point Cumulative Duration s,in_det_zone 35-40cm / center-point Frequency,in_det_zone 35-40cm / center-point Cumulative Duration s,in_det_zone 25-30cm / center-point Frequency,in_det_zone 25-30cm / center-point Cumulative Duration s,in_zone Near / center-point Frequency,in_zone Near / center-point Cumulative Duration s,in_zone Middle / center-point Frequency,in_zone Middle / center-point Cumulative Duration s,in_zone Far / center-point Frequency,in_zone Far / center-point Cumulative Duration s,risk_3 Arena / center-point Cumulative Duration s,move Moving / center-point Cumulative Duration s
3-6,4.2,6,Friday,2,10,HA_C3,Control,Bla.Red,male,a7144,,,1555.43,8.64131,3,0.319999,53,60.6398,27,80.6398,15,5.03999,25,9.51998,3,1.28,43,18.88,0,0,9,3.99999,19,155.04,24,21.0399,5,3.91999,180,156.4
3-6,4.3,7,Friday,2,10,HA_C3,Control,Red._,male,a7611,,,1842.79,10.2651,0,0,56,21.5999,33,96.7998,32,7.83998,37,9.59998,25,10.8,42,10.88,12,14.16,29,8.15998,20,126.24,36,23.0399,16,30.5599,179.84,172.72
3-6,4.4,8,Friday,2,10,HA_C3,Control,Bro.Ora,male,a7361,,,1441.95,8.01083,1,0.159999,61,45.5999,38,92.6398,14,5.91998,24,9.51997,4,2.87999,38,19.36,0,0,9,4.07999,18,150.8,23,23.6799,6,5.51999,180,171.44
3-6,3.1,1,Friday,1,11,HA_T3,Treatment,Bla.Whi,male,a7139,,RE-RUN AS BAR WAS VISIBLE FOR CONTROL TABLET,339.672,1.88707,3,145.76,4,6.47998,0,0,15,5.03999,13,3.27999,5,57.8399,10,62.0798,0,0,13,45.2799,5,67.6798,12,11.36,8,100.96,180,27.5199
3-6,3.1,2,Friday,1,11,HA_T3,Treatment,Whi.Whi,female,a7640,,RE-RUN AS BAR WAS VISIBLE FOR CONTROL TABLET,1437.69,7.98718,3,11.12,31,25.2799,17,86.7998,26,8.55998,26,7.35998,19,24.5599,28,7.75998,1,0.479999,32,19.1999,15,116.88,30,24.6399,16,38.4799,180,146.72
3-6,3.1,3,Friday,1,11,HA_T3,Treatment,Ora.Pin,female,a7556,,RE-RUN AS BAR WAS VISIBLE FOR CONTROL TABLET,895.796,4.97666,2,39.3599,41,34.0799,23,40.1599,20,12.88,27,19.44,6,4.31999,33,20.56,3,2.39999,11,46.1599,15,88.6398,21,81.5998,5,9.75997,180,131.44
3-6,3.1,5,Friday,2,11,HA_C2,Control,Pur.Blu,male,a7163,,RE-RUN AS BAR WAS VISIBLE FOR CONTROL TABLET,1618.05,8.98921,0,0,38,24.0799,21,25.2799,26,9.59997,27,11.28,38,60.6398,31,13.76,20,19.28,31,16.08,14,59.4399,27,28.5599,14,91.9998,180,176.88
3-6,3.1,6,Friday,2,11,HA_C2,Control,Pin.Bro,female,a7284,,RE-RUN AS BAR WAS VISIBLE FOR CONTROL TABLET,1188.77,6.60431,8,12.64,36,23.6799,22,117.6,15,4.95998,18,6.47998,13,11.28,24,9.51998,6,2.15999,14,4.31999,12,147.84,18,15.76,7,16.4,180,146.24
3-6,1.1,1,Monday,1,1,HA_T4,Treatment,Bro.Ora,female,a7439,9/09/2019,,1399.13,7.77295,0,0,33,21.5199,20,60.2399,21,8.39998,23,10.56,26,16.56,25,12.56,16,42.1599,21,7.99998,14,90.7998,24,25.0399,11,64.1598,180,172
3-6,1.2,2,Monday,1,1,HA_T4,Treatment,Red.Pur,female,a8062,9/09/2019,,919.689,5.10939,0,0,27,24.3999,21,142.64,3,1.99999,7,4.31999,0,0,11,6.07998,0,0,1,0.559999,5,171.6,5,8.39998,0,0,180,169.04
3-6,1.3,3,Monday,1,1,HA_T4,Treatment,Bro.Whi,female,a7358,9/09/2019,,2096.26,11.6459,0,0,41,19.7599,17,11.92,61,22.3999,59,23.3599,49,41.7599,53,17.28,21,19.44,59,24.0799,25,43.0399,53,59.9998,29,76.9598,180,177.76
3-6,1.4,4,Monday,1,1,HA_T4,Treatment,Blu.Bla,male,a6891,9/09/2019,,1848.72,10.2707,0,0,54,26.7999,27,51.7599,46,15.6,50,16,35,22.1599,52,15.68,16,16.64,40,15.36,24,89.5198,45,41.1199,20,49.3599,180,172
3-6,2.1,5,Monday,2,1,HA_T4,Treatment,Bro.Yel,male,a7728,9/09/2019,,1502.65,8.34806,0,0,17,13.2,6,9.03998,25,7.35998,22,6.47999,52,45.1199,22,7.91998,33,77.1198,33,13.76,11,28.1599,24,19.36,14,132.48,180,164.16
3-6,2.2,6,Monday,2,1,HA_T4,Treatment,Gre.Pur,male,a7297,9/09/2019,,176.485,0.980476,1,144.72,6,150.96,5,21.1999,2,1.28,1,0.719998,3,2.87999,1,0.399999,1,0.319999,4,2.23999,1,172.4,2,2.79999,2,4.79999,180,32.3199
3-6,2.4,8,Monday,2,1,HA_T4,Treatment,_.Red,male,a8057,9/09/2019,,789.571,4.38652,2,63.0398,15,26.0799,12,146.4,5,1.92,6,1.35999,2,0.799998,6,1.12,1,1.2,3,1.12,3,173.12,4,4.31999,1,2.55999,180,102.56
3-6,4.3,7,Monday,2,1,HA_T4,Treatment,_.Bla,male,a6799,9/09/2019,,1733.39,9.62998,0,0,69,36.4799,42,69.8398,33,10.48,42,14.4,18,12.48,50,19.9999,6,4.95999,27,11.36,24,120.64,39,35.1199,15,24.2399,180,176.16
3-6,1.1,1,Monday,1,2,HA_T4,Treatment,Red.Gre,female,a7562,9/09/2019,,1140.69,6.3372,3,0.24,21,15.92,15,43.8399,18,10.96,19,13.12,31,26.4799,17,9.99998,19,46.4799,21,13.2,8,65.1998,17,32.7199,10,82.0798,180,161.44
3-6,1.2,2,Monday,1,2,HA_T4,Treatment,Red.Yel,male,a7321,9/09/2019,,610.456,3.39143,2,0.239999,12,11.68,12,167.2,0,0,0,0,0,0,1,1.12,0,0,0,0,3,179.12,1,0.559999,0,0,180,125.12
3-6,1.3,3,Monday,1,2,HA_T4,Treatment,Gre.Gre,male,a6869,9/09/2019,,1332.65,7.40363,0,0,28,21.5999,6,3.11999,41,25.1999,44,24.9599,21,29.9999,46,29.3599,6,14.24,36,31.5199,25,45.1999,41,70.3998,17,64.3998,180,164.24
3-6,1.4,4,Monday,1,2,HA_T4,Treatment,Whi.Pur,male,a7180,9/09/2019,,1303.05,7.23919,4,12,42,28.6399,32,119.36,16,4.07999,16,4.07999,13,8.95998,18,6.07998,6,3.51999,15,5.27999,9,152.48,16,11.28,8,16.24,180,151.76
3-6,2.1,5,Monday,2,2,HA_T4,Treatment,Ora.Blu,female,a6961,9/09/2019,,1202.83,6.68242,0,0,24,26.1599,12,31.8399,22,11.2,24,11.36,26,31.1199,24,12.4,17,42.3199,20,13.6,11,66.9598,23,30.6399,12,82.3998,180,164.4
3-6,2.2,6,Monday,2,2,HA_T4,Treatment,Ora.Gre,female,a7061,9/09/2019,,640.147,3.55638,1,0.08,7,4.15999,5,172.32,1,0.559999,2,0.799997,1,0.239999,3,1.52,0,0,1,0.399999,2,177.36,2,2.07999,1,0.559998,180,143.84
3-6,2.4,8,Monday,2,2,HA_T4,Treatment,Yel.Blu,female,a7214,9/09/2019,,724.116,4.02287,6,32.2399,22,21.2799,17,148,3,1.91999,4,1.68,1,1.2,8,5.19999,0,0,2,0.719999,3,173.84,3,4.47999,1,1.68,180,123.36
3-6,4.3,7,Monday,2,2,HA_T4,Treatment,Whi.Ora,male,a7646,9/09/2019,,1907.98,10.5999,0,0,44,26.8799,20,21.1999,43,14.96,45,18.56,30,20.2399,46,17.92,10,40.2399,39,20,23,61.0398,45,45.5999,22,73.3598,180,170.72
3-6,1.1,1,Monday,1,3,HA_T4,Treatment,Bla.Gre,female,a7608,9/09/2019,,1131.33,6.2852,1,0.079999,6,2.87999,2,9.99998,18,9.59997,13,7.27998,48,43.1999,10,4.23999,32,85.5198,28,17.28,5,15.36,19,23.4399,15,141.2,180,165.2
3-6,1.2,2,Monday,1,3,HA_T4,Treatment,Gre.Bro,male,a7018,9/09/2019,,1901.5,10.5639,0,0,48,22.8799,23,39.8399,44,14.64,46,16.88,45,21.9999,48,15.68,23,32.9599,44,15.12,24,72.9598,46,41.5199,22,65.5198,180,177.28
3-6,1.3,3,Monday,1,3,HA_T4,Treatment,Bla.Pin,male,a7138,9/09/2019,,1253.23,6.9624,0,0,40,28.1599,28,79.8398,19,8.63998,17,9.43997,20,12,21,8.31998,10,24.9599,20,8.63998,8,114.48,18,22.8799,10,42.6399,180,155.2
3-6,1.4,4,Monday,1,3,HA_T4,Treatment,Ora.Whi,female,a7409,9/09/2019,,819.598,4.55333,6,1.52,18,16.08,14,144.24,4,1.36,5,2.95999,5,5.35999,7,4.79999,4,3.19999,3,2,4,163.36,5,6.63998,2,9.99997,180,142.88
3-6,2.1,5,Monday,2,3,HA_C3,Control,_.Pin,female,a7279,9/09/2019,,1785.83,9.92128,0,0,45,25.3599,26,34.2399,40,16,38,14.64,38,29.9199,38,12.4,18,32.0799,40,15.36,18,68.3998,39,39.1199,21,72.4798,180,175.44
3-6,2.2,6,Monday,2,3,HA_C3,Control,Pin.Gre,female,a6845,9/09/2019,,706.929,3.92739,1,0.079999,15,14.88,12,155.84,4,1.91999,4,1.91999,0,0,6,3.19999,0,0,2,2.23999,3,173.36,4,5.19999,2,1.44,180,147.92
3-6,2.4,8,Monday,2,3,HA_C3,Control,Whi.Ora,male,a7264,9/09/2019,,842.635,4.68132,7,0.559998,20,15.92,13,151.28,3,1.04,6,3.19999,0,0,12,7.51998,0,0,1,1.04,6,172.4,6,6.79998,1,0.799998,180,148.24
3-6,4.3,7,Monday,2,3,HA_C3,Control,Blu.Gre,female,a6885,9/09/2019,,2001.75,11.1556,0,0,61,32.3999,31,41.6799,49,19.12,57,24.0799,29,16.4,60,21.4399,11,8.47998,41,16.16,30,89.2798,51,55.5199,22,34.9599,179.76,177.04
3-6,1.1,1,Monday,1,4,HA_C3,Control,Red.Whi,female,a7322,9/09/2019,,1473.2,8.18447,0,0,30,16.32,16,49.2799,27,11.44,26,14,36,23.2799,28,11.92,21,40.2399,31,13.52,14,73.9998,29,34.1599,16,71.8398,180,171.2
3-6,1.2,2,Monday,1,4,HA_C3,Control,Red._,male,a7611,9/09/2019,,440.106,2.44504,7,0.719999,1,0.799998,2,179.2,0,0,0,0,0,0,0,0,0,0,0,0,1,180,0,0,0,0,180,97.1198
3-6,1.3,3,Monday,1,4,HA_C3,Control,Pur._,male,a7730,9/09/2019,,1660.15,9.22306,0,0,39,33.9199,12,9.19998,35,19.52,41,22.6399,24,26.3999,49,34.3199,12,18.64,28,15.36,25,67.5998,37,57.9199,12,54.4799,180,177.04
3-6,1.4,4,Monday,1,4,HA_C3,Control,Red.Pin,female,a7044,9/09/2019,,1408.84,7.82691,4,23.7599,28,18.24,15,109.04,25,8.47998,25,8.23998,16,14.64,26,8.63998,4,1.84,25,10.88,13,133.12,25,22.4799,13,24.3999,180,144.8
3-6,2.1,5,Monday,2,4,HA_C3,Control,Red.Bro,male,a7564,9/09/2019,,973.043,5.40581,2,58.2399,23,19.9199,13,18.24,19,9.43998,17,7.67998,19,87.3598,19,10.4,8,13.84,21,13.12,9,45.9199,19,23.7599,10,110.32,180,116.08
3-6,2.2,6,Monday,2,4,HA_C3,Control,Red.Pur,female,a7093,9/09/2019,,853.73,4.75564,10,0.959998,14,8.23998,13,165.6,4,0.559999,4,1.36,3,1.2,5,1.12,1,0.719998,4,1.04,4,174.16,5,2.63999,2,2.63999,179.84,138.8
3-6,2.4,8,Monday,2,4,HA_C3,Control,Bla.Red,male,a7144,9/09/2019,,1137.89,6.32161,5,5.35999,31,20.16,23,147.28,4,0.88,7,3.91999,2,1.2,14,5.27998,0,0,4,1.28,8,171.12,9,6.71998,2,2.15999,180,146.72
3-6,4.3,7,Monday,2,4,HA_C3,Control,Gre._,male,a7017,9/09/2019,,1872.56,10.4031,0,0,61,34.3199,32,52.1599,35,13.12,44,23.2799,17,14.64,56,25.8399,5,2.55999,30,14.08,27,104,42,50.4799,16,25.5199,180,178.4
3-6,1.1,1,Monday,1,5,HA_C3,Control,Red.Red,female,a7497,9/09/2019,Video started recording at 3 mins,1432.89,7.96054,0,0,30,19.2799,13,20.8799,36,15.76,38,23.6799,35,36.8799,37,19.12,16,19.36,37,25.0399,18,51.7599,39,54.9599,20,73.2798,180,174.64
3-6,1.2,2,Monday,1,5,HA_C3,Control,Gre.Pin,female,a7679,9/09/2019,Video started recording at 3 mins,1231.64,6.84246,0,0,23,14.48,16,130.4,7,2.15999,8,2.87999,14,8.39998,12,5.91998,9,11.52,9,4.23999,6,149.44,10,7.43998,5,23.1199,180,166.4
3-6,1.3,3,Monday,1,5,HA_C3,Control,Whi.Pin,female,a7232,9/09/2019,Video started recording at 3 mins,1412.52,7.84735,3,0.239998,26,18.16,15,39.4399,26,9.59998,27,11.84,43,32.6399,26,10.8,27,45.0399,29,12.48,14,64.9598,26,28.3199,13,86.7198,180,171.28
3-6,1.4,4,Monday,1,5,HA_C3,Control,Red.Blu,male,a7466,9/09/2019,Video started recording at 3 mins,1785.07,9.91705,2,0.399999,62,35.0399,35,79.5998,35,10.4,44,16.48,11,7.03998,52,18.56,1,0.799998,26,12.08,25,128,39,35.3599,15,16.64,180,170.64
3-6,2.1,5,Monday,2,5,HA_C3,Control,Bro.Ora,male,a7361,9/09/2019,,1836.43,10.2024,1,0.079999,41,27.0399,16,21.5199,43,12.16,44,15.44,36,21.1999,47,16.48,17,50.3999,41,15.76,23,60.6398,45,36.5599,22,82.7998,180,170.16
3-6,2.2,6,Monday,2,5,HA_C3,Control,Pin.Blu,female,a7552,9/09/2019,,604.131,3.35629,4,0.799997,12,8.31998,10,166.4,2,1.2,2,0.879997,0,0,4,2.95999,0,0,1,0.239999,2,177.36,1,2.63999,0,0,180,126.24
3-6,2.4,8,Monday,2,5,HA_C3,Control,Bla.Pin,male,a8043,9/09/2019,,733.247,4.07361,2,0.239999,17,16.48,15,159.84,1,0.319999,1,0.239999,1,0.399999,3,1.68,1,0.719999,1,0.319999,1,177.92,1,0.719998,1,1.36,180,142.96
3-6,4.3,7,Monday,2,5,HA_C3,Control,Blu.Pur,female,a6813,9/09/2019,,2103.84,11.6984,0,0,57,21.4399,31,44.0799,50,13.2,51,15.04,50,37.5199,52,13.68,20,13.84,55,21.1999,28,74.7998,53,38.3199,26,66.8798,180,176.72
3-6,1.1,1,Monday,1,6,HA_T3,Treatment,Pur.Gre,female,a7160,9/09/2019,Reminder: Water is changed after two tanks,1295.17,7.19539,0,0,37,27.2799,23,67.4398,15,6.95998,15,8.07998,24,29.3599,21,11.6,13,18.16,18,11.12,9,103.52,17,19.9999,8,56.4799,180,169.04
3-6,1.2,2,Monday,1,6,HA_T3,Treatment,Red.Pur,male,a7325,9/09/2019,,2087.75,11.6141,0,0,64,30.1599,32,51.5199,57,18.72,63,21.5999,18,12.88,65,23.3599,3,6.31998,40,15.2,34,96.3998,56,53.5999,23,29.6799,180,172.32
3-6,1.3,3,Monday,1,6,HA_T3,Treatment,Blu.Pin,male,a6882,9/09/2019,,1906.73,10.593,0,0,37,18.24,17,26.4799,46,15.2,43,16.4,55,33.5999,41,13.52,27,34.9599,53,21.5999,18,54.1599,43,42.1599,25,83.6798,180,174.8
3-6,1.4,4,Monday,1,6,HA_T3,Treatment,Yel.Pin,male,a6996,9/09/2019,,754.581,4.19212,5,26.3199,18,28.1599,11,79.0398,11,7.43998,11,28.9599,8,10.4,13,16,2,1.12,12,8.87998,9,116.08,14,45.9199,6,18,180,129.44
3-6,2.1,5,Monday,2,6,HA_T3,Treatment,Ora.Pin,female,a7556,9/09/2019,,779.751,4.33196,3,46.3999,9,5.27999,4,12.88,12,6.23998,11,6.55998,34,68.0798,10,7.67998,24,63.3598,16,9.91997,6,23.3599,11,17.52,6,139.12,180,118.88
3-6,2.2,6,Monday,2,6,HA_T3,Treatment,Yel.Whi,female,a7210,9/09/2019,,585.736,3.2541,7,7.03998,6,2.15999,4,168.72,4,1.28,5,1.2,3,4.71999,5,1.12,1,0.24,3,0.559999,3,171.68,4,2.95999,2,5.35999,180,108.8
3-6,2.4,8,Monday,2,6,HA_T3,Treatment,_.Blu,female,a7459,9/09/2019,,378.585,2.10326,14,10.72,2,1.52,2,174.88,0,0,1,3.19999,0,0,1,0.399999,0,0,0,0,1,176.64,1,3.35999,0,0,180,89.6798
3-6,4.3,7,Monday,2,6,HA_T3,Treatment,Red.Bla,female,a7091,9/09/2019,,1734.61,9.64534,6,14.8,56,24.1599,32,77.9998,32,8.07998,38,11.28,20,22.5599,45,13.92,8,4.39999,28,17.6,23,112.08,37,27.0399,14,40.8799,180,153.76
3-6,1.1,1,Monday,1,7,HA_T3,Treatment,_.Whi,male,a8070,9/09/2019,,1668.15,9.26754,0,0,42,19.36,22,61.3598,33,9.67998,36,13.04,33,15.76,40,16.8,16,30.6399,34,13.36,20,93.0398,36,31.3599,17,55.5999,180,169.76
3-6,1.2,2,Monday,1,7,HA_T3,Treatment,Ora.Yel,female,a7484,9/09/2019,,506.336,2.81298,8,0.959997,4,3.03999,3,175.6,0,0,0,0,0,0,2,1.35999,0,0,0,0,3,179.28,0,0,0,0,180,116.64
3-6,1.3,3,Monday,1,7,HA_T3,Treatment,Whi.Whi,female,a7640,9/09/2019,,1791.3,9.95169,2,5.35999,34,24.3199,17,44.8799,40,18.32,46,25.1199,25,22.2399,43,21.9199,8,5.43999,36,17.76,24,83.7598,41,57.6799,18,38.5599,180,169.36
3-6,1.4,4,Monday,1,7,HA_T3,Treatment,Pin.Pur,male,a6842,9/09/2019,,1089.48,6.05268,2,2.39999,40,46.3999,22,42.7999,22,9.91997,26,23.8399,9,11.44,32,35.2799,1,0.319999,18,9.99997,16,108.48,25,52.9599,10,18.56,180,140.32
3-6,2.1,5,Monday,2,7,HA_T3,Treatment,Red.Bro,male,a7045,9/09/2019,,1791.45,9.95254,0,0,25,16.16,11,11.52,51,24.8799,48,26.7199,41,35.2799,34,18.8,19,23.5999,46,23.0399,21,41.0399,44,65.2798,23,73.6798,180,178.48
3-6,2.2,6,Monday,2,7,HA_T3,Treatment,Gre.Gre,female,a7019,9/09/2019,,627.101,3.48391,4,16.64,13,10.64,10,154.32,0,0,1,12,0,0,4,3.03999,0,0,0,0,1,167.6,1,12.4,0,0,180,128.56
3-6,2.4,8,Monday,2,7,HA_T3,Treatment,_.Ora,male,a7414,9/09/2019,,492.448,2.73583,10,1.75999,5,2.63999,5,176.24,0,0,1,0.639998,0,0,2,0.479999,0,0,0,0,2,179.2,1,0.799998,0,0,180,107.68
3-6,4.3,7,Monday,2,7,HA_T3,Treatment,Bla.Whi,male,a7139,9/09/2019,,1327.66,7.40882,1,48.7999,16,8.95998,5,4.07999,45,15.84,39,13.44,40,87.4398,29,15.84,16,10.72,48,23.4399,15,23.9999,41,41.3599,27,114.4,179.76,123.36
3-6,1.1,1,Monday,1,8,HA_T3,Treatment,Bla.Blu,male,a6808,9/09/2019,,1565.72,8.69847,0,0,33,19.28,19,48.8799,33,15.84,32,18.4,31,26.6399,29,18.56,13,14.4,34,18,14,79.6798,32,47.1999,17,53.1199,180,174.56
3-6,1.2,2,Monday,1,8,HA_T3,Treatment,Gre.Ora,female,a7686,9/09/2019,,1028.6,5.71446,4,50.7199,25,11.92,15,135.04,16,6.87998,15,5.43999,5,4.79999,17,9.19998,1,0.319999,12,6.39998,9,154.32,15,16.56,7,9.11998,180,119.28
3-6,1.3,3,Monday,1,8,HA_T3,Treatment,Red.Red,female,a8063,9/09/2019,,1464.2,8.13448,4,2.15999,27,20.4,11,17.44,34,16.56,42,21.8399,30,37.5199,38,21.3599,14,21.1999,31,23.6799,20,52.3199,37,51.0399,17,76.6398,180,168.56
3-6,1.4,4,Monday,1,8,HA_T3,Treatment,Gre.Bro,female,a7296,9/09/2019,,184.851,1.02695,3,153.2,7,18.48,5,8.15998,4,146.8,6,2.55999,0,0,6,2.79999,0,0,1,1.2,4,28.4799,5,150.8,1,0.719998,180,23.1999
3-6,2.1,5,Monday,2,8,HA_C4,Control,Whi.Whi,female,a7661,9/09/2019,,1580.28,8.77937,0,0,33,33.3599,11,11.2,39,21.2799,42,27.1199,25,29.2799,45,31.5999,9,6.87998,35,19.28,24,66.8798,42,65.0398,17,48.0799,180,178.32
3-6,2.2,6,Monday,2,8,HA_C4,Control,Pin.Blu,male,a7696,9/09/2019,,782.408,4.34672,7,0.879996,21,19.28,17,143.6,6,2.39999,6,5.35999,2,1.75999,7,4.07999,0,0,5,3.51999,4,165.44,7,10.16,3,4.39999,180,151.52
3-6,2.4,8,Monday,2,8,HA_C4,Control,Bro._,female,a7367,9/09/2019,,1245.81,6.93966,4,0.479997,43,30.2399,33,125.2,11,2.79999,12,3.19999,8,3.75999,18,8.79998,3,1.67999,10,4.23999,10,161.04,13,10.08,5,8.47998,180,159.44
3-6,4.3,7,Monday,2,8,HA_C4,Control,Bla.Bla,female,a7601,9/09/2019,,1299.04,7.22654,0,0,33,22.9599,16,72.3998,26,10.96,28,13.44,16,21.5199,32,15.84,4,9.11998,24,13.76,15,106.24,28,33.9999,12,39.7599,180,164.88
3-6,1.1,1,Monday,1,9,HA_C4,Control,_.Ora,female,a7059,9/09/2019,,1385,7.69447,0,0,48,49.8399,24,41.1999,24,11.84,31,20.3999,14,13.36,41,28.8799,6,4.23999,18,10.24,18,111.6,27,44.4799,9,23.9199,180,178
3-6,1.2,2,Monday,1,9,HA_C4,Control,_.Yel,male,a6807,9/09/2019,,487.602,2.70891,5,0.479999,10,9.35998,7,165.76,0,0,1,0.399999,0,0,5,4.47999,0,0,0,0,4,178.56,1,1.04,0,0,180,117.68
3-6,1.3,3,Monday,1,9,HA_C4,Control,_.Gre,female,a7020,9/09/2019,,1748.38,9.71325,0,0,34,20.6399,13,23.7599,47,21.2799,47,22.9599,35,34.4799,44,22.2399,13,12.48,45,22.1599,22,60.2399,44,59.3598,22,60.3999,180,178.24
3-6,1.4,4,Monday,1,9,HA_C4,Control,Gre.Yel,female,a6971,9/09/2019,,1006.66,5.59259,0,0,25,22.2399,14,41.1199,22,18.4,20,21.1199,22,24.3999,20,14.48,12,16.32,21,21.9199,10,73.0398,20,52.1599,11,54.7999,180,170.48
3-6,2.1,5,Monday,2,9,HA_C4,Control,Whi.Pur,female,a7259,9/09/2019,,1539.94,8.55527,0,0,38,34.7199,15,15.92,40,21.1999,40,25.8399,18,25.2799,42,29.1999,1,0.24,37,27.5999,22,71.6798,43,65.1998,21,43.1199,180,179.04
3-6,2.2,6,Monday,2,9,HA_C4,Control,Yel.Pin,male,a8066,9/09/2019,,330.996,1.83887,16,9.83998,2,1.28,3,178.72,0,0,0,0,0,0,0,0,0,0,0,0,1,180,0,0,0,0,180,66.2398
3-6,2.4,8,Monday,2,9,HA_C4,Control,Whi.Ora,male,a7184,9/09/2019,,689.556,3.83087,4,0.319999,9,8.23998,8,166.8,2,0.799997,2,0.719999,1,1.2,3,1.36,0,0,2,0.879998,2,176.08,2,2.07999,1,1.83999,180,136.72
3-6,4.3,7,Monday,2,9,HA_C4,Control,Blu.Bla,female,a7201,9/09/2019,,1591.88,8.8438,0,0,35,19.5199,18,39.8399,38,15.68,36,11.2,46,45.1999,35,10.08,24,18.96,43,19.52,16,66.1598,37,36.1599,21,77.6798,180,174.08
3-6,1.1,1,Monday,1,10,HA_C4,Control,Bro.Whi,female,a7438,9/09/2019,,712.826,3.96015,5,61.5198,0,0,0,0,22,13.12,10,8.71998,45,61.1998,2,0.879997,13,4.95998,46,91.1198,0,0,17,29.1999,18,150.8,180,101.76
3-6,1.2,2,Monday,1,10,HA_C4,Control,Ora.Gre,male,a7492,9/09/2019,,1048.34,5.82415,1,0.16,42,32.3999,29,118.88,9,4.07999,15,7.99998,2,1.04,23,12.88,0,0,5,2.71999,11,160.48,12,16.8,2,2.71999,180,166.08
3-6,1.3,3,Monday,1,10,HA_C4,Control,Pur._,female,a6930,9/09/2019,,1532.18,8.51215,0,0,27,19.7599,10,21.5199,42,24.0799,42,27.0399,29,31.2799,38,22.3199,9,9.75998,41,24.2399,20,56.6399,42,66.5598,22,56.7999,180,173.2
3-6,1.4,4,Monday,1,10,HA_C4,Control,Pur.Red,female,a7578,9/09/2019,,862.907,4.79394,3,39.8399,22,15.28,14,76.7198,14,47.9999,15,9.03998,8,9.75998,16,7.67998,3,5.03999,11,8.47998,8,97.0398,14,61.6798,6,21.2799,180,132.24
3-6,2.1,5,Monday,2,10,HA_C4,Control,Pin.Bla,female,a8045,9/09/2019,,1365.13,7.58408,4,0.319999,35,23.5999,20,45.5999,33,18.16,30,15.84,29,21.7599,30,15.76,14,19.44,34,19.8399,15,80.2398,33,45.7599,19,53.9999,180,171.36
3-6,2.2,6,Monday,2,10,HA_C4,Control,Pin.Blu,male,a6843,9/09/2019,,989.022,5.49458,1,0.08,21,14.8,12,136.64,13,4.31999,14,5.59999,9,5.03999,15,6.15998,4,3.19999,10,4.23999,7,156.16,12,12.48,5,11.36,180,163.2
3-6,2.4,8,Monday,2,10,HA_C4,Control,Pur.Blu,male,a7737,9/09/2019,,1252.26,6.95702,0,0,41,28.4799,26,73.9998,18,9.35997,19,10.56,18,16.72,25,14.96,10,17.12,17,8.79998,10,113.2,19,27.1199,9,39.6799,180,173.84
3-6,4.3,7,Monday,2,10,HA_C4,Control,Yel.Yel,female,a7418,9/09/2019,,1422,7.90004,1,0.08,33,25.5999,18,51.1199,28,18.08,29,18.48,25,24.6399,27,15.04,11,11.12,26,15.92,14,87.4398,25,45.5199,11,47.0399,180,177.04
3-6,1.1,1,Tuesday,1,1,HA_T2,Treatment,Pin.Blu,female,a7288,10/09/2019,,1421.95,7.89972,1,0.08,36,23.3599,15,29.9999,35,18.48,44,25.7599,24,23.9199,45,22.3999,9,18.8,31,17.28,23,68.1598,38,57.3599,16,54.4799,180,172.72
3-6,1.2,2,Tuesday,1,1,HA_T2,Treatment,Yel.Gre,female,a8067,10/09/2019,,885.806,4.92116,4,0.32,22,10.64,14,150.56,7,1.91999,10,3.83999,6,3.67999,15,6.23998,2,0.32,8,2.79999,8,165.28,11,8.47998,4,6.23998,180,145.52
3-6,1.3,3,Tuesday,1,1,HA_T2,Treatment,Red.Ora,female,a7089,10/09/2019,,1436.54,7.98079,0,0,44,34.3199,22,36.0799,26,15.68,31,19.6799,19,20.1599,41,27.5999,7,10.8,25,15.68,18,90.1598,31,48.5599,13,41.2799,180,178.08
3-6,1.4,4,Tuesday,1,1,HA_T2,Treatment,Bro.Gre,female,a7724,10/09/2019,,1642.05,9.1225,0,0,48,32.9599,30,77.4398,32,11.76,35,13.12,18,16.4,35,13.28,6,5.35998,27,9.67998,18,118.56,30,33.7599,12,27.6799,180,172.64
3-6,2.1,5,Tuesday,2,1,HA_T2,Treatment,Whi.Bro,female,a7649,10/09/2019,,1753.41,9.74118,0,0,7,3.75999,0,0,57,34.3999,44,36.7999,39,35.1199,25,19.1199,13,16.24,58,34.5599,14,13.84,45,92.4798,32,73.6798,180,176.24
