Time,Video_ID,Arena,Day,Camera,Session,Tank,Group,Mark,Sex,Fish_ID,Date,Notes,tot_dist,mean_speed,freeze Not Moving / center-point Frequency,freeze Not Moving / center-point Cumulative Duration s,in_det_zone 5-10cm / center-point Frequency,in_det_zone 5-10cm / center-point Cumulative Duration s,in_det_zone 0-5cm / center-point Frequency,zone_05_dur,in_det_zone 20-25cm / center-point Frequency,in_det_zone 20-25cm / center-point Cumulative Duration s,in_det_zone 15-20cm / center-point Frequency,in_det_zone 15-20cm / center-point Cumulative Duration s,in_det_zone 30-35cm / center-point Frequency,in_det_zone 30-35cm / center-point Cumulative Duration s,in_det_zone 10-15cm / center-point Frequency,in_det_zone 10-15cm / center-point Cumulative Duration s,in_det_zone 35-40cm / center-point Frequency,in_det_zone 35-40cm / center-point Cumulative Duration s,in_det_zone 25-30cm / center-point Frequency,in_det_zone 25-30cm / center-point Cumulative Duration s,in_zone Near / center-point Frequency,in_zone Near / center-point Cumulative Duration s,in_zone Middle / center-point Frequency,in_zone Middle / center-point Cumulative Duration s,in_zone Far / center-point Frequency,in_zone Far / center-point Cumulative Duration s,risk_3 Arena / center-point Cumulative Duration s,move Moving / center-point Cumulative Duration s
3-6,2.2,6,Tuesday,2,1,HA_T2,Treatment,Blu.Ora,female,a6883,10/09/2019,,537.423,2.98569,22,1.92,1,0.479999,1,173.12,1,0.319999,1,0.319999,4,1.68,1,0.399999,2,2.15999,2,1.52,1,173.84,2,1.44,2,4.71999,180,111.04
3-6,2.4,8,Tuesday,2,1,HA_T2,Treatment,Gre.Whi,male,a6833,10/09/2019,,636.691,3.53718,10,0.879997,14,7.99998,8,159.44,5,2.39999,8,4.23999,0,0,10,5.27999,0,0,2,0.639998,5,171.04,5,8.95998,0,0,180,117.28
3-6,4.3,7,Tuesday,2,1,HA_T2,Treatment,Pur._,male,a7167,10/09/2019,,2048.63,11.4066,0,0,50,19.2,25,30.5599,47,13.76,51,18.4,46,39.0399,52,16.48,19,23.4399,50,19.04,24,60.7998,48,43.1199,24,75.9998,179.92,176.48
3-6,1.1,1,Tuesday,1,2,HA_T2,Treatment,Bro.Blu,male,a7251,10/09/2019,,1540.24,8.55689,0,0,37,23.6799,16,20,41,23.3599,44,26.6399,27,30.3999,42,25.8399,8,5.99998,38,24.0799,22,62.7198,39,63.9998,17,53.2799,180,178.32
3-6,1.2,2,Tuesday,1,2,HA_T2,Treatment,Pin.Pin,female,a6840,10/09/2019,,1210.47,6.72485,1,0.079999,31,18.4,19,121.92,19,6.31998,20,6.47999,15,8.79998,23,8.71998,6,2.47999,18,6.87998,12,146.24,20,17.6,10,16,180,161.44
3-6,1.3,3,Tuesday,1,2,HA_T2,Treatment,Ora.Pur,female,a8071,10/09/2019,,1680.67,9.33707,0,0,23,24.1599,6,6.31999,47,31.9199,52,40.5599,14,14.64,44,38.3199,2,1.12,33,22.9599,26,55.8399,42,94.7198,16,29.4399,180,179.36
3-6,1.4,4,Tuesday,1,2,HA_T2,Treatment,Red.Pur,female,a7222,10/09/2019,,597.234,3.31798,3,76.2398,16,12.64,15,131.84,0,0,1,0.319999,0,0,3,35.1999,0,0,0,0,2,148.56,2,31.4399,0,0,180,86.3998
3-6,2.1,5,Tuesday,2,2,HA_T2,Treatment,Red.Red,male,a7570,10/09/2019,,1649.14,9.16189,0,0,44,31.2799,25,44.5599,34,13.6,37,15.84,30,23.2799,38,17.12,15,20.3199,32,14,19,88.4798,35,38.8799,17,52.6399,180,174.8
3-6,2.2,6,Tuesday,2,2,HA_T2,Treatment,Bla.Bro,male,a7142,10/09/2019,,1070.03,5.94465,0,0,15,9.99997,11,125.76,14,5.99998,11,5.19999,14,18.88,9,3.35999,5,2.79999,16,7.99998,5,137.84,12,14.72,8,27.4399,180,160.08
3-6,2.4,8,Tuesday,2,2,HA_T2,Treatment,Whi._,female,a8050,10/09/2019,,670.265,3.7237,3,0.32,10,8.31998,8,169.36,0,0,1,0.799998,0,0,4,1.52,0,0,0,0,2,178.8,1,1.2,0,0,180,142.48
3-6,4.3,7,Tuesday,2,2,HA_T2,Treatment,Ora.Yel,male,a7411,10/09/2019,,1169.28,6.496,1,0.08,26,19.5199,15,80.4798,22,10.72,22,12.48,14,16.24,22,13.36,7,15.76,18,11.44,12,108.24,22,32.1599,11,39.5999,180,161.52
3-6,1.1,1,Tuesday,1,3,HA_T2,Treatment,Whi.Pin,male,a7375,10/09/2019,,1808.68,10.0482,1,0.16,46,22.7199,23,35.4399,42,12,45,14.4,37,40.3199,47,16.88,17,24.3199,41,13.92,23,70.3998,42,35.4399,20,74.1598,180,166.64
3-6,1.2,2,Tuesday,1,3,HA_T2,Treatment,Blu.Bla,male,a7461,10/09/2019,,1544.77,8.58207,1,0.08,53,25.9199,34,72.9598,21,5.59998,27,8.15998,16,6.15998,35,12.32,9,43.6799,17,5.19999,18,107.04,27,19.92,9,53.0399,180,166.48
3-6,1.3,3,Tuesday,1,3,HA_T2,Treatment,Pin._,male,a7054,10/09/2019,,136.578,0.758769,22,104.4,1,0.559998,1,0.32,1,0.399999,1,0.479999,9,137.52,1,0.559999,5,31.3599,4,8.79998,1,1.28,1,1.12,1,177.6,180,16.88
3-6,1.4,4,Tuesday,1,3,HA_T2,Treatment,Pur.Pur,female,a6932,10/09/2019,,591.867,3.28816,1,0.08,19,19.0399,16,146.88,5,2.79999,6,3.03999,2,1.12,7,4.71999,0,0,4,2.39999,4,169.68,5,7.43998,2,2.87999,180,133.84
3-6,2.1,5,Tuesday,2,3,HA_C1,Control,Bro.Bla,female,a7082,10/09/2019,,3.17081,0.0176156,1,180,0,0,0,0,0,0,0,0,1,180,0,0,0,0,0,0,0,0,0,0,1,180,180,0
3-6,2.2,6,Tuesday,2,3,HA_C1,Control,Pur.Yel,male,a7272,10/09/2019,,499.45,2.77473,11,1.12,3,2.95999,4,173.92,1,0.479999,1,0.719998,1,0.719998,1,0.559999,0,0,1,0.319999,3,176,1,1.44,1,0.959997,180,107.44
3-6,2.4,8,Tuesday,2,3,HA_C1,Control,Ora.Bla,male,a7403,10/09/2019,,422.135,2.3452,27,3.27999,3,1.36,2,178.16,0,0,0,0,0,0,1,0.479999,0,0,0,0,1,180,0,0,0,0,180,85.6798
3-6,4.3,7,Tuesday,2,3,HA_C1,Control,Red.Ora,male,a7614,10/09/2019,,1829.43,10.1635,0,0,58,28.0799,33,80.3998,33,11.36,40,14.88,19,12.56,47,17.04,7,5.99999,27,9.67998,23,120.72,37,34.2399,14,25.0399,180,172.8
3-6,1.1,1,Tuesday,1,4,HA_C1,Control,Yel._,male,a7475,10/09/2019,,1596.07,8.86709,1,0.079999,56,28.4799,33,66.8798,28,13.44,32,14.96,16,16.16,40,20.3199,6,9.51998,23,10.24,20,110.64,31,37.0399,12,32.3199,180,175.2
3-6,1.2,2,Tuesday,1,4,HA_C1,Control,Ora.Bro,male,a7152,10/09/2019,,870.44,4.83579,2,0.24,26,20.24,22,155.84,0,0,0,0,0,0,4,3.91999,0,0,0,0,2,179.44,1,0.559999,0,0,180,160.64
3-6,1.3,3,Tuesday,1,4,HA_C1,Control,Gre.Gre,female,a7698,10/09/2019,,1564.58,8.69211,0,0,18,16.48,5,3.59999,45,27.6799,39,26.2399,32,32.7199,32,23.5999,10,14.96,47,34.7199,19,34.9599,41,73.3598,23,71.6798,180,177.52
3-6,1.4,4,Tuesday,1,4,HA_C1,Control,Gre.Yel,male,a6859,10/09/2019,,917.269,5.09595,6,33.4399,32,61.4398,20,95.0398,7,2.32,13,4.55999,2,0.879998,22,14.16,0,0,5,1.59999,11,167.92,12,10.24,2,1.83999,180,118.56
3-6,2.1,5,Tuesday,2,4,HA_C1,Control,Bro.Bro,male,a7720,10/09/2019,,1734.72,9.63734,0,0,36,22.3199,21,53.1199,38,15.2,40,18.4,28,25.7599,36,17.76,11,12,35,15.44,20,87.4398,36,44.5599,17,47.9999,180,175.76
3-6,2.2,6,Tuesday,2,4,HA_C1,Control,Pin.Whi,female,a7281,10/09/2019,,981.337,5.46159,1,0.08,23,17.84,23,157.12,1,0.319999,1,0.24,1,0.559998,2,0.879997,1,2.32,1,0.399999,2,175.68,1,0.799998,1,3.11999,180,170
3-6,2.4,8,Tuesday,2,4,HA_C1,Control,Red.Red,female,a6899,10/09/2019,,656.077,3.64488,10,0.799998,11,6.55998,8,169.84,1,0.479999,1,0.479999,0,0,4,2.47999,0,0,1,0.16,2,178.24,2,1.76,0,0,180,127.28
3-6,4.3,7,Tuesday,2,4,HA_C1,Control,Ora.Pin,female,a7498,10/09/2019,,1793.25,9.96254,0,0,37,13.6,19,32.6399,33,8.63998,30,8.95998,55,37.1199,33,12.16,31,51.1999,41,15.68,17,54.6399,38,26.3199,22,99.0398,180,170
3-6,1.1,1,Tuesday,1,5,HA_C1,Control,Whi.Blu,male,a7179,10/09/2019,,1157.18,6.4288,6,29.0399,23,15.76,11,19.76,28,14.08,23,13.52,35,41.9999,21,11.76,16,13.84,34,49.2799,10,43.9999,24,41.5999,14,94.3998,180,136.64
3-6,1.2,2,Tuesday,1,5,HA_C1,Control,Yel.Red,female,a8068,10/09/2019,,733.744,4.08181,1,0.08,7,2.71999,5,169.84,2,0.879998,5,1.99999,2,0.799998,7,2.47999,1,0.719999,1,0.239999,5,174,4,3.91999,1,1.68,180,136.88
3-6,1.3,3,Tuesday,1,5,HA_C1,Control,Red.Yel,male,a7563,10/09/2019,,7.62045,0.0423359,1,180,0,0,1,180,0,0,0,0,0,0,0,0,0,0,0,0,1,180,0,0,0,0,180,0
3-6,1.4,4,Tuesday,1,5,HA_C1,Control,Gre.Pin,female,a7013,10/09/2019,,833.359,4.62978,3,34.0799,22,55.0399,16,109.12,3,3.11999,4,2.07999,4,3.75999,9,3.35999,1,0.399999,5,3.11999,4,166.56,5,6.95998,2,6.47998,180,130.08
3-6,2.1,5,Tuesday,2,5,HA_C1,Control,Whi.Pur,female,a7376,10/09/2019,,1695.7,9.42056,0,0,35,30.5599,14,18.48,43,18.96,44,20.1599,41,31.9999,44,24.3199,19,17.04,43,18.48,23,66.2398,44,52.9599,22,60.7998,180,177.52
3-6,2.2,6,Tuesday,2,5,HA_C1,Control,Pin.Ora,male,a7555,10/09/2019,,821.839,4.56578,2,0.16,13,9.27998,10,164.72,2,0.959998,3,1.68,0,0,5,2.23999,0,0,1,1.12,4,175.2,3,3.67999,1,0.799998,180,148.4
3-6,2.4,8,Tuesday,2,5,HA_C1,Control,Blu.Blu,female,a7659,10/09/2019,,624.977,3.4721,10,1.28,6,5.51999,6,173.84,0,0,1,0.24,0,0,1,0.399999,0,0,0,0,1,179.6,1,0.399999,0,0,180,115.76
3-6,4.3,7,Tuesday,2,5,HA_C1,Control,Red.Pin,male,a6985,10/09/2019,,1665.31,9.25173,4,3.27999,47,24.9599,27,54.0799,33,8.87998,33,9.75998,32,32.3199,37,10.16,14,17.92,35,21.9199,18,86.3198,35,26.8799,18,66.7998,180,163.6
3-6,1.1,1,Tuesday,1,6,HA_T1,Treatment,Gre.Bro,male,a7683,10/09/2019,,1630.95,9.06084,0,0,40,21.04,19,35.5199,41,15.6,42,16.48,36,25.9199,44,19.7599,15,25.9199,42,19.7599,21,70.3198,43,43.9199,22,65.7598,180,169.52
3-6,1.2,2,Tuesday,1,6,HA_T1,Treatment,Bro.Whi,male,a7723,10/09/2019,,400.886,2.22715,12,1.19999,2,1.36,2,177.12,0,0,0,0,0,0,1,1.52,0,0,0,0,2,179.6,1,0.399999,0,0,180,86.3998
3-6,1.3,3,Tuesday,1,6,HA_T1,Treatment,Red.Pin,female,a6894,10/09/2019,,1908.39,10.6022,1,0.08,45,25.5199,24,41.7599,41,13.28,41,15.04,44,26.9599,42,15.36,20,25.6799,44,16.4,21,78.1598,44,37.6799,23,64.1598,180,170.16
3-6,1.4,4,Tuesday,1,6,HA_T1,Treatment,Pin.Bro,male,a7191,10/09/2019,,1473.68,8.18714,0,0,42,33.7599,22,42.7999,30,16.96,32,18.72,22,22.7199,37,23.8399,7,4.55999,30,16.64,18,92.0798,33,49.8399,14,38.0799,180,176.88
3-6,2.1,5,Tuesday,2,6,HA_T1,Treatment,Ora._,male,a7155,10/09/2019,,1513.35,8.4075,1,0.239999,33,23.1999,15,28.5599,40,20.9599,37,20.8799,25,25.7599,36,19.5999,8,17.28,38,23.7599,18,65.7598,38,55.0399,20,59.1999,180,176.24
3-6,2.2,6,Tuesday,2,6,HA_T1,Treatment,Ora.Ora,female,a7379,10/09/2019,,541.816,3.01009,18,2.47999,1,1.2,2,178.8,0,0,0,0,0,0,0,0,0,0,0,0,1,180,0,0,0,0,180,112.72
3-6,2.4,8,Tuesday,2,6,HA_T1,Treatment,Bla.Pur,female,a6925,10/09/2019,,1023.48,5.686,1,0.08,40,49.8399,28,67.2798,15,9.83998,21,16.4,4,5.43999,24,21.9999,1,0.719998,10,8.47998,13,131.44,20,37.6799,7,10.88,180,175.36
3-6,4.3,7,Tuesday,2,6,HA_T1,Treatment,Pin.Pin,female,a7550,10/09/2019,,1121.62,6.23958,1,0.08,27,20.6399,16,102.48,18,7.75998,21,11.6,13,11.6,23,11.2,5,6.47998,16,8.23998,12,130.8,20,25.6799,9,23.5199,180,161.04
3-6,1.1,1,Tuesday,1,7,HA_T1,Treatment,Bro.Bro,female,a7662,10/09/2019,,1611.01,8.95005,1,0.239999,25,13.28,11,18.88,41,14.24,38,14.48,51,33.6799,33,15.76,26,50.2399,47,19.44,19,43.1199,40,39.1999,22,97.6798,180,170.64
3-6,1.2,2,Tuesday,1,7,HA_T1,Treatment,Gre.Gre,female,a7292,10/09/2019,,345.583,1.91991,6,92.1598,5,4.47999,4,149.04,1,0.239999,1,0.319999,1,1.04,2,11.2,0,0,2,13.68,1,164.56,1,0.799998,1,14.64,180,64.3998
3-6,1.3,3,Tuesday,1,7,HA_T1,Treatment,Red.Red,male,a7468,10/09/2019,,1278.05,7.10027,0,0,38,24.8799,19,41.7599,21,10.48,26,14.32,30,31.2799,33,18.16,15,18.64,24,20.4799,15,81.0398,24,33.4399,10,65.5198,180,170.48
3-6,1.4,4,Tuesday,1,7,HA_T1,Treatment,Ora.Pur,male,a7062,10/09/2019,,645.864,3.58814,4,4.79999,16,47.5199,9,37.8399,15,18.4,15,16.88,10,15.6,15,18.64,3,1.91999,15,23.1999,7,97.6798,15,49.3599,8,32.9599,180,128.56
3-6,2.1,5,Tuesday,2,7,HA_T1,Treatment,Red.Whi,male,a6991,10/09/2019,,217.194,1.20664,6,137.76,0,0,0,0,6,3.51999,3,1.2,12,123.28,1,0.639999,7,46.4799,8,4.87999,1,0.399999,5,6.31998,5,173.28,180,28.5599
3-6,2.2,6,Tuesday,2,7,HA_T1,Treatment,Bro.Yel,female,a7087,10/09/2019,,583.044,3.23914,11,1.76,1,0.239999,1,178.64,1,0.319999,1,0.319999,0,0,1,0.24,0,0,1,0.24,2,178.64,1,0.959998,0,0,180,114.16
3-6,2.4,8,Tuesday,2,7,HA_T1,Treatment,_.Pur,female,a6825,10/09/2019,,981.777,5.45433,2,0.159998,32,23.7599,22,130,9,3.59999,12,5.11999,6,2.63999,17,9.27998,3,3.03999,7,2.55999,8,160.48,11,12.16,4,7.35998,180,157.84
3-6,4.3,7,Tuesday,2,7,HA_T1,Treatment,Ora.Ora,male,a7412,10/09/2019,,1650.5,9.16946,0,0,48,35.9199,24,40.6399,35,17.04,40,21.1199,19,14.24,44,23.9999,7,10.88,28,16.16,20,93.9998,34,50.7999,14,35.1999,180,177.68
3-6,1.1,1,Tuesday,1,8,HA_T1,Treatment,Bla._,male,a7599,10/09/2019,,1466.5,8.14727,0,0,54,49.5199,29,40.8799,24,11.84,32,22.3999,11,11.12,45,31.9199,0,0,22,12.32,23,113.36,34,47.4399,11,19.1999,180,175.12
3-6,1.2,2,Tuesday,1,8,HA_T1,Treatment,Blu.Whi,male,a6998,10/09/2019,,814.722,4.52624,3,6.47998,25,21.7599,18,144.88,5,1.44,7,2.71999,2,2.39999,11,5.59998,0,0,4,1.2,6,171.2,7,5.59998,2,3.19999,180,133.28
3-6,1.3,3,Tuesday,1,8,HA_T1,Treatment,_.Whi,male,a7269,10/09/2019,,1385.2,7.6956,2,7.99998,5,3.83999,1,4.63999,55,52.4799,38,40.7199,11,17.76,17,14.08,1,1.2,39,45.2799,10,16.48,33,116.48,23,47.0399,180,160.8
3-6,1.4,4,Tuesday,1,8,HA_T1,Treatment,_.Red,female,a7319,10/09/2019,,1084.01,6.0223,3,2.15999,30,18.88,24,145.04,9,2.87999,10,3.67999,3,1.91999,12,4.15999,0,0,7,3.43999,6,166.64,10,8.95998,4,4.39999,180,164.48
3-6,2.1,5,Tuesday,2,8,HA_C2,Control,Red.Bro,male,a7474,10/09/2019,Started 2 mins late,1714.99,9.52773,0,0,32,16.16,17,20.7999,42,13.6,40,14.72,61,45.5999,35,13.04,32,34.9599,50,21.1199,16,44.7999,39,39.1199,24,96.0798,180,175.04
3-6,2.2,6,Tuesday,2,8,HA_C2,Control,Pur.Blu,male,a7163,10/09/2019,Started 2 mins late,1261.44,7.00801,0,0,31,25.7599,24,125.76,9,3.27999,11,4.79999,8,7.75998,14,7.91998,3,1.04,9,3.67999,7,157.04,11,11.6,5,11.36,180,173.44
3-6,2.4,8,Tuesday,2,8,HA_C2,Control,_._,female,a7658,10/09/2019,Started 2 mins late,812.728,4.51517,7,0.719999,3,1.91999,3,177.2,1,0.239999,1,0.24,0,0,1,0.239999,0,0,1,0.16,1,179.28,1,0.719999,0,0,180,145.76
3-6,4.3,7,Tuesday,2,8,HA_C2,Control,Red.Pin,male,a7096,10/09/2019,Started 2 mins late,1985.74,11.096,0,0,60,31.2799,33,40.3999,47,20.1599,50,19.04,30,20.4799,54,20.6399,12,9.11998,41,18.64,27,86.3998,44,52.6399,18,40.7199,179.76,178.8
3-6,1.1,1,Tuesday,1,9,HA_C2,Control,Blu.Blu,male,a7006,10/09/2019,,1537.35,8.54087,0,0,49,29.7599,27,49.7599,24,13.04,35,21.9999,18,20.7199,43,25.2799,9,9.51998,20,9.91997,23,95.2798,33,47.7599,10,36.9599,180,178.32
3-6,1.2,2,Tuesday,1,9,HA_C2,Control,Blu.Ora,female,a7204,10/09/2019,,470.595,2.61442,10,1.27999,1,0.319999,1,177.04,1,0.239999,1,0.24,1,0.559999,1,0.319999,1,0.879998,1,0.399999,1,177.6,1,0.719998,1,1.68,180,110.32
3-6,1.3,3,Tuesday,1,9,HA_C2,Control,Ora.Bro,male,a6967,10/09/2019,,1617.9,8.98836,0,0,51,41.9999,32,58.5599,14,5.91998,22,12.4,15,13.44,34,17.04,7,21.9199,14,8.71998,17,112.88,22,26.2399,6,40.8799,180,175.68
3-6,1.4,4,Tuesday,1,9,HA_C2,Control,Pin.Bro,female,a7284,10/09/2019,,1320.79,7.33772,1,24.8799,55,43.5199,32,48.0799,26,13.44,31,13.12,7,4.71999,38,47.1199,0,0,17,9.99997,20,105.92,30,62.5598,10,11.52,180,149.6
3-6,2.1,5,Tuesday,2,9,HA_C2,Control,Ora.Ora,female,a7486,10/09/2019,,1658.16,9.21201,0,0,20,18.88,1,0.879998,64,31.8399,54,27.1999,40,45.3599,42,23.7599,7,3.19999,66,28.8799,22,35.9199,54,76.1598,33,67.9198,180,179.6
3-6,2.2,6,Tuesday,2,9,HA_C2,Control,Bla._,female,a6798,10/09/2019,,1064.48,5.91378,2,0.16,13,7.51998,9,154.72,8,1.83999,9,2.08,10,5.35999,9,2.23999,5,3.51999,9,2.71999,7,163.44,9,5.43999,4,10.88,180,160.16
3-6,2.4,8,Tuesday,2,9,HA_C2,Control,Blu.Yel,female,a6881,10/09/2019,,885.891,4.92163,7,0.639996,13,8.39998,11,165.84,3,1.67999,4,1.12,1,0.639999,4,1.52,0,0,2,0.799997,2,175.52,3,3.27999,1,1.2,180,149.92
3-6,4.3,7,Tuesday,2,9,HA_C2,Control,Red._,female,a8064,10/09/2019,,264.44,1.46912,9,127.6,6,23.5999,6,12.64,6,2.32,3,1.76,8,131.2,1,0.319999,2,0.879999,9,7.27998,1,36.3999,4,6.15998,4,137.44,180,35.2799
3-6,1.1,1,Tuesday,1,10,HA_C2,Control,Pur._,male,a7056,10/09/2019,,1405.32,7.80733,1,0.079999,43,29.0399,24,55.8399,23,9.35998,26,11.52,21,20.4,33,18.56,11,23.9199,21,11.36,15,99.0398,25,29.4399,11,51.5199,180,174.16
3-6,1.2,2,Tuesday,1,10,HA_C2,Control,Ora.Pin,male,a7408,10/09/2019,,1105.6,6.14222,0,0,30,22.3199,23,138.8,6,2.07999,9,4.39999,4,3.51999,14,5.51999,1,0.799998,6,2.55999,7,164.88,10,9.03998,3,6.07998,180,169.52
3-6,1.3,3,Tuesday,1,10,HA_C2,Control,Pin.Yel,male,a6847,10/09/2019,,1600.37,8.89094,3,3.03999,53,33.9199,27,42.6399,33,13.2,36,14,22,32.0799,44,22.4799,6,3.03999,31,18.64,21,93.3598,36,37.3599,16,49.2799,180,163.2
3-6,1.4,4,Tuesday,1,10,HA_C2,Control,Gre.Gre,male,a7688,10/09/2019,,708.834,3.93798,9,40.7999,22,20.7999,20,154.48,2,0.479998,3,1.52,1,0.799998,4,1.28,0,0,2,0.639999,3,176.16,3,2.63999,1,1.2,180,107.36
3-6,2.1,5,Tuesday,2,10,HA_C2,Control,Bro.Pur,male,a7729,10/09/2019,,483.004,2.68336,5,123.2,5,3.67999,1,0.08,15,75.3598,14,7.35998,9,59.3599,11,22.7199,2,1.2,15,10.24,6,24.7199,14,87.1998,8,68.0798,180,43.5199
3-6,2.2,6,Tuesday,2,10,HA_C2,Control,Whi.Yel,male,a7370,10/09/2019,,2.07392,0.0115218,5,178.32,0,0,1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0
3-6,2.4,8,Tuesday,2,10,HA_C2,Control,_.Pin,female,a7549,10/09/2019,,622.31,3.45728,8,0.799999,1,0.399999,1,178.48,1,0.08,1,0.639999,0,0,1,0.399999,0,0,0,0,1,179.12,1,0.879998,0,0,180,132.08
3-6,4.3,7,Tuesday,2,10,HA_C2,Control,Ora.Yel,male,a7153,10/09/2019,,872.795,4.84887,3,104.96,30,131.2,15,10.4,24,5.27999,26,6.47998,12,10.08,29,9.27998,1,0.879998,23,6.39998,14,147.84,26,16.88,12,15.28,180,63.1998
9-12,1.1,1,Wednesday,1,1,HA_T2,Treatment,Gre.Whi,male,a6833,,,1756.41,9.75788,0,0,46,58.8799,24,64.3998,24,10.24,31,12.48,9,5.99998,38,21.9999,0,0,18,5.99999,18,140.24,28,29.5999,9,10.16,180,173.2
9-12,1.2,2,Wednesday,1,1,HA_T2,Treatment,Gre.Blu,female,a7684,,,1644.36,9.13537,0,0,13,10.32,3,1.51999,50,23.6799,37,17.92,63,55.0399,25,12.16,27,23.5999,64,35.7599,14,19.04,45,56.3199,31,104.64,180,179.04
9-12,1.3,3,Wednesday,1,1,HA_T2,Treatment,Pur._,male,a7167,,,2004,11.1333,1,0.08,54,48.4799,22,39.6799,49,15.04,55,20.48,19,15.36,61,22.3999,0,0,43,18.56,31,103.12,53,47.9999,23,28.8799,180,173.92
9-12,1.4,4,Wednesday,1,1,HA_T2,Treatment,Red.Pur,female,a7222,,,1710.37,9.50206,0,0,31,23.3599,12,10.4,51,27.1199,53,29.0399,27,31.1199,45,25.6799,10,12.8,42,20.4799,26,49.4399,47,73.0398,22,57.5199,180,177.92
9-12,2.1,5,Wednesday,2,1,HA_T2,Treatment,Ora.Pur,female,a8071,,,670.647,3.72583,3,0.959998,3,2.55999,3,175.68,1,0.239999,1,0.24,1,0.719999,1,0.239999,0,0,1,0.319999,2,178.32,1,0.639998,1,0.959998,180,132.56
9-12,2.2,6,Wednesday,2,1,HA_T2,Treatment,Blu.Ora,female,a6883,,,2118.9,11.7717,0,0,47,30.7199,25,47.1199,45,13.6,45,14.96,33,26.9599,44,15.04,13,15.28,42,16.32,24,87.3598,45,39.1199,22,53.5199,180,174.4
9-12,2.3,7,Wednesday,2,1,HA_T2,Treatment,Pin.Blu,female,a7288,,,1040.1,5.77834,1,0.079999,49,50.9599,34,99.9197,7,2.87999,12,5.99999,3,1.44,24,15.04,0,0,6,3.75999,10,162.16,13,13.84,4,3.99999,180,164.32
9-12,2.4,8,Wednesday,2,1,HA_T2,Treatment,Whi._,female,a8050,,,887.302,4.92947,1,0.719999,13,24.4799,7,18.64,19,16,20,17.36,25,35.1199,17,18.56,12,22.0799,22,27.7599,10,54.7199,20,47.3599,11,77.9198,180,170.8
9-12,1.1,1,Wednesday,1,2,HA_T2,Treatment,Yel.Gre,female,a8067,,,915.176,5.08432,5,1.12,17,9.51998,12,154.8,6,1.84,9,3.59999,5,3.59999,12,4.15999,2,0.399999,6,2.07999,7,166.88,9,7.67998,3,5.43999,180,144.56
9-12,1.2,2,Wednesday,1,2,HA_T2,Treatment,Red.Red,male,a7570,,,1588.74,8.82636,0,0,59,45.0399,27,34.8799,28,9.67998,41,20.3199,19,12.72,58,41.4399,8,5.35998,25,10.56,34,107.2,46,47.5999,13,25.1999,180,177.44
9-12,1.3,3,Wednesday,1,2,HA_T2,Treatment,Bro.Blu,male,a7251,,,751.784,4.17659,10,2.71999,32,43.7599,19,79.3598,17,12.08,19,15.28,1,0.319999,23,20.1599,0,0,8,9.03998,10,138.8,16,34.7999,6,6.39999,180,120.88
9-12,1.4,4,Wednesday,1,2,HA_T2,Treatment,Bro.Gre,male,a7724,,,1405.28,7.80711,0,0,5,3.91999,2,5.43999,6,2.32,2,0.639999,48,127.84,3,2.31999,25,20.1599,27,17.36,1,11.52,7,6.15998,7,162.32,180,167.36
9-12,2.1,5,Wednesday,2,2,HA_T2,Treatment,Whi.Pin,male,a7375,,,1459.55,8.12306,3,5.51999,39,19.76,26,128.08,20,5.67998,22,7.91998,8,5.27999,24,7.19998,0,0,17,6.07998,11,153.36,20,16.96,9,9.67998,180,159.52
9-12,2.2,6,Wednesday,2,2,HA_T2,Treatment,Red.Ora,female,a7089,,,1728.23,9.60131,2,7.19998,45,41.9999,22,33.9199,31,14.64,34,17.2,28,20.7999,41,26.8799,12,10.72,30,13.84,20,94.7198,35,44.2399,16,41.0399,180,170.56
9-12,2.3,7,Wednesday,2,2,HA_T2,Treatment,Pin._,male,a7054,,,1097.23,6.09573,3,8.15998,33,30.9599,22,102.16,12,5.35999,17,9.43998,8,14.88,22,9.83997,2,2.15999,11,5.19998,10,140.16,15,19.36,6,20.4799,180,149.68
9-12,2.4,8,Wednesday,2,2,HA_T2,Treatment,Ora.Yel,male,a7411,,,1838.86,10.2159,0,0,13,15.92,5,1.99999,32,11.6,27,10.48,59,48.7199,20,10.72,36,56.7999,40,23.7599,12,25.0399,34,33.5199,23,121.44,180,176.72
9-12,1.1,1,Wednesday,1,3,HA_T2,Treatment,Pur.Pur,female,a6932,,"Re-Run, Fish Jumped Out",316.235,1.75686,13,12.4,0,0,1,180,0,0,0,0,0,0,0,0,0,0,0,0,1,180,0,0,0,0,180,67.9998
9-12,1.2,2,Wednesday,1,3,HA_T2,Treatment,Bla.Bro,male,a7142,,Re-Run because trial was stopped for fish that jumped out,2002.7,11.1261,1,0.959998,44,46.3199,13,6.47998,51,21.1999,60,25.0399,27,26.4799,63,31.4399,9,6.47998,42,16.56,34,70.1598,55,66.4798,22,43.3599,180,176.8
9-12,1.3,3,Wednesday,1,3,HA_T2,Treatment,Pin.Pin,female,a6840,,Re-Run because trial was stopped for fish that jumped out,1013.12,5.62848,8,9.75997,30,24.0799,19,23.5199,16,5.27998,20,6.71998,20,76.0798,22,6.79998,9,25.5999,17,11.92,11,52.4799,19,16,8,111.52,180,94.3198
